subgroup,Race,Sex,Age,diseases,count,crude_SE,population,Age_label,Sex_label,Race_label
26,2,1,4,HSTK,483,0,5372172.361,55-64,Female,NHB
27,3,1,4,HSTK,182,0,4939928.608,55-64,Female,HIS
28,4,1,4,HSTK,148,0,4075441.102,55-64,Female,OTH
29,1,2,4,HSTK,1569,0,5742667.007,55-64,Male,NHW
30,2,2,4,HSTK,579,0,4723806.731,55-64,Male,NHB
31,3,2,4,HSTK,293,0,4569433.962,55-64,Male,HIS
32,4,2,4,HSTK,162,0,3334451.81,55-64,Male,OTH
33,1,1,5,HSTK,2084,0,4939928.608,65-74,Female,NHW
34,2,1,5,HSTK,397,0,3087455.38,65-74,Female,NHB
35,3,1,5,HSTK,246,0,3056580.826,65-74,Female,HIS
36,4,1,5,HSTK,161,0,2037720.551,65-74,Female,OTH
37,1,2,5,HSTK,2176,0,5804416.114,65-74,Male,NHW
38,2,2,5,HSTK,354,0,3581448.241,65-74,Male,NHB
39,3,2,5,HSTK,198,0,2747835.288,65-74,Male,HIS
40,4,2,5,HSTK,178,0,2068595.105,65-74,Male,OTH
41,1,1,6,HSTK,8584,0,6792401.836,75+,Female,NHW
42,2,1,6,HSTK,815,0,2253842.427,75+,Female,NHB
43,3,1,6,HSTK,552,0,1204107.598,75+,Female,HIS
44,4,1,6,HSTK,456,0,1296731.26,75+,Female,OTH
45,1,2,6,HSTK,5715,0,7162896.482,75+,Male,NHW
46,2,2,6,HSTK,424,0,1914222.336,75+,Male,NHB
47,3,2,6,HSTK,367,0,987985.7216,75+,Male,HIS
48,4,2,6,HSTK,314,0,1080609.383,75+,Male,OTH
1,1,1,1,HSTK_medBMI,85,0,4445935.747,25-34,Female,NHW
2,2,1,1,HSTK_medBMI,33,0,3828444.671,25-34,Female,NHB
3,3,1,1,HSTK_medBMI,28,0,3056580.826,25-34,Female,HIS
4,4,1,1,HSTK_medBMI,15,0,3674071.902,25-34,Female,OTH
5,1,2,1,HSTK_medBMI,109,0,4415061.193,25-34,Male,NHW
6,2,2,1,HSTK_medBMI,45,0,2871333.503,25-34,Male,NHB
7,3,2,1,HSTK_medBMI,47,0,3087455.38,25-34,Male,HIS
8,4,2,1,HSTK_medBMI,17,0,3457950.026,25-34,Male,OTH
9,1,1,2,HSTK_medBMI,260,0,4476810.301,35-44,Female,NHW
10,2,1,2,HSTK_medBMI,135,0,3427075.472,35-44,Female,NHB
11,3,1,2,HSTK_medBMI,75,0,4260688.424,35-44,Female,HIS
12,4,1,2,HSTK_medBMI,47,0,3056580.826,35-44,Female,OTH
13,1,2,2,HSTK_medBMI,288,0,3612322.795,35-44,Male,NHW
14,2,2,2,HSTK_medBMI,161,0,2747835.288,35-44,Male,NHB
15,3,2,2,HSTK_medBMI,140,0,3087455.38,35-44,Male,HIS
16,4,2,2,HSTK_medBMI,46,0,2840458.95,35-44,Male,OTH
17,1,1,3,HSTK_medBMI,835,0,4075441.102,45-54,Female,NHW
18,2,1,3,HSTK_medBMI,465,0,3334451.81,45-54,Female,NHB
19,3,1,3,HSTK_medBMI,179,0,3457950.026,45-54,Female,HIS
20,4,1,3,HSTK_medBMI,99,0,3396200.918,45-54,Female,OTH
21,1,2,3,HSTK_medBMI,861,0,3859319.225,45-54,Male,NHW
22,2,2,3,HSTK_medBMI,487,0,3210953.595,45-54,Male,NHB
23,3,2,3,HSTK_medBMI,266,0,2963957.165,45-54,Male,HIS
24,4,2,3,HSTK_medBMI,111,0,3550573.687,45-54,Male,OTH
25,1,1,4,HSTK_medBMI,1320,0,5248674.146,55-64,Female,NHW
26,2,1,4,HSTK_medBMI,483,0,5372172.361,55-64,Female,NHB
27,3,1,4,HSTK_medBMI,182,0,4939928.608,55-64,Female,HIS
28,4,1,4,HSTK_medBMI,148,0,4075441.102,55-64,Female,OTH
29,1,2,4,HSTK_medBMI,1569,0,5742667.007,55-64,Male,NHW
30,2,2,4,HSTK_medBMI,579,0,4723806.731,55-64,Male,NHB
31,3,2,4,HSTK_medBMI,293,0,4569433.962,55-64,Male,HIS
32,4,2,4,HSTK_medBMI,162,0,3334451.81,55-64,Male,OTH
33,1,1,5,HSTK_medBMI,2084,0,4939928.608,65-74,Female,NHW
34,2,1,5,HSTK_medBMI,397,0,3087455.38,65-74,Female,NHB
35,3,1,5,HSTK_medBMI,246,0,3056580.826,65-74,Female,HIS
36,4,1,5,HSTK_medBMI,161,0,2037720.551,65-74,Female,OTH
37,1,2,5,HSTK_medBMI,2176,0,5804416.114,65-74,Male,NHW
38,2,2,5,HSTK_medBMI,354,0,3581448.241,65-74,Male,NHB
39,3,2,5,HSTK_medBMI,198,0,2747835.288,65-74,Male,HIS
40,4,2,5,HSTK_medBMI,178,0,2068595.105,65-74,Male,OTH
41,1,1,6,HSTK_medBMI,8584,0,6792401.836,75+,Female,NHW
42,2,1,6,HSTK_medBMI,815,0,2253842.427,75+,Female,NHB
43,3,1,6,HSTK_medBMI,552,0,1204107.598,75+,Female,HIS
44,4,1,6,HSTK_medBMI,456,0,1296731.26,75+,Female,OTH
45,1,2,6,HSTK_medBMI,5715,0,7162896.482,75+,Male,NHW
46,2,2,6,HSTK_medBMI,424,0,1914222.336,75+,Male,NHB
47,3,2,6,HSTK_medBMI,367,0,987985.7216,75+,Male,HIS
48,4,2,6,HSTK_medBMI,314,0,1080609.383,75+,Male,OTH
1,1,1,1,HSTK_medSBP,85,0,4445935.747,25-34,Female,NHW
2,2,1,1,HSTK_medSBP,33,0,3828444.671,25-34,Female,NHB
3,3,1,1,HSTK_medSBP,28,0,3056580.826,25-34,Female,HIS
4,4,1,1,HSTK_medSBP,15,0,3674071.902,25-34,Female,OTH
5,1,2,1,HSTK_medSBP,109,0,4415061.193,25-34,Male,NHW
6,2,2,1,HSTK_medSBP,45,0,2871333.503,25-34,Male,NHB
7,3,2,1,HSTK_medSBP,47,0,3087455.38,25-34,Male,HIS
8,4,2,1,HSTK_medSBP,17,0,3457950.026,25-34,Male,OTH
9,1,1,2,HSTK_medSBP,260,0,4476810.301,35-44,Female,NHW
10,2,1,2,HSTK_medSBP,135,0,3427075.472,35-44,Female,NHB
11,3,1,2,HSTK_medSBP,75,0,4260688.424,35-44,Female,HIS
12,4,1,2,HSTK_medSBP,47,0,3056580.826,35-44,Female,OTH
13,1,2,2,HSTK_medSBP,288,0,3612322.795,35-44,Male,NHW
14,2,2,2,HSTK_medSBP,161,0,2747835.288,35-44,Male,NHB
15,3,2,2,HSTK_medSBP,140,0,3087455.38,35-44,Male,HIS
16,4,2,2,HSTK_medSBP,46,0,2840458.95,35-44,Male,OTH
17,1,1,3,HSTK_medSBP,835,0,4075441.102,45-54,Female,NHW
18,2,1,3,HSTK_medSBP,465,0,3334451.81,45-54,Female,NHB
19,3,1,3,HSTK_medSBP,179,0,3457950.026,45-54,Female,HIS
20,4,1,3,HSTK_medSBP,99,0,3396200.918,45-54,Female,OTH
21,1,2,3,HSTK_medSBP,861,0,3859319.225,45-54,Male,NHW
22,2,2,3,HSTK_medSBP,487,0,3210953.595,45-54,Male,NHB
23,3,2,3,HSTK_medSBP,266,0,2963957.165,45-54,Male,HIS
24,4,2,3,HSTK_medSBP,111,0,3550573.687,45-54,Male,OTH
25,1,1,4,HSTK_medSBP,1320,0,5248674.146,55-64,Female,NHW
26,2,1,4,HSTK_medSBP,483,0,5372172.361,55-64,Female,NHB
27,3,1,4,HSTK_medSBP,182,0,4939928.608,55-64,Female,HIS
28,4,1,4,HSTK_medSBP,148,0,4075441.102,55-64,Female,OTH
29,1,2,4,HSTK_medSBP,1569,0,5742667.007,55-64,Male,NHW
30,2,2,4,HSTK_medSBP,579,0,4723806.731,55-64,Male,NHB
31,3,2,4,HSTK_medSBP,293,0,4569433.962,55-64,Male,HIS
32,4,2,4,HSTK_medSBP,162,0,3334451.81,55-64,Male,OTH
33,1,1,5,HSTK_medSBP,2084,0,4939928.608,65-74,Female,NHW
34,2,1,5,HSTK_medSBP,397,0,3087455.38,65-74,Female,NHB
35,3,1,5,HSTK_medSBP,246,0,3056580.826,65-74,Female,HIS
36,4,1,5,HSTK_medSBP,161,0,2037720.551,65-74,Female,OTH
37,1,2,5,HSTK_medSBP,2176,0,5804416.114,65-74,Male,NHW
38,2,2,5,HSTK_medSBP,354,0,3581448.241,65-74,Male,NHB
39,3,2,5,HSTK_medSBP,198,0,2747835.288,65-74,Male,HIS
40,4,2,5,HSTK_medSBP,178,0,2068595.105,65-74,Male,OTH
41,1,1,6,HSTK_medSBP,8584,0,6792401.836,75+,Female,NHW
42,2,1,6,HSTK_medSBP,815,0,2253842.427,75+,Female,NHB
43,3,1,6,HSTK_medSBP,552,0,1204107.598,75+,Female,HIS
44,4,1,6,HSTK_medSBP,456,0,1296731.26,75+,Female,OTH
45,1,2,6,HSTK_medSBP,5715,0,7162896.482,75+,Male,NHW
46,2,2,6,HSTK_medSBP,424,0,1914222.336,75+,Male,NHB
47,3,2,6,HSTK_medSBP,367,0,987985.7216,75+,Male,HIS
48,4,2,6,HSTK_medSBP,314,0,1080609.383,75+,Male,OTH
1,1,1,1,IHD,161,0,4445935.747,25-34,Female,NHW
2,2,1,1,IHD,71,0,3828444.671,25-34,Female,NHB
3,3,1,1,IHD,20,0,3056580.826,25-34,Female,HIS
4,4,1,1,IHD,10,0,3674071.902,25-34,Female,OTH
5,1,2,1,IHD,466,0,4415061.193,25-34,Male,NHW
6,2,2,1,IHD,174,0,2871333.503,25-34,Male,NHB
7,3,2,1,IHD,79,0,3087455.38,25-34,Male,HIS
8,4,2,1,IHD,44,0,3457950.026,25-34,Male,OTH
9,1,1,2,IHD,920,0,4476810.301,35-44,Female,NHW
10,2,1,2,IHD,283,0,3427075.472,35-44,Female,NHB
11,3,1,2,IHD,92,0,4260688.424,35-44,Female,HIS
12,4,1,2,IHD,46,0,3056580.826,35-44,Female,OTH
13,1,2,2,IHD,2527,0,3612322.795,35-44,Male,NHW
14,2,2,2,IHD,752,0,2747835.288,35-44,Male,NHB
15,3,2,2,IHD,350,0,3087455.38,35-44,Male,HIS
16,4,2,2,IHD,211,0,2840458.95,35-44,Male,OTH
17,1,1,3,IHD,3797,0,4075441.102,45-54,Female,NHW
18,2,1,3,IHD,1249,0,3334451.81,45-54,Female,NHB
19,3,1,3,IHD,349,0,3457950.026,45-54,Female,HIS
20,4,1,3,IHD,153,0,3396200.918,45-54,Female,OTH
21,1,2,3,IHD,11932,0,3859319.225,45-54,Male,NHW
22,2,2,3,IHD,2577,0,3210953.595,45-54,Male,NHB
23,3,2,3,IHD,1188,0,2963957.165,45-54,Male,HIS
24,4,2,3,IHD,670,0,3550573.687,45-54,Male,OTH
25,1,1,4,IHD,9124,0,5248674.146,55-64,Female,NHW
26,2,1,4,IHD,2695,0,5372172.361,55-64,Female,NHB
27,3,1,4,IHD,871,0,4939928.608,55-64,Female,HIS
28,4,1,4,IHD,415,0,4075441.102,55-64,Female,OTH
29,1,2,4,IHD,26064,0,5742667.007,55-64,Male,NHW
30,2,2,4,IHD,5121,0,4723806.731,55-64,Male,NHB
31,3,2,4,IHD,2232,0,4569433.962,55-64,Male,HIS
32,4,2,4,IHD,1191,0,3334451.81,55-64,Male,OTH
33,1,1,5,IHD,15779,0,4939928.608,65-74,Female,NHW
34,2,1,5,IHD,3286,0,3087455.38,65-74,Female,NHB
35,3,1,5,IHD,1298,0,3056580.826,65-74,Female,HIS
36,4,1,5,IHD,695,0,2037720.551,65-74,Female,OTH
37,1,2,5,IHD,33047,0,5804416.114,65-74,Male,NHW
38,2,2,5,IHD,4837,0,3581448.241,65-74,Male,NHB
39,3,2,5,IHD,2477,0,2747835.288,65-74,Male,HIS
40,4,2,5,IHD,1383,0,2068595.105,65-74,Male,OTH
41,1,1,6,IHD,103054,0,6792401.836,75+,Female,NHW
42,2,1,6,IHD,10672,0,2253842.427,75+,Female,NHB
43,3,1,6,IHD,6357,0,1204107.598,75+,Female,HIS
44,4,1,6,IHD,3332,0,1296731.26,75+,Female,OTH
45,1,2,6,IHD,93464,0,7162896.482,75+,Male,NHW
46,2,2,6,IHD,7234,0,1914222.336,75+,Male,NHB
47,3,2,6,IHD,5412,0,987985.7216,75+,Male,HIS
48,4,2,6,IHD,3105,0,1080609.383,75+,Male,OTH
1,1,1,1,IHD_medBMI,161,0,4445935.747,25-34,Female,NHW
2,2,1,1,IHD_medBMI,71,0,3828444.671,25-34,Female,NHB
3,3,1,1,IHD_medBMI,20,0,3056580.826,25-34,Female,HIS
4,4,1,1,IHD_medBMI,10,0,3674071.902,25-34,Female,OTH
5,1,2,1,IHD_medBMI,466,0,4415061.193,25-34,Male,NHW
6,2,2,1,IHD_medBMI,174,0,2871333.503,25-34,Male,NHB
7,3,2,1,IHD_medBMI,79,0,3087455.38,25-34,Male,HIS
8,4,2,1,IHD_medBMI,44,0,3457950.026,25-34,Male,OTH
9,1,1,2,IHD_medBMI,920,0,4476810.301,35-44,Female,NHW
10,2,1,2,IHD_medBMI,283,0,3427075.472,35-44,Female,NHB
11,3,1,2,IHD_medBMI,92,0,4260688.424,35-44,Female,HIS
12,4,1,2,IHD_medBMI,46,0,3056580.826,35-44,Female,OTH
13,1,2,2,IHD_medBMI,2527,0,3612322.795,35-44,Male,NHW
14,2,2,2,IHD_medBMI,752,0,2747835.288,35-44,Male,NHB
15,3,2,2,IHD_medBMI,350,0,3087455.38,35-44,Male,HIS
16,4,2,2,IHD_medBMI,211,0,2840458.95,35-44,Male,OTH
17,1,1,3,IHD_medBMI,3797,0,4075441.102,45-54,Female,NHW
18,2,1,3,IHD_medBMI,1249,0,3334451.81,45-54,Female,NHB
19,3,1,3,IHD_medBMI,349,0,3457950.026,45-54,Female,HIS
20,4,1,3,IHD_medBMI,153,0,3396200.918,45-54,Female,OTH
21,1,2,3,IHD_medBMI,11932,0,3859319.225,45-54,Male,NHW
22,2,2,3,IHD_medBMI,2577,0,3210953.595,45-54,Male,NHB
23,3,2,3,IHD_medBMI,1188,0,2963957.165,45-54,Male,HIS
24,4,2,3,IHD_medBMI,670,0,3550573.687,45-54,Male,OTH
25,1,1,4,IHD_medBMI,9124,0,5248674.146,55-64,Female,NHW
26,2,1,4,IHD_medBMI,2695,0,5372172.361,55-64,Female,NHB
27,3,1,4,IHD_medBMI,871,0,4939928.608,55-64,Female,HIS
28,4,1,4,IHD_medBMI,415,0,4075441.102,55-64,Female,OTH
29,1,2,4,IHD_medBMI,26064,0,5742667.007,55-64,Male,NHW
30,2,2,4,IHD_medBMI,5121,0,4723806.731,55-64,Male,NHB
31,3,2,4,IHD_medBMI,2232,0,4569433.962,55-64,Male,HIS
32,4,2,4,IHD_medBMI,1191,0,3334451.81,55-64,Male,OTH
33,1,1,5,IHD_medBMI,15779,0,4939928.608,65-74,Female,NHW
34,2,1,5,IHD_medBMI,3286,0,3087455.38,65-74,Female,NHB
35,3,1,5,IHD_medBMI,1298,0,3056580.826,65-74,Female,HIS
36,4,1,5,IHD_medBMI,695,0,2037720.551,65-74,Female,OTH
37,1,2,5,IHD_medBMI,33047,0,5804416.114,65-74,Male,NHW
38,2,2,5,IHD_medBMI,4837,0,3581448.241,65-74,Male,NHB
39,3,2,5,IHD_medBMI,2477,0,2747835.288,65-74,Male,HIS
40,4,2,5,IHD_medBMI,1383,0,2068595.105,65-74,Male,OTH
41,1,1,6,IHD_medBMI,103054,0,6792401.836,75+,Female,NHW
42,2,1,6,IHD_medBMI,10672,0,2253842.427,75+,Female,NHB
43,3,1,6,IHD_medBMI,6357,0,1204107.598,75+,Female,HIS
44,4,1,6,IHD_medBMI,3332,0,1296731.26,75+,Female,OTH
45,1,2,6,IHD_medBMI,93464,0,7162896.482,75+,Male,NHW
46,2,2,6,IHD_medBMI,7234,0,1914222.336,75+,Male,NHB
47,3,2,6,IHD_medBMI,5412,0,987985.7216,75+,Male,HIS
48,4,2,6,IHD_medBMI,3105,0,1080609.383,75+,Male,OTH
1,1,1,1,IHD_medSBP,161,0,4445935.747,25-34,Female,NHW
2,2,1,1,IHD_medSBP,71,0,3828444.671,25-34,Female,NHB
3,3,1,1,IHD_medSBP,20,0,3056580.826,25-34,Female,HIS
4,4,1,1,IHD_medSBP,10,0,3674071.902,25-34,Female,OTH
5,1,2,1,IHD_medSBP,466,0,4415061.193,25-34,Male,NHW
6,2,2,1,IHD_medSBP,174,0,2871333.503,25-34,Male,NHB
7,3,2,1,IHD_medSBP,79,0,3087455.38,25-34,Male,HIS
8,4,2,1,IHD_medSBP,44,0,3457950.026,25-34,Male,OTH
9,1,1,2,IHD_medSBP,920,0,4476810.301,35-44,Female,NHW
10,2,1,2,IHD_medSBP,283,0,3427075.472,35-44,Female,NHB
11,3,1,2,IHD_medSBP,92,0,4260688.424,35-44,Female,HIS
12,4,1,2,IHD_medSBP,46,0,3056580.826,35-44,Female,OTH
13,1,2,2,IHD_medSBP,2527,0,3612322.795,35-44,Male,NHW
14,2,2,2,IHD_medSBP,752,0,2747835.288,35-44,Male,NHB
15,3,2,2,IHD_medSBP,350,0,3087455.38,35-44,Male,HIS
16,4,2,2,IHD_medSBP,211,0,2840458.95,35-44,Male,OTH
17,1,1,3,IHD_medSBP,3797,0,4075441.102,45-54,Female,NHW
18,2,1,3,IHD_medSBP,1249,0,3334451.81,45-54,Female,NHB
19,3,1,3,IHD_medSBP,349,0,3457950.026,45-54,Female,HIS
20,4,1,3,IHD_medSBP,153,0,3396200.918,45-54,Female,OTH
21,1,2,3,IHD_medSBP,11932,0,3859319.225,45-54,Male,NHW
22,2,2,3,IHD_medSBP,2577,0,3210953.595,45-54,Male,NHB
23,3,2,3,IHD_medSBP,1188,0,2963957.165,45-54,Male,HIS
24,4,2,3,IHD_medSBP,670,0,3550573.687,45-54,Male,OTH
25,1,1,4,IHD_medSBP,9124,0,5248674.146,55-64,Female,NHW
26,2,1,4,IHD_medSBP,2695,0,5372172.361,55-64,Female,NHB
27,3,1,4,IHD_medSBP,871,0,4939928.608,55-64,Female,HIS
28,4,1,4,IHD_medSBP,415,0,4075441.102,55-64,Female,OTH
29,1,2,4,IHD_medSBP,26064,0,5742667.007,55-64,Male,NHW
30,2,2,4,IHD_medSBP,5121,0,4723806.731,55-64,Male,NHB
31,3,2,4,IHD_medSBP,2232,0,4569433.962,55-64,Male,HIS
32,4,2,4,IHD_medSBP,1191,0,3334451.81,55-64,Male,OTH
33,1,1,5,IHD_medSBP,15779,0,4939928.608,65-74,Female,NHW
34,2,1,5,IHD_medSBP,3286,0,3087455.38,65-74,Female,NHB
35,3,1,5,IHD_medSBP,1298,0,3056580.826,65-74,Female,HIS
36,4,1,5,IHD_medSBP,695,0,2037720.551,65-74,Female,OTH
37,1,2,5,IHD_medSBP,33047,0,5804416.114,65-74,Male,NHW
38,2,2,5,IHD_medSBP,4837,0,3581448.241,65-74,Male,NHB
39,3,2,5,IHD_medSBP,2477,0,2747835.288,65-74,Male,HIS
40,4,2,5,IHD_medSBP,1383,0,2068595.105,65-74,Male,OTH
41,1,1,6,IHD_medSBP,103054,0,6792401.836,75+,Female,NHW
42,2,1,6,IHD_medSBP,10672,0,2253842.427,75+,Female,NHB
43,3,1,6,IHD_medSBP,6357,0,1204107.598,75+,Female,HIS
44,4,1,6,IHD_medSBP,3332,0,1296731.26,75+,Female,OTH
45,1,2,6,IHD_medSBP,93464,0,7162896.482,75+,Male,NHW
46,2,2,6,IHD_medSBP,7234,0,1914222.336,75+,Male,NHB
47,3,2,6,IHD_medSBP,5412,0,987985.7216,75+,Male,HIS
48,4,2,6,IHD_medSBP,3105,0,1080609.383,75+,Male,OTH
1,1,1,1,ISTK,18,0,4445935.747,25-34,Female,NHW
2,2,1,1,ISTK,9,0,3828444.671,25-34,Female,NHB
3,3,1,1,ISTK,3,0,3056580.826,25-34,Female,HIS
4,4,1,1,ISTK,3,0,3674071.902,25-34,Female,OTH
5,1,2,1,ISTK,18,0,4415061.193,25-34,Male,NHW
6,2,2,1,ISTK,8,0,2871333.503,25-34,Male,NHB
7,3,2,1,ISTK,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,ISTK,0,0,3457950.026,25-34,Male,OTH
9,1,1,2,ISTK,48,0,4476810.301,35-44,Female,NHW
10,2,1,2,ISTK,18,0,3427075.472,35-44,Female,NHB
11,3,1,2,ISTK,7,0,4260688.424,35-44,Female,HIS
12,4,1,2,ISTK,7,0,3056580.826,35-44,Female,OTH
13,1,2,2,ISTK,56,0,3612322.795,35-44,Male,NHW
14,2,2,2,ISTK,16,0,2747835.288,35-44,Male,NHB
15,3,2,2,ISTK,17,0,3087455.38,35-44,Male,HIS
16,4,2,2,ISTK,6,0,2840458.95,35-44,Male,OTH
17,1,1,3,ISTK,157,0,4075441.102,45-54,Female,NHW
18,2,1,3,ISTK,58,0,3334451.81,45-54,Female,NHB
19,3,1,3,ISTK,15,0,3457950.026,45-54,Female,HIS
20,4,1,3,ISTK,6,0,3396200.918,45-54,Female,OTH
21,1,2,3,ISTK,193,0,3859319.225,45-54,Male,NHW
22,2,2,3,ISTK,109,0,3210953.595,45-54,Male,NHB
23,3,2,3,ISTK,35,0,2963957.165,45-54,Male,HIS
24,4,2,3,ISTK,16,0,3550573.687,45-54,Male,OTH
25,1,1,4,ISTK,286,0,5248674.146,55-64,Female,NHW
26,2,1,4,ISTK,114,0,5372172.361,55-64,Female,NHB
27,3,1,4,ISTK,34,0,4939928.608,55-64,Female,HIS
28,4,1,4,ISTK,21,0,4075441.102,55-64,Female,OTH
29,1,2,4,ISTK,505,0,5742667.007,55-64,Male,NHW
30,2,2,4,ISTK,159,0,4723806.731,55-64,Male,NHB
31,3,2,4,ISTK,56,0,4569433.962,55-64,Male,HIS
32,4,2,4,ISTK,24,0,3334451.81,55-64,Male,OTH
33,1,1,5,ISTK,684,0,4939928.608,65-74,Female,NHW
34,2,1,5,ISTK,175,0,3087455.38,65-74,Female,NHB
35,3,1,5,ISTK,77,0,3056580.826,65-74,Female,HIS
36,4,1,5,ISTK,32,0,2037720.551,65-74,Female,OTH
37,1,2,5,ISTK,817,0,5804416.114,65-74,Male,NHW
38,2,2,5,ISTK,180,0,3581448.241,65-74,Male,NHB
39,3,2,5,ISTK,76,0,2747835.288,65-74,Male,HIS
40,4,2,5,ISTK,30,0,2068595.105,65-74,Male,OTH
41,1,1,6,ISTK,6598,0,6792401.836,75+,Female,NHW
42,2,1,6,ISTK,777,0,2253842.427,75+,Female,NHB
43,3,1,6,ISTK,389,0,1204107.598,75+,Female,HIS
44,4,1,6,ISTK,176,0,1296731.26,75+,Female,OTH
45,1,2,6,ISTK,3408,0,7162896.482,75+,Male,NHW
46,2,2,6,ISTK,379,0,1914222.336,75+,Male,NHB
47,3,2,6,ISTK,204,0,987985.7216,75+,Male,HIS
48,4,2,6,ISTK,95,0,1080609.383,75+,Male,OTH
1,1,1,1,ISTK_medBMI,18,0,4445935.747,25-34,Female,NHW
2,2,1,1,ISTK_medBMI,9,0,3828444.671,25-34,Female,NHB
3,3,1,1,ISTK_medBMI,3,0,3056580.826,25-34,Female,HIS
4,4,1,1,ISTK_medBMI,3,0,3674071.902,25-34,Female,OTH
5,1,2,1,ISTK_medBMI,18,0,4415061.193,25-34,Male,NHW
6,2,2,1,ISTK_medBMI,8,0,2871333.503,25-34,Male,NHB
7,3,2,1,ISTK_medBMI,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,ISTK_medBMI,0,0,3457950.026,25-34,Male,OTH
9,1,1,2,ISTK_medBMI,48,0,4476810.301,35-44,Female,NHW
10,2,1,2,ISTK_medBMI,18,0,3427075.472,35-44,Female,NHB
11,3,1,2,ISTK_medBMI,7,0,4260688.424,35-44,Female,HIS
12,4,1,2,ISTK_medBMI,7,0,3056580.826,35-44,Female,OTH
13,1,2,2,ISTK_medBMI,56,0,3612322.795,35-44,Male,NHW
14,2,2,2,ISTK_medBMI,16,0,2747835.288,35-44,Male,NHB
15,3,2,2,ISTK_medBMI,17,0,3087455.38,35-44,Male,HIS
16,4,2,2,ISTK_medBMI,6,0,2840458.95,35-44,Male,OTH
17,1,1,3,ISTK_medBMI,157,0,4075441.102,45-54,Female,NHW
18,2,1,3,ISTK_medBMI,58,0,3334451.81,45-54,Female,NHB
19,3,1,3,ISTK_medBMI,15,0,3457950.026,45-54,Female,HIS
20,4,1,3,ISTK_medBMI,6,0,3396200.918,45-54,Female,OTH
21,1,2,3,ISTK_medBMI,193,0,3859319.225,45-54,Male,NHW
22,2,2,3,ISTK_medBMI,109,0,3210953.595,45-54,Male,NHB
23,3,2,3,ISTK_medBMI,35,0,2963957.165,45-54,Male,HIS
24,4,2,3,ISTK_medBMI,16,0,3550573.687,45-54,Male,OTH
25,1,1,4,ISTK_medBMI,286,0,5248674.146,55-64,Female,NHW
26,2,1,4,ISTK_medBMI,114,0,5372172.361,55-64,Female,NHB
27,3,1,4,ISTK_medBMI,34,0,4939928.608,55-64,Female,HIS
28,4,1,4,ISTK_medBMI,21,0,4075441.102,55-64,Female,OTH
29,1,2,4,ISTK_medBMI,505,0,5742667.007,55-64,Male,NHW
30,2,2,4,ISTK_medBMI,159,0,4723806.731,55-64,Male,NHB
31,3,2,4,ISTK_medBMI,56,0,4569433.962,55-64,Male,HIS
32,4,2,4,ISTK_medBMI,24,0,3334451.81,55-64,Male,OTH
33,1,1,5,ISTK_medBMI,684,0,4939928.608,65-74,Female,NHW
34,2,1,5,ISTK_medBMI,175,0,3087455.38,65-74,Female,NHB
35,3,1,5,ISTK_medBMI,77,0,3056580.826,65-74,Female,HIS
36,4,1,5,ISTK_medBMI,32,0,2037720.551,65-74,Female,OTH
37,1,2,5,ISTK_medBMI,817,0,5804416.114,65-74,Male,NHW
38,2,2,5,ISTK_medBMI,180,0,3581448.241,65-74,Male,NHB
39,3,2,5,ISTK_medBMI,76,0,2747835.288,65-74,Male,HIS
40,4,2,5,ISTK_medBMI,30,0,2068595.105,65-74,Male,OTH
41,1,1,6,ISTK_medBMI,6598,0,6792401.836,75+,Female,NHW
42,2,1,6,ISTK_medBMI,777,0,2253842.427,75+,Female,NHB
43,3,1,6,ISTK_medBMI,389,0,1204107.598,75+,Female,HIS
44,4,1,6,ISTK_medBMI,176,0,1296731.26,75+,Female,OTH
45,1,2,6,ISTK_medBMI,3408,0,7162896.482,75+,Male,NHW
46,2,2,6,ISTK_medBMI,379,0,1914222.336,75+,Male,NHB
47,3,2,6,ISTK_medBMI,204,0,987985.7216,75+,Male,HIS
48,4,2,6,ISTK_medBMI,95,0,1080609.383,75+,Male,OTH
1,1,1,1,ISTK_medSBP,18,0,4445935.747,25-34,Female,NHW
2,2,1,1,ISTK_medSBP,9,0,3828444.671,25-34,Female,NHB
3,3,1,1,ISTK_medSBP,3,0,3056580.826,25-34,Female,HIS
4,4,1,1,ISTK_medSBP,3,0,3674071.902,25-34,Female,OTH
5,1,2,1,ISTK_medSBP,18,0,4415061.193,25-34,Male,NHW
6,2,2,1,ISTK_medSBP,8,0,2871333.503,25-34,Male,NHB
7,3,2,1,ISTK_medSBP,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,ISTK_medSBP,0,0,3457950.026,25-34,Male,OTH
9,1,1,2,ISTK_medSBP,48,0,4476810.301,35-44,Female,NHW
10,2,1,2,ISTK_medSBP,18,0,3427075.472,35-44,Female,NHB
11,3,1,2,ISTK_medSBP,7,0,4260688.424,35-44,Female,HIS
12,4,1,2,ISTK_medSBP,7,0,3056580.826,35-44,Female,OTH
13,1,2,2,ISTK_medSBP,56,0,3612322.795,35-44,Male,NHW
14,2,2,2,ISTK_medSBP,16,0,2747835.288,35-44,Male,NHB
15,3,2,2,ISTK_medSBP,17,0,3087455.38,35-44,Male,HIS
16,4,2,2,ISTK_medSBP,6,0,2840458.95,35-44,Male,OTH
