Sex_label,Age_label,Race_label,crude_rate,crude_SE,count,population,Sex,Age,Race,subgroup,diseases
Female,65-74,OTH,17.645,0,386,2187565.255,1,5,4,36,HHD
Male,65-74,NHW,0.016,0,1,6231246.483,2,5,1,37,HHD
Male,65-74,NHB,0.312,0,12,3844811.66,2,5,2,38,HHD
Male,65-74,HIS,0.746,0,22,2949898.601,2,5,3,39,HHD
Male,65-74,OTH,2.207,0,49,2220710.183,2,5,4,40,HHD
Female,75+,NHW,0.891,0,65,7291884.182,1,6,1,41,HHD
Female,75+,NHB,13.804,0,334,2419579.751,1,6,2,42,HHD
Female,75+,HIS,1.083,0,14,1292652.196,1,6,3,43,HHD
Female,75+,OTH,3.376,0,47,1392086.98,1,6,4,44,HHD
Male,75+,NHW,0.975,0,75,7689623.319,2,6,1,45,HHD
Male,75+,NHB,6.229,0,128,2054985.542,2,6,2,46,HHD
Male,75+,HIS,10.654,0,113,1060637.699,2,6,3,47,HHD
Male,75+,OTH,18.878,0,219,1160072.484,2,6,4,48,HHD
Female,25-34,NHW,0.775,0,37,4772869.646,1,1,1,1,HHD_medBMI
Female,25-34,NHB,4.769,0,196,4109971.084,1,1,2,2,HHD_medBMI
Female,25-34,HIS,18.925,0,621,3281347.882,1,1,3,3,HHD_medBMI
Female,25-34,OTH,27.965,0,1103,3944246.444,1,1,4,4,HHD_medBMI
Male,25-34,NHW,25.318,0,1200,4739724.718,2,1,1,5,HHD_medBMI
Male,25-34,NHB,300.018,0,9248,3082478.313,2,1,2,6,HHD_medBMI
Male,25-34,HIS,4.224,0,140,3314492.81,2,1,3,7,HHD_medBMI
Male,25-34,OTH,14.089,0,523,3712231.947,2,1,4,8,HHD_medBMI
Female,35-44,NHW,32.792,0,1576,4806014.575,1,2,1,9,HHD_medBMI
Female,35-44,NHB,70.969,0,2611,3679087.019,1,2,2,10,HHD_medBMI
Female,35-44,HIS,40.949,0,1873,4574000.078,1,2,3,11,HHD_medBMI
Female,35-44,OTH,142.838,0,4687,3281347.882,1,2,4,12,HHD_medBMI
Male,35-44,NHW,1.212,0,47,3877956.588,2,2,1,13,HHD_medBMI
Male,35-44,NHB,7.356,0,217,2949898.601,2,2,2,14,HHD_medBMI
Male,35-44,HIS,16.745,0,555,3314492.81,2,2,3,15,HHD_medBMI
Male,35-44,OTH,22.464,0,685,3049333.385,2,2,4,16,HHD_medBMI
Female,45-54,NHW,12.114,0,530,4375130.509,1,3,1,17,HHD_medBMI
Female,45-54,NHB,45.284,0,1621,3579652.235,1,3,2,18,HHD_medBMI
Female,45-54,HIS,2.559,0,95,3712231.947,1,3,3,19,HHD_medBMI
Female,45-54,OTH,9.764,0,356,3645942.091,1,3,4,20,HHD_medBMI
Male,45-54,NHW,21.481,0,890,4143116.013,2,3,1,21,HHD_medBMI
Male,45-54,NHB,35.769,0,1233,3447072.522,2,3,2,22,HHD_medBMI
Male,45-54,HIS,24.168,0,769,3181913.098,2,3,3,23,HHD_medBMI
Male,45-54,OTH,23.139,0,882,3811666.732,2,3,4,24,HHD_medBMI
Female,55-64,NHW,0.106,0,6,5634637.777,1,4,1,25,HHD_medBMI
Female,55-64,NHB,0.624,0,36,5767217.489,1,4,2,26,HHD_medBMI
Female,55-64,HIS,1.546,0,82,5303188.496,1,4,3,27,HHD_medBMI
Female,55-64,OTH,3.086,0,135,4375130.509,1,4,4,28,HHD_medBMI
Male,55-64,NHW,1.882,0,116,6164956.627,2,4,1,29,HHD_medBMI
Male,55-64,NHB,12.463,0,632,5071173.999,2,4,2,30,HHD_medBMI
Male,55-64,HIS,0.754,0,37,4905449.359,2,4,3,31,HHD_medBMI
Male,55-64,OTH,3.38,0,121,3579652.235,2,4,4,32,HHD_medBMI
Female,65-74,NHW,4.073,0,216,5303188.496,1,5,1,33,HHD_medBMI
Female,65-74,NHB,8.478,0,281,3314492.81,1,5,2,34,HHD_medBMI
Female,65-74,HIS,6.004,0,197,3281347.882,1,5,3,35,HHD_medBMI
Female,65-74,OTH,17.645,0,386,2187565.255,1,5,4,36,HHD_medBMI
Male,65-74,NHW,0.016,0,1,6231246.483,2,5,1,37,HHD_medBMI
Male,65-74,NHB,0.312,0,12,3844811.66,2,5,2,38,HHD_medBMI
Male,65-74,HIS,0.746,0,22,2949898.601,2,5,3,39,HHD_medBMI
Male,65-74,OTH,2.207,0,49,2220710.183,2,5,4,40,HHD_medBMI
Female,75+,NHW,0.891,0,65,7291884.182,1,6,1,41,HHD_medBMI
Female,75+,NHB,13.804,0,334,2419579.751,1,6,2,42,HHD_medBMI
Female,75+,HIS,1.083,0,14,1292652.196,1,6,3,43,HHD_medBMI
Female,75+,OTH,3.376,0,47,1392086.98,1,6,4,44,HHD_medBMI
Male,75+,NHW,0.975,0,75,7689623.319,2,6,1,45,HHD_medBMI
Male,75+,NHB,6.229,0,128,2054985.542,2,6,2,46,HHD_medBMI
Male,75+,HIS,10.654,0,113,1060637.699,2,6,3,47,HHD_medBMI
Male,75+,OTH,18.878,0,219,1160072.484,2,6,4,48,HHD_medBMI
Female,25-34,NHW,0.775,0,37,4772869.646,1,1,1,1,HHD_medSBP
Female,25-34,NHB,4.769,0,196,4109971.084,1,1,2,2,HHD_medSBP
Female,25-34,HIS,18.925,0,621,3281347.882,1,1,3,3,HHD_medSBP
Female,25-34,OTH,27.965,0,1103,3944246.444,1,1,4,4,HHD_medSBP
Male,25-34,NHW,25.318,0,1200,4739724.718,2,1,1,5,HHD_medSBP
Male,25-34,NHB,300.018,0,9248,3082478.313,2,1,2,6,HHD_medSBP
Male,25-34,HIS,4.224,0,140,3314492.81,2,1,3,7,HHD_medSBP
Male,25-34,OTH,14.089,0,523,3712231.947,2,1,4,8,HHD_medSBP
Female,35-44,NHW,32.792,0,1576,4806014.575,1,2,1,9,HHD_medSBP
Female,35-44,NHB,70.969,0,2611,3679087.019,1,2,2,10,HHD_medSBP
Female,35-44,HIS,40.949,0,1873,4574000.078,1,2,3,11,HHD_medSBP
Female,35-44,OTH,142.838,0,4687,3281347.882,1,2,4,12,HHD_medSBP
Male,35-44,NHW,1.212,0,47,3877956.588,2,2,1,13,HHD_medSBP
Male,35-44,NHB,7.356,0,217,2949898.601,2,2,2,14,HHD_medSBP
Male,35-44,HIS,16.745,0,555,3314492.81,2,2,3,15,HHD_medSBP
Male,35-44,OTH,22.464,0,685,3049333.385,2,2,4,16,HHD_medSBP
Female,45-54,NHW,12.114,0,530,4375130.509,1,3,1,17,HHD_medSBP
Female,45-54,NHB,45.284,0,1621,3579652.235,1,3,2,18,HHD_medSBP
Female,45-54,HIS,2.559,0,95,3712231.947,1,3,3,19,HHD_medSBP
Female,45-54,OTH,9.764,0,356,3645942.091,1,3,4,20,HHD_medSBP
Male,45-54,NHW,21.481,0,890,4143116.013,2,3,1,21,HHD_medSBP
Male,45-54,NHB,35.769,0,1233,3447072.522,2,3,2,22,HHD_medSBP
Male,45-54,HIS,24.168,0,769,3181913.098,2,3,3,23,HHD_medSBP
Male,45-54,OTH,23.139,0,882,3811666.732,2,3,4,24,HHD_medSBP
Female,55-64,NHW,0.106,0,6,5634637.777,1,4,1,25,HHD_medSBP
Female,55-64,NHB,0.624,0,36,5767217.489,1,4,2,26,HHD_medSBP
Female,55-64,HIS,1.546,0,82,5303188.496,1,4,3,27,HHD_medSBP
Female,55-64,OTH,3.086,0,135,4375130.509,1,4,4,28,HHD_medSBP
Male,55-64,NHW,1.882,0,116,6164956.627,2,4,1,29,HHD_medSBP
Male,55-64,NHB,12.463,0,632,5071173.999,2,4,2,30,HHD_medSBP
Male,55-64,HIS,0.754,0,37,4905449.359,2,4,3,31,HHD_medSBP
Male,55-64,OTH,3.38,0,121,3579652.235,2,4,4,32,HHD_medSBP
Female,65-74,NHW,4.073,0,216,5303188.496,1,5,1,33,HHD_medSBP
Female,65-74,NHB,8.478,0,281,3314492.81,1,5,2,34,HHD_medSBP
Female,65-74,HIS,6.004,0,197,3281347.882,1,5,3,35,HHD_medSBP
Female,65-74,OTH,17.645,0,386,2187565.255,1,5,4,36,HHD_medSBP
Male,65-74,NHW,0.016,0,1,6231246.483,2,5,1,37,HHD_medSBP
Male,65-74,NHB,0.312,0,12,3844811.66,2,5,2,38,HHD_medSBP
Male,65-74,HIS,0.746,0,22,2949898.601,2,5,3,39,HHD_medSBP
Male,65-74,OTH,2.207,0,49,2220710.183,2,5,4,40,HHD_medSBP
Female,75+,NHW,0.891,0,65,7291884.182,1,6,1,41,HHD_medSBP
Female,75+,NHB,13.804,0,334,2419579.751,1,6,2,42,HHD_medSBP
Female,75+,HIS,1.083,0,14,1292652.196,1,6,3,43,HHD_medSBP
Female,75+,OTH,3.376,0,47,1392086.98,1,6,4,44,HHD_medSBP
Male,75+,NHW,0.975,0,75,7689623.319,2,6,1,45,HHD_medSBP
Male,75+,NHB,6.229,0,128,2054985.542,2,6,2,46,HHD_medSBP
Male,75+,HIS,10.654,0,113,1060637.699,2,6,3,47,HHD_medSBP
Male,75+,OTH,18.878,0,219,1160072.484,2,6,4,48,HHD_medSBP
Female,25-34,NHW,1.781,0,85,4772869.646,1,1,1,1,HSTK
Female,25-34,NHB,6.326,0,260,4109971.084,1,1,2,2,HSTK
Female,25-34,HIS,25.447,0,835,3281347.882,1,1,3,3,HSTK
Female,25-34,OTH,33.466,0,1320,3944246.444,1,1,4,4,HSTK
Male,25-34,NHW,43.969,0,2084,4739724.718,2,1,1,5,HSTK
Male,25-34,NHB,278.477,0,8584,3082478.313,2,1,2,6,HSTK
Male,25-34,HIS,3.289,0,109,3314492.81,2,1,3,7,HSTK
Male,25-34,OTH,7.758,0,288,3712231.947,2,1,4,8,HSTK
Female,35-44,NHW,17.915,0,861,4806014.575,1,2,1,9,HSTK
Female,35-44,NHB,42.646,0,1569,3679087.019,1,2,2,10,HSTK
Female,35-44,HIS,47.573,0,2176,4574000.078,1,2,3,11,HSTK
Female,35-44,OTH,174.166,0,5715,3281347.882,1,2,4,12,HSTK
Male,35-44,NHW,0.851,0,33,3877956.588,2,2,1,13,HSTK
Male,35-44,NHB,4.576,0,135,2949898.601,2,2,2,14,HSTK
Male,35-44,HIS,14.029,0,465,3314492.81,2,2,3,15,HSTK
Male,35-44,OTH,15.84,0,483,3049333.385,2,2,4,16,HSTK
Female,45-54,NHW,9.074,0,397,4375130.509,1,3,1,17,HSTK
Female,45-54,NHB,22.768,0,815,3579652.235,1,3,2,18,HSTK
Female,45-54,HIS,1.212,0,45,3712231.947,1,3,3,19,HSTK
Female,45-54,OTH,4.416,0,161,3645942.091,1,3,4,20,HSTK
Male,45-54,NHW,11.754,0,487,4143116.013,2,3,1,21,HSTK
Male,45-54,NHB,16.797,0,579,3447072.522,2,3,2,22,HSTK
Male,45-54,HIS,11.125,0,354,3181913.098,2,3,3,23,HSTK
Male,45-54,OTH,11.124,0,424,3811666.732,2,3,4,24,HSTK
Female,55-64,NHW,0.497,0,28,5634637.777,1,4,1,25,HSTK
Female,55-64,NHB,1.3,0,75,5767217.489,1,4,2,26,HSTK
Female,55-64,HIS,3.375,0,179,5303188.496,1,4,3,27,HSTK
Female,55-64,OTH,4.16,0,182,4375130.509,1,4,4,28,HSTK
Male,55-64,NHW,3.99,0,246,6164956.627,2,4,1,29,HSTK
Male,55-64,NHB,10.885,0,552,5071173.999,2,4,2,30,HSTK
Male,55-64,HIS,0.958,0,47,4905449.359,2,4,3,31,HSTK
Male,55-64,OTH,3.911,0,140,3579652.235,2,4,4,32,HSTK
Female,65-74,NHW,5.016,0,266,5303188.496,1,5,1,33,HSTK
Female,65-74,NHB,8.84,0,293,3314492.81,1,5,2,34,HSTK
Female,65-74,HIS,6.034,0,198,3281347.882,1,5,3,35,HSTK
Female,65-74,OTH,16.777,0,367,2187565.255,1,5,4,36,HSTK
Male,65-74,NHW,0.241,0,15,6231246.483,2,5,1,37,HSTK
Male,65-74,NHB,1.222,0,47,3844811.66,2,5,2,38,HSTK
Male,65-74,HIS,3.356,0,99,2949898.601,2,5,3,39,HSTK
Male,65-74,OTH,6.665,0,148,2220710.183,2,5,4,40,HSTK
Female,75+,NHW,2.208,0,161,7291884.182,1,6,1,41,HSTK
Female,75+,NHB,18.846,0,456,2419579.751,1,6,2,42,HSTK
Female,75+,HIS,1.315,0,17,1292652.196,1,6,3,43,HSTK
Female,75+,OTH,3.304,0,46,1392086.98,1,6,4,44,HSTK
Male,75+,NHW,1.444,0,111,7689623.319,2,6,1,45,HSTK
Male,75+,NHB,7.883,0,162,2054985.542,2,6,2,46,HSTK
Male,75+,HIS,16.782,0,178,1060637.699,2,6,3,47,HSTK
Male,75+,OTH,27.067,0,314,1160072.484,2,6,4,48,HSTK
Female,25-34,NHW,1.781,0,85,4772869.646,1,1,1,1,HSTK_medBMI
Female,25-34,NHB,6.326,0,260,4109971.084,1,1,2,2,HSTK_medBMI
Female,25-34,HIS,25.447,0,835,3281347.882,1,1,3,3,HSTK_medBMI
Female,25-34,OTH,33.466,0,1320,3944246.444,1,1,4,4,HSTK_medBMI
Male,25-34,NHW,43.969,0,2084,4739724.718,2,1,1,5,HSTK_medBMI
Male,25-34,NHB,278.477,0,8584,3082478.313,2,1,2,6,HSTK_medBMI
Male,25-34,HIS,3.289,0,109,3314492.81,2,1,3,7,HSTK_medBMI
Male,25-34,OTH,7.758,0,288,3712231.947,2,1,4,8,HSTK_medBMI
Female,35-44,NHW,17.915,0,861,4806014.575,1,2,1,9,HSTK_medBMI
Female,35-44,NHB,42.646,0,1569,3679087.019,1,2,2,10,HSTK_medBMI
Female,35-44,HIS,47.573,0,2176,4574000.078,1,2,3,11,HSTK_medBMI
Female,35-44,OTH,174.166,0,5715,3281347.882,1,2,4,12,HSTK_medBMI
Male,35-44,NHW,0.851,0,33,3877956.588,2,2,1,13,HSTK_medBMI
Male,35-44,NHB,4.576,0,135,2949898.601,2,2,2,14,HSTK_medBMI
Male,35-44,HIS,14.029,0,465,3314492.81,2,2,3,15,HSTK_medBMI
Male,35-44,OTH,15.84,0,483,3049333.385,2,2,4,16,HSTK_medBMI
Female,45-54,NHW,9.074,0,397,4375130.509,1,3,1,17,HSTK_medBMI
Female,45-54,NHB,22.768,0,815,3579652.235,1,3,2,18,HSTK_medBMI
Female,45-54,HIS,1.212,0,45,3712231.947,1,3,3,19,HSTK_medBMI
Female,45-54,OTH,4.416,0,161,3645942.091,1,3,4,20,HSTK_medBMI
Male,45-54,NHW,11.754,0,487,4143116.013,2,3,1,21,HSTK_medBMI
Male,45-54,NHB,16.797,0,579,3447072.522,2,3,2,22,HSTK_medBMI
Male,45-54,HIS,11.125,0,354,3181913.098,2,3,3,23,HSTK_medBMI
Male,45-54,OTH,11.124,0,424,3811666.732,2,3,4,24,HSTK_medBMI
Female,55-64,NHW,0.497,0,28,5634637.777,1,4,1,25,HSTK_medBMI
Female,55-64,NHB,1.3,0,75,5767217.489,1,4,2,26,HSTK_medBMI
Female,55-64,HIS,3.375,0,179,5303188.496,1,4,3,27,HSTK_medBMI
Female,55-64,OTH,4.16,0,182,4375130.509,1,4,4,28,HSTK_medBMI
Male,55-64,NHW,3.99,0,246,6164956.627,2,4,1,29,HSTK_medBMI
Male,55-64,NHB,10.885,0,552,5071173.999,2,4,2,30,HSTK_medBMI
Male,55-64,HIS,0.958,0,47,4905449.359,2,4,3,31,HSTK_medBMI
Male,55-64,OTH,3.911,0,140,3579652.235,2,4,4,32,HSTK_medBMI
Female,65-74,NHW,5.016,0,266,5303188.496,1,5,1,33,HSTK_medBMI
Female,65-74,NHB,8.84,0,293,3314492.81,1,5,2,34,HSTK_medBMI
Female,65-74,HIS,6.034,0,198,3281347.882,1,5,3,35,HSTK_medBMI
Female,65-74,OTH,16.777,0,367,2187565.255,1,5,4,36,HSTK_medBMI
Male,65-74,NHW,0.241,0,15,6231246.483,2,5,1,37,HSTK_medBMI
Male,65-74,NHB,1.222,0,47,3844811.66,2,5,2,38,HSTK_medBMI
Male,65-74,HIS,3.356,0,99,2949898.601,2,5,3,39,HSTK_medBMI
Male,65-74,OTH,6.665,0,148,2220710.183,2,5,4,40,HSTK_medBMI
Female,75+,NHW,2.208,0,161,7291884.182,1,6,1,41,HSTK_medBMI
Female,75+,NHB,18.846,0,456,2419579.751,1,6,2,42,HSTK_medBMI
Female,75+,HIS,1.315,0,17,1292652.196,1,6,3,43,HSTK_medBMI
Female,75+,OTH,3.304,0,46,1392086.98,1,6,4,44,HSTK_medBMI
Male,75+,NHW,1.444,0,111,7689623.319,2,6,1,45,HSTK_medBMI
Male,75+,NHB,7.883,0,162,2054985.542,2,6,2,46,HSTK_medBMI
Male,75+,HIS,16.782,0,178,1060637.699,2,6,3,47,HSTK_medBMI
Male,75+,OTH,27.067,0,314,1160072.484,2,6,4,48,HSTK_medBMI
Female,25-34,NHW,1.781,0,85,4772869.646,1,1,1,1,HSTK_medSBP
Female,25-34,NHB,6.326,0,260,4109971.084,1,1,2,2,HSTK_medSBP
Female,25-34,HIS,25.447,0,835,3281347.882,1,1,3,3,HSTK_medSBP
Female,25-34,OTH,33.466,0,1320,3944246.444,1,1,4,4,HSTK_medSBP
Male,25-34,NHW,43.969,0,2084,4739724.718,2,1,1,5,HSTK_medSBP
Male,25-34,NHB,278.477,0,8584,3082478.313,2,1,2,6,HSTK_medSBP
Male,25-34,HIS,3.289,0,109,3314492.81,2,1,3,7,HSTK_medSBP
Male,25-34,OTH,7.758,0,288,3712231.947,2,1,4,8,HSTK_medSBP
Female,35-44,NHW,17.915,0,861,4806014.575,1,2,1,9,HSTK_medSBP
Female,35-44,NHB,42.646,0,1569,3679087.019,1,2,2,10,HSTK_medSBP
Female,35-44,HIS,47.573,0,2176,4574000.078,1,2,3,11,HSTK_medSBP
Female,35-44,OTH,174.166,0,5715,3281347.882,1,2,4,12,HSTK_medSBP
Male,35-44,NHW,0.851,0,33,3877956.588,2,2,1,13,HSTK_medSBP
Male,35-44,NHB,4.576,0,135,2949898.601,2,2,2,14,HSTK_medSBP
Male,35-44,HIS,14.029,0,465,3314492.81,2,2,3,15,HSTK_medSBP
Male,35-44,OTH,15.84,0,483,3049333.385,2,2,4,16,HSTK_medSBP
Female,45-54,NHW,9.074,0,397,4375130.509,1,3,1,17,HSTK_medSBP
Female,45-54,NHB,22.768,0,815,3579652.235,1,3,2,18,HSTK_medSBP
Female,45-54,HIS,1.212,0,45,3712231.947,1,3,3,19,HSTK_medSBP
Female,45-54,OTH,4.416,0,161,3645942.091,1,3,4,20,HSTK_medSBP
Male,45-54,NHW,11.754,0,487,4143116.013,2,3,1,21,HSTK_medSBP
Male,45-54,NHB,16.797,0,579,3447072.522,2,3,2,22,HSTK_medSBP
Male,45-54,HIS,11.125,0,354,3181913.098,2,3,3,23,HSTK_medSBP
Male,45-54,OTH,11.124,0,424,3811666.732,2,3,4,24,HSTK_medSBP
Female,55-64,NHW,0.497,0,28,5634637.777,1,4,1,25,HSTK_medSBP
Female,55-64,NHB,1.3,0,75,5767217.489,1,4,2,26,HSTK_medSBP
Female,55-64,HIS,3.375,0,179,5303188.496,1,4,3,27,HSTK_medSBP
Female,55-64,OTH,4.16,0,182,4375130.509,1,4,4,28,HSTK_medSBP
Male,55-64,NHW,3.99,0,246,6164956.627,2,4,1,29,HSTK_medSBP
Male,55-64,NHB,10.885,0,552,5071173.999,2,4,2,30,HSTK_medSBP
Male,55-64,HIS,0.958,0,47,4905449.359,2,4,3,31,HSTK_medSBP
Male,55-64,OTH,3.911,0,140,3579652.235,2,4,4,32,HSTK_medSBP
Female,65-74,NHW,5.016,0,266,5303188.496,1,5,1,33,HSTK_medSBP
Female,65-74,NHB,8.84,0,293,3314492.81,1,5,2,34,HSTK_medSBP
Female,65-74,HIS,6.034,0,198,3281347.882,1,5,3,35,HSTK_medSBP
Female,65-74,OTH,16.777,0,367,2187565.255,1,5,4,36,HSTK_medSBP
Male,65-74,NHW,0.241,0,15,6231246.483,2,5,1,37,HSTK_medSBP
Male,65-74,NHB,1.222,0,47,3844811.66,2,5,2,38,HSTK_medSBP
Male,65-74,HIS,3.356,0,99,2949898.601,2,5,3,39,HSTK_medSBP
Male,65-74,OTH,6.665,0,148,2220710.183,2,5,4,40,HSTK_medSBP
Female,75+,NHW,2.208,0,161,7291884.182,1,6,1,41,HSTK_medSBP
Female,75+,NHB,18.846,0,456,2419579.751,1,6,2,42,HSTK_medSBP
Female,75+,HIS,1.315,0,17,1292652.196,1,6,3,43,HSTK_medSBP
Female,75+,OTH,3.304,0,46,1392086.98,1,6,4,44,HSTK_medSBP
Male,75+,NHW,1.444,0,111,7689623.319,2,6,1,45,HSTK_medSBP
Male,75+,NHB,7.883,0,162,2054985.542,2,6,2,46,HSTK_medSBP
Male,75+,HIS,16.782,0,178,1060637.699,2,6,3,47,HSTK_medSBP
Male,75+,OTH,27.067,0,314,1160072.484,2,6,4,48,HSTK_medSBP
Female,25-34,NHW,3.373,0,161,4772869.646,1,1,1,1,IHD
Female,25-34,NHB,22.385,0,920,4109971.084,1,1,2,2,IHD
Female,25-34,HIS,115.715,0,3797,3281347.882,1,1,3,3,IHD
Female,25-34,OTH,231.324,0,9124,3944246.444,1,1,4,4,IHD
Male,25-34,NHW,332.91,0,15779,4739724.718,2,1,1,5,IHD
Male,25-34,NHB,3343.219,0,103054,3082478.313,2,1,2,6,IHD
Male,25-34,HIS,14.059,0,466,3314492.81,2,1,3,7,IHD
Male,25-34,OTH,68.072,0,2527,3712231.947,2,1,4,8,IHD
Female,35-44,NHW,248.272,0,11932,4806014.575,1,2,1,9,IHD
Female,35-44,NHB,708.437,0,26064,3679087.019,1,2,2,10,IHD
Female,35-44,HIS,722.497,0,33047,4574000.078,1,2,3,11,IHD
Female,35-44,OTH,2848.342,0,93464,3281347.882,1,2,4,12,IHD
Male,35-44,NHW,1.831,0,71,3877956.588,2,2,1,13,IHD
Male,35-44,NHB,9.594,0,283,2949898.601,2,2,2,14,IHD
Male,35-44,HIS,37.683,0,1249,3314492.81,2,2,3,15,IHD
Male,35-44,OTH,88.38,0,2695,3049333.385,2,2,4,16,IHD
Female,45-54,NHW,75.106,0,3286,4375130.509,1,3,1,17,IHD
Female,45-54,NHB,298.13,0,10672,3579652.235,1,3,2,18,IHD
Female,45-54,HIS,4.687,0,174,3712231.947,1,3,3,19,IHD
Female,45-54,OTH,20.626,0,752,3645942.091,1,3,4,20,IHD
Male,45-54,NHW,62.2,0,2577,4143116.013,2,3,1,21,IHD
Male,45-54,NHB,148.561,0,5121,3447072.522,2,3,2,22,IHD
Male,45-54,HIS,152.015,0,4837,3181913.098,2,3,3,23,IHD
Male,45-54,OTH,189.786,0,7234,3811666.732,2,3,4,24,IHD
Female,55-64,NHW,0.355,0,20,5634637.777,1,4,1,25,IHD
Female,55-64,NHB,1.595,0,92,5767217.489,1,4,2,26,IHD
Female,55-64,HIS,6.581,0,349,5303188.496,1,4,3,27,IHD
Female,55-64,OTH,19.908,0,871,4375130.509,1,4,4,28,IHD
Male,55-64,NHW,21.054,0,1298,6164956.627,2,4,1,29,IHD
Male,55-64,NHB,125.356,0,6357,5071173.999,2,4,2,30,IHD
Male,55-64,HIS,1.61,0,79,4905449.359,2,4,3,31,IHD
Male,55-64,OTH,9.777,0,350,3579652.235,2,4,4,32,IHD
Female,65-74,NHW,22.402,0,1188,5303188.496,1,5,1,33,IHD
Female,65-74,NHB,67.341,0,2232,3314492.81,1,5,2,34,IHD
Female,65-74,HIS,75.487,0,2477,3281347.882,1,5,3,35,IHD
Female,65-74,OTH,247.398,0,5412,2187565.255,1,5,4,36,IHD
Male,65-74,NHW,0.16,0,10,6231246.483,2,5,1,37,IHD
Male,65-74,NHB,1.196,0,46,3844811.66,2,5,2,38,IHD
Male,65-74,HIS,5.187,0,153,2949898.601,2,5,3,39,IHD
Male,65-74,OTH,18.688,0,415,2220710.183,2,5,4,40,IHD
Female,75+,NHW,9.531,0,695,7291884.182,1,6,1,41,IHD
Female,75+,NHB,137.71,0,3332,2419579.751,1,6,2,42,IHD
Female,75+,HIS,3.404,0,44,1292652.196,1,6,3,43,IHD
Female,75+,OTH,15.157,0,211,1392086.98,1,6,4,44,IHD
Male,75+,NHW,8.713,0,670,7689623.319,2,6,1,45,IHD
Male,75+,NHB,57.957,0,1191,2054985.542,2,6,2,46,IHD
Male,75+,HIS,130.393,0,1383,1060637.699,2,6,3,47,IHD
Male,75+,OTH,267.656,0,3105,1160072.484,2,6,4,48,IHD
Female,25-34,NHW,3.373,0,161,4772869.646,1,1,1,1,IHD_medBMI
Female,25-34,NHB,22.385,0,920,4109971.084,1,1,2,2,IHD_medBMI
Female,25-34,HIS,115.715,0,3797,3281347.882,1,1,3,3,IHD_medBMI
Female,25-34,OTH,231.324,0,9124,3944246.444,1,1,4,4,IHD_medBMI
Male,25-34,NHW,332.91,0,15779,4739724.718,2,1,1,5,IHD_medBMI
Male,25-34,NHB,3343.219,0,103054,3082478.313,2,1,2,6,IHD_medBMI
Male,25-34,HIS,14.059,0,466,3314492.81,2,1,3,7,IHD_medBMI
Male,25-34,OTH,68.072,0,2527,3712231.947,2,1,4,8,IHD_medBMI
Female,35-44,NHW,248.272,0,11932,4806014.575,1,2,1,9,IHD_medBMI
Female,35-44,NHB,708.437,0,26064,3679087.019,1,2,2,10,IHD_medBMI
Female,35-44,HIS,722.497,0,33047,4574000.078,1,2,3,11,IHD_medBMI
Female,35-44,OTH,2848.342,0,93464,3281347.882,1,2,4,12,IHD_medBMI
Male,35-44,NHW,1.831,0,71,3877956.588,2,2,1,13,IHD_medBMI
Male,35-44,NHB,9.594,0,283,2949898.601,2,2,2,14,IHD_medBMI
Male,35-44,HIS,37.683,0,1249,3314492.81,2,2,3,15,IHD_medBMI
Male,35-44,OTH,88.38,0,2695,3049333.385,2,2,4,16,IHD_medBMI
Female,45-54,NHW,75.106,0,3286,4375130.509,1,3,1,17,IHD_medBMI
Female,45-54,NHB,298.13,0,10672,3579652.235,1,3,2,18,IHD_medBMI
Female,45-54,HIS,4.687,0,174,3712231.947,1,3,3,19,IHD_medBMI
Female,45-54,OTH,20.626,0,752,3645942.091,1,3,4,20,IHD_medBMI
Male,45-54,NHW,62.2,0,2577,4143116.013,2,3,1,21,IHD_medBMI
Male,45-54,NHB,148.561,0,5121,3447072.522,2,3,2,22,IHD_medBMI
Male,45-54,HIS,152.015,0,4837,3181913.098,2,3,3,23,IHD_medBMI
Male,45-54,OTH,189.786,0,7234,3811666.732,2,3,4,24,IHD_medBMI
Female,55-64,NHW,0.355,0,20,5634637.777,1,4,1,25,IHD_medBMI
Female,55-64,NHB,1.595,0,92,5767217.489,1,4,2,26,IHD_medBMI
Female,55-64,HIS,6.581,0,349,5303188.496,1,4,3,27,IHD_medBMI
Female,55-64,OTH,19.908,0,871,4375130.509,1,4,4,28,IHD_medBMI
Male,55-64,NHW,21.054,0,1298,6164956.627,2,4,1,29,IHD_medBMI
Male,55-64,NHB,125.356,0,6357,5071173.999,2,4,2,30,IHD_medBMI
Male,55-64,HIS,1.61,0,79,4905449.359,2,4,3,31,IHD_medBMI
Male,55-64,OTH,9.777,0,350,3579652.235,2,4,4,32,IHD_medBMI
Female,65-74,NHW,22.402,0,1188,5303188.496,1,5,1,33,IHD_medBMI
Female,65-74,NHB,67.341,0,2232,3314492.81,1,5,2,34,IHD_medBMI
Female,65-74,HIS,75.487,0,2477,3281347.882,1,5,3,35,IHD_medBMI
Female,65-74,OTH,247.398,0,5412,2187565.255,1,5,4,36,IHD_medBMI
Male,65-74,NHW,0.16,0,10,6231246.483,2,5,1,37,IHD_medBMI
Male,65-74,NHB,1.196,0,46,3844811.66,2,5,2,38,IHD_medBMI
Male,65-74,HIS,5.187,0,153,2949898.601,2,5,3,39,IHD_medBMI
