subgroup,diseases,count,Grp,population,crude_rate,crude_SE
19,HSTK_medSBP,45,45-54y F HIS,3712231.947,1.212,0
20,HSTK_medSBP,161,45-54y F OTH,3645942.091,4.416,0
21,HSTK_medSBP,487,45-54y M NHW,4143116.013,11.754,0
22,HSTK_medSBP,579,45-54y M NHB,3447072.522,16.797,0
23,HSTK_medSBP,354,45-54y M HIS,3181913.098,11.125,0
24,HSTK_medSBP,424,45-54y M OTH,3811666.732,11.124,0
25,HSTK_medSBP,28,55-64y F NHW,5634637.777,0.497,0
26,HSTK_medSBP,75,55-64y F NHB,5767217.489,1.3,0
27,HSTK_medSBP,179,55-64y F HIS,5303188.496,3.375,0
28,HSTK_medSBP,182,55-64y F OTH,4375130.509,4.16,0
29,HSTK_medSBP,246,55-64y M NHW,6164956.627,3.99,0
30,HSTK_medSBP,552,55-64y M NHB,5071173.999,10.885,0
31,HSTK_medSBP,47,55-64y M HIS,4905449.359,0.958,0
32,HSTK_medSBP,140,55-64y M OTH,3579652.235,3.911,0
33,HSTK_medSBP,266,65-74y F NHW,5303188.496,5.016,0
34,HSTK_medSBP,293,65-74y F NHB,3314492.81,8.84,0
35,HSTK_medSBP,198,65-74y F HIS,3281347.882,6.034,0
36,HSTK_medSBP,367,65-74y F OTH,2187565.255,16.777,0
37,HSTK_medSBP,15,65-74y M NHW,6231246.483,0.241,0
38,HSTK_medSBP,47,65-74y M NHB,3844811.66,1.222,0
39,HSTK_medSBP,99,65-74y M HIS,2949898.601,3.356,0
40,HSTK_medSBP,148,65-74y M OTH,2220710.183,6.665,0
41,HSTK_medSBP,161,75y+ F NHW,7291884.182,2.208,0
42,HSTK_medSBP,456,75y+ F NHB,2419579.751,18.846,0
43,HSTK_medSBP,17,75y+ F HIS,1292652.196,1.315,0
44,HSTK_medSBP,46,75y+ F OTH,1392086.98,3.304,0
45,HSTK_medSBP,111,75y+ M NHW,7689623.319,1.444,0
46,HSTK_medSBP,162,75y+ M NHB,2054985.542,7.883,0
47,HSTK_medSBP,178,75y+ M HIS,1060637.699,16.782,0
48,HSTK_medSBP,314,75y+ M OTH,1160072.484,27.067,0
1,IHD,161,25-34y F NHW,4772869.646,3.373,0
2,IHD,920,25-34y F NHB,4109971.084,22.385,0
3,IHD,3797,25-34y F HIS,3281347.882,115.715,0
4,IHD,9124,25-34y F OTH,3944246.444,231.324,0
5,IHD,15779,25-34y M NHW,4739724.718,332.91,0
6,IHD,103054,25-34y M NHB,3082478.313,3343.219,0
7,IHD,466,25-34y M HIS,3314492.81,14.059,0
8,IHD,2527,25-34y M OTH,3712231.947,68.072,0
9,IHD,11932,35-44y F NHW,4806014.575,248.272,0
10,IHD,26064,35-44y F NHB,3679087.019,708.437,0
11,IHD,33047,35-44y F HIS,4574000.078,722.497,0
12,IHD,93464,35-44y F OTH,3281347.882,2848.342,0
13,IHD,71,35-44y M NHW,3877956.588,1.831,0
14,IHD,283,35-44y M NHB,2949898.601,9.594,0
15,IHD,1249,35-44y M HIS,3314492.81,37.683,0
16,IHD,2695,35-44y M OTH,3049333.385,88.38,0
17,IHD,3286,45-54y F NHW,4375130.509,75.106,0
18,IHD,10672,45-54y F NHB,3579652.235,298.13,0
19,IHD,174,45-54y F HIS,3712231.947,4.687,0
20,IHD,752,45-54y F OTH,3645942.091,20.626,0
21,IHD,2577,45-54y M NHW,4143116.013,62.2,0
22,IHD,5121,45-54y M NHB,3447072.522,148.561,0
23,IHD,4837,45-54y M HIS,3181913.098,152.015,0
24,IHD,7234,45-54y M OTH,3811666.732,189.786,0
25,IHD,20,55-64y F NHW,5634637.777,0.355,0
26,IHD,92,55-64y F NHB,5767217.489,1.595,0
27,IHD,349,55-64y F HIS,5303188.496,6.581,0
28,IHD,871,55-64y F OTH,4375130.509,19.908,0
29,IHD,1298,55-64y M NHW,6164956.627,21.054,0
30,IHD,6357,55-64y M NHB,5071173.999,125.356,0
31,IHD,79,55-64y M HIS,4905449.359,1.61,0
32,IHD,350,55-64y M OTH,3579652.235,9.777,0
33,IHD,1188,65-74y F NHW,5303188.496,22.402,0
34,IHD,2232,65-74y F NHB,3314492.81,67.341,0
35,IHD,2477,65-74y F HIS,3281347.882,75.487,0
36,IHD,5412,65-74y F OTH,2187565.255,247.398,0
37,IHD,10,65-74y M NHW,6231246.483,0.16,0
38,IHD,46,65-74y M NHB,3844811.66,1.196,0
39,IHD,153,65-74y M HIS,2949898.601,5.187,0
40,IHD,415,65-74y M OTH,2220710.183,18.688,0
41,IHD,695,75y+ F NHW,7291884.182,9.531,0
42,IHD,3332,75y+ F NHB,2419579.751,137.71,0
43,IHD,44,75y+ F HIS,1292652.196,3.404,0
44,IHD,211,75y+ F OTH,1392086.98,15.157,0
45,IHD,670,75y+ M NHW,7689623.319,8.713,0
46,IHD,1191,75y+ M NHB,2054985.542,57.957,0
47,IHD,1383,75y+ M HIS,1060637.699,130.393,0
48,IHD,3105,75y+ M OTH,1160072.484,267.656,0
1,IHD_medBMI,161,25-34y F NHW,4772869.646,3.373,0
2,IHD_medBMI,920,25-34y F NHB,4109971.084,22.385,0
3,IHD_medBMI,3797,25-34y F HIS,3281347.882,115.715,0
4,IHD_medBMI,9124,25-34y F OTH,3944246.444,231.324,0
5,IHD_medBMI,15779,25-34y M NHW,4739724.718,332.91,0
6,IHD_medBMI,103054,25-34y M NHB,3082478.313,3343.219,0
7,IHD_medBMI,466,25-34y M HIS,3314492.81,14.059,0
8,IHD_medBMI,2527,25-34y M OTH,3712231.947,68.072,0
9,IHD_medBMI,11932,35-44y F NHW,4806014.575,248.272,0
10,IHD_medBMI,26064,35-44y F NHB,3679087.019,708.437,0
11,IHD_medBMI,33047,35-44y F HIS,4574000.078,722.497,0
12,IHD_medBMI,93464,35-44y F OTH,3281347.882,2848.342,0
13,IHD_medBMI,71,35-44y M NHW,3877956.588,1.831,0
14,IHD_medBMI,283,35-44y M NHB,2949898.601,9.594,0
15,IHD_medBMI,1249,35-44y M HIS,3314492.81,37.683,0
16,IHD_medBMI,2695,35-44y M OTH,3049333.385,88.38,0
17,IHD_medBMI,3286,45-54y F NHW,4375130.509,75.106,0
18,IHD_medBMI,10672,45-54y F NHB,3579652.235,298.13,0
19,IHD_medBMI,174,45-54y F HIS,3712231.947,4.687,0
20,IHD_medBMI,752,45-54y F OTH,3645942.091,20.626,0
21,IHD_medBMI,2577,45-54y M NHW,4143116.013,62.2,0
22,IHD_medBMI,5121,45-54y M NHB,3447072.522,148.561,0
23,IHD_medBMI,4837,45-54y M HIS,3181913.098,152.015,0
24,IHD_medBMI,7234,45-54y M OTH,3811666.732,189.786,0
25,IHD_medBMI,20,55-64y F NHW,5634637.777,0.355,0
26,IHD_medBMI,92,55-64y F NHB,5767217.489,1.595,0
27,IHD_medBMI,349,55-64y F HIS,5303188.496,6.581,0
28,IHD_medBMI,871,55-64y F OTH,4375130.509,19.908,0
29,IHD_medBMI,1298,55-64y M NHW,6164956.627,21.054,0
30,IHD_medBMI,6357,55-64y M NHB,5071173.999,125.356,0
31,IHD_medBMI,79,55-64y M HIS,4905449.359,1.61,0
32,IHD_medBMI,350,55-64y M OTH,3579652.235,9.777,0
33,IHD_medBMI,1188,65-74y F NHW,5303188.496,22.402,0
34,IHD_medBMI,2232,65-74y F NHB,3314492.81,67.341,0
35,IHD_medBMI,2477,65-74y F HIS,3281347.882,75.487,0
36,IHD_medBMI,5412,65-74y F OTH,2187565.255,247.398,0
37,IHD_medBMI,10,65-74y M NHW,6231246.483,0.16,0
38,IHD_medBMI,46,65-74y M NHB,3844811.66,1.196,0
39,IHD_medBMI,153,65-74y M HIS,2949898.601,5.187,0
40,IHD_medBMI,415,65-74y M OTH,2220710.183,18.688,0
41,IHD_medBMI,695,75y+ F NHW,7291884.182,9.531,0
42,IHD_medBMI,3332,75y+ F NHB,2419579.751,137.71,0
43,IHD_medBMI,44,75y+ F HIS,1292652.196,3.404,0
44,IHD_medBMI,211,75y+ F OTH,1392086.98,15.157,0
45,IHD_medBMI,670,75y+ M NHW,7689623.319,8.713,0
46,IHD_medBMI,1191,75y+ M NHB,2054985.542,57.957,0
47,IHD_medBMI,1383,75y+ M HIS,1060637.699,130.393,0
48,IHD_medBMI,3105,75y+ M OTH,1160072.484,267.656,0
1,IHD_medSBP,161,25-34y F NHW,4772869.646,3.373,0
2,IHD_medSBP,920,25-34y F NHB,4109971.084,22.385,0
3,IHD_medSBP,3797,25-34y F HIS,3281347.882,115.715,0
4,IHD_medSBP,9124,25-34y F OTH,3944246.444,231.324,0
5,IHD_medSBP,15779,25-34y M NHW,4739724.718,332.91,0
6,IHD_medSBP,103054,25-34y M NHB,3082478.313,3343.219,0
7,IHD_medSBP,466,25-34y M HIS,3314492.81,14.059,0
8,IHD_medSBP,2527,25-34y M OTH,3712231.947,68.072,0
9,IHD_medSBP,11932,35-44y F NHW,4806014.575,248.272,0
10,IHD_medSBP,26064,35-44y F NHB,3679087.019,708.437,0
11,IHD_medSBP,33047,35-44y F HIS,4574000.078,722.497,0
12,IHD_medSBP,93464,35-44y F OTH,3281347.882,2848.342,0
13,IHD_medSBP,71,35-44y M NHW,3877956.588,1.831,0
14,IHD_medSBP,283,35-44y M NHB,2949898.601,9.594,0
15,IHD_medSBP,1249,35-44y M HIS,3314492.81,37.683,0
16,IHD_medSBP,2695,35-44y M OTH,3049333.385,88.38,0
17,IHD_medSBP,3286,45-54y F NHW,4375130.509,75.106,0
18,IHD_medSBP,10672,45-54y F NHB,3579652.235,298.13,0
19,IHD_medSBP,174,45-54y F HIS,3712231.947,4.687,0
20,IHD_medSBP,752,45-54y F OTH,3645942.091,20.626,0
21,IHD_medSBP,2577,45-54y M NHW,4143116.013,62.2,0
22,IHD_medSBP,5121,45-54y M NHB,3447072.522,148.561,0
23,IHD_medSBP,4837,45-54y M HIS,3181913.098,152.015,0
24,IHD_medSBP,7234,45-54y M OTH,3811666.732,189.786,0
25,IHD_medSBP,20,55-64y F NHW,5634637.777,0.355,0
26,IHD_medSBP,92,55-64y F NHB,5767217.489,1.595,0
27,IHD_medSBP,349,55-64y F HIS,5303188.496,6.581,0
28,IHD_medSBP,871,55-64y F OTH,4375130.509,19.908,0
29,IHD_medSBP,1298,55-64y M NHW,6164956.627,21.054,0
30,IHD_medSBP,6357,55-64y M NHB,5071173.999,125.356,0
31,IHD_medSBP,79,55-64y M HIS,4905449.359,1.61,0
32,IHD_medSBP,350,55-64y M OTH,3579652.235,9.777,0
33,IHD_medSBP,1188,65-74y F NHW,5303188.496,22.402,0
34,IHD_medSBP,2232,65-74y F NHB,3314492.81,67.341,0
35,IHD_medSBP,2477,65-74y F HIS,3281347.882,75.487,0
36,IHD_medSBP,5412,65-74y F OTH,2187565.255,247.398,0
37,IHD_medSBP,10,65-74y M NHW,6231246.483,0.16,0
38,IHD_medSBP,46,65-74y M NHB,3844811.66,1.196,0
39,IHD_medSBP,153,65-74y M HIS,2949898.601,5.187,0
40,IHD_medSBP,415,65-74y M OTH,2220710.183,18.688,0
41,IHD_medSBP,695,75y+ F NHW,7291884.182,9.531,0
42,IHD_medSBP,3332,75y+ F NHB,2419579.751,137.71,0
43,IHD_medSBP,44,75y+ F HIS,1292652.196,3.404,0
44,IHD_medSBP,211,75y+ F OTH,1392086.98,15.157,0
45,IHD_medSBP,670,75y+ M NHW,7689623.319,8.713,0
46,IHD_medSBP,1191,75y+ M NHB,2054985.542,57.957,0
47,IHD_medSBP,1383,75y+ M HIS,1060637.699,130.393,0
48,IHD_medSBP,3105,75y+ M OTH,1160072.484,267.656,0
1,ISTK,18,25-34y F NHW,4772869.646,0.377,0
2,ISTK,48,25-34y F NHB,4109971.084,1.168,0
3,ISTK,157,25-34y F HIS,3281347.882,4.785,0
4,ISTK,286,25-34y F OTH,3944246.444,7.251,0
5,ISTK,684,25-34y M NHW,4739724.718,14.431,0
6,ISTK,6598,25-34y M NHB,3082478.313,214.049,0
7,ISTK,18,25-34y M HIS,3314492.81,0.543,0
8,ISTK,56,25-34y M OTH,3712231.947,1.509,0
9,ISTK,193,35-44y F NHW,4806014.575,4.016,0
10,ISTK,505,35-44y F NHB,3679087.019,13.726,0
11,ISTK,817,35-44y F HIS,4574000.078,17.862,0
12,ISTK,3408,35-44y F OTH,3281347.882,103.86,0
13,ISTK,9,35-44y M NHW,3877956.588,0.232,0
14,ISTK,18,35-44y M NHB,2949898.601,0.61,0
15,ISTK,58,35-44y M HIS,3314492.81,1.75,0
16,ISTK,114,35-44y M OTH,3049333.385,3.739,0
17,ISTK,175,45-54y F NHW,4375130.509,4,0
18,ISTK,777,45-54y F NHB,3579652.235,21.706,0
19,ISTK,8,45-54y F HIS,3712231.947,0.216,0
20,ISTK,16,45-54y F OTH,3645942.091,0.439,0
21,ISTK,109,45-54y M NHW,4143116.013,2.631,0
22,ISTK,159,45-54y M NHB,3447072.522,4.613,0
23,ISTK,180,45-54y M HIS,3181913.098,5.657,0
24,ISTK,379,45-54y M OTH,3811666.732,9.943,0
25,ISTK,3,55-64y F NHW,5634637.777,0.053,0
26,ISTK,7,55-64y F NHB,5767217.489,0.121,0
27,ISTK,15,55-64y F HIS,5303188.496,0.283,0
28,ISTK,34,55-64y F OTH,4375130.509,0.777,0
29,ISTK,77,55-64y M NHW,6164956.627,1.249,0
30,ISTK,389,55-64y M NHB,5071173.999,7.671,0
31,ISTK,6,55-64y M HIS,4905449.359,0.122,0
32,ISTK,17,55-64y M OTH,3579652.235,0.475,0
33,ISTK,35,65-74y F NHW,5303188.496,0.66,0
34,ISTK,56,65-74y F NHB,3314492.81,1.69,0
35,ISTK,76,65-74y F HIS,3281347.882,2.316,0
36,ISTK,204,65-74y F OTH,2187565.255,9.325,0
37,ISTK,3,65-74y M NHW,6231246.483,0.048,0
38,ISTK,7,65-74y M NHB,3844811.66,0.182,0
39,ISTK,6,65-74y M HIS,2949898.601,0.203,0
40,ISTK,21,65-74y M OTH,2220710.183,0.946,0
41,ISTK,32,75y+ F NHW,7291884.182,0.439,0
42,ISTK,176,75y+ F NHB,2419579.751,7.274,0
43,ISTK,0,75y+ F HIS,1292652.196,0,0
44,ISTK,6,75y+ F OTH,1392086.98,0.431,0
45,ISTK,16,75y+ M NHW,7689623.319,0.208,0
46,ISTK,24,75y+ M NHB,2054985.542,1.168,0
47,ISTK,30,75y+ M HIS,1060637.699,2.828,0
48,ISTK,95,75y+ M OTH,1160072.484,8.189,0
1,ISTK_medBMI,18,25-34y F NHW,4772869.646,0.377,0
2,ISTK_medBMI,48,25-34y F NHB,4109971.084,1.168,0
3,ISTK_medBMI,157,25-34y F HIS,3281347.882,4.785,0
4,ISTK_medBMI,286,25-34y F OTH,3944246.444,7.251,0
5,ISTK_medBMI,684,25-34y M NHW,4739724.718,14.431,0
6,ISTK_medBMI,6598,25-34y M NHB,3082478.313,214.049,0
7,ISTK_medBMI,18,25-34y M HIS,3314492.81,0.543,0
8,ISTK_medBMI,56,25-34y M OTH,3712231.947,1.509,0
9,ISTK_medBMI,193,35-44y F NHW,4806014.575,4.016,0
10,ISTK_medBMI,505,35-44y F NHB,3679087.019,13.726,0
11,ISTK_medBMI,817,35-44y F HIS,4574000.078,17.862,0
12,ISTK_medBMI,3408,35-44y F OTH,3281347.882,103.86,0
13,ISTK_medBMI,9,35-44y M NHW,3877956.588,0.232,0
14,ISTK_medBMI,18,35-44y M NHB,2949898.601,0.61,0
15,ISTK_medBMI,58,35-44y M HIS,3314492.81,1.75,0
16,ISTK_medBMI,114,35-44y M OTH,3049333.385,3.739,0
17,ISTK_medBMI,175,45-54y F NHW,4375130.509,4,0
18,ISTK_medBMI,777,45-54y F NHB,3579652.235,21.706,0
19,ISTK_medBMI,8,45-54y F HIS,3712231.947,0.216,0
20,ISTK_medBMI,16,45-54y F OTH,3645942.091,0.439,0
21,ISTK_medBMI,109,45-54y M NHW,4143116.013,2.631,0
22,ISTK_medBMI,159,45-54y M NHB,3447072.522,4.613,0
23,ISTK_medBMI,180,45-54y M HIS,3181913.098,5.657,0
24,ISTK_medBMI,379,45-54y M OTH,3811666.732,9.943,0
25,ISTK_medBMI,3,55-64y F NHW,5634637.777,0.053,0
26,ISTK_medBMI,7,55-64y F NHB,5767217.489,0.121,0
27,ISTK_medBMI,15,55-64y F HIS,5303188.496,0.283,0
28,ISTK_medBMI,34,55-64y F OTH,4375130.509,0.777,0
29,ISTK_medBMI,77,55-64y M NHW,6164956.627,1.249,0
30,ISTK_medBMI,389,55-64y M NHB,5071173.999,7.671,0
31,ISTK_medBMI,6,55-64y M HIS,4905449.359,0.122,0
32,ISTK_medBMI,17,55-64y M OTH,3579652.235,0.475,0
33,ISTK_medBMI,35,65-74y F NHW,5303188.496,0.66,0
34,ISTK_medBMI,56,65-74y F NHB,3314492.81,1.69,0
35,ISTK_medBMI,76,65-74y F HIS,3281347.882,2.316,0
36,ISTK_medBMI,204,65-74y F OTH,2187565.255,9.325,0
37,ISTK_medBMI,3,65-74y M NHW,6231246.483,0.048,0
38,ISTK_medBMI,7,65-74y M NHB,3844811.66,0.182,0
39,ISTK_medBMI,6,65-74y M HIS,2949898.601,0.203,0
40,ISTK_medBMI,21,65-74y M OTH,2220710.183,0.946,0
41,ISTK_medBMI,32,75y+ F NHW,7291884.182,0.439,0
42,ISTK_medBMI,176,75y+ F NHB,2419579.751,7.274,0
43,ISTK_medBMI,0,75y+ F HIS,1292652.196,0,0
44,ISTK_medBMI,6,75y+ F OTH,1392086.98,0.431,0
45,ISTK_medBMI,16,75y+ M NHW,7689623.319,0.208,0
46,ISTK_medBMI,24,75y+ M NHB,2054985.542,1.168,0
47,ISTK_medBMI,30,75y+ M HIS,1060637.699,2.828,0
48,ISTK_medBMI,95,75y+ M OTH,1160072.484,8.189,0
1,ISTK_medSBP,18,25-34y F NHW,4772869.646,0.377,0
2,ISTK_medSBP,48,25-34y F NHB,4109971.084,1.168,0
3,ISTK_medSBP,157,25-34y F HIS,3281347.882,4.785,0
4,ISTK_medSBP,286,25-34y F OTH,3944246.444,7.251,0
5,ISTK_medSBP,684,25-34y M NHW,4739724.718,14.431,0
6,ISTK_medSBP,6598,25-34y M NHB,3082478.313,214.049,0
7,ISTK_medSBP,18,25-34y M HIS,3314492.81,0.543,0
8,ISTK_medSBP,56,25-34y M OTH,3712231.947,1.509,0
9,ISTK_medSBP,193,35-44y F NHW,4806014.575,4.016,0
10,ISTK_medSBP,505,35-44y F NHB,3679087.019,13.726,0
11,ISTK_medSBP,817,35-44y F HIS,4574000.078,17.862,0
12,ISTK_medSBP,3408,35-44y F OTH,3281347.882,103.86,0
13,ISTK_medSBP,9,35-44y M NHW,3877956.588,0.232,0
14,ISTK_medSBP,18,35-44y M NHB,2949898.601,0.61,0
15,ISTK_medSBP,58,35-44y M HIS,3314492.81,1.75,0
16,ISTK_medSBP,114,35-44y M OTH,3049333.385,3.739,0
17,ISTK_medSBP,175,45-54y F NHW,4375130.509,4,0
18,ISTK_medSBP,777,45-54y F NHB,3579652.235,21.706,0
19,ISTK_medSBP,8,45-54y F HIS,3712231.947,0.216,0
20,ISTK_medSBP,16,45-54y F OTH,3645942.091,0.439,0
21,ISTK_medSBP,109,45-54y M NHW,4143116.013,2.631,0
22,ISTK_medSBP,159,45-54y M NHB,3447072.522,4.613,0
23,ISTK_medSBP,180,45-54y M HIS,3181913.098,5.657,0
24,ISTK_medSBP,379,45-54y M OTH,3811666.732,9.943,0
25,ISTK_medSBP,3,55-64y F NHW,5634637.777,0.053,0
26,ISTK_medSBP,7,55-64y F NHB,5767217.489,0.121,0
27,ISTK_medSBP,15,55-64y F HIS,5303188.496,0.283,0
28,ISTK_medSBP,34,55-64y F OTH,4375130.509,0.777,0
29,ISTK_medSBP,77,55-64y M NHW,6164956.627,1.249,0
30,ISTK_medSBP,389,55-64y M NHB,5071173.999,7.671,0
31,ISTK_medSBP,6,55-64y M HIS,4905449.359,0.122,0
32,ISTK_medSBP,17,55-64y M OTH,3579652.235,0.475,0
33,ISTK_medSBP,35,65-74y F NHW,5303188.496,0.66,0
34,ISTK_medSBP,56,65-74y F NHB,3314492.81,1.69,0
35,ISTK_medSBP,76,65-74y F HIS,3281347.882,2.316,0
36,ISTK_medSBP,204,65-74y F OTH,2187565.255,9.325,0
37,ISTK_medSBP,3,65-74y M NHW,6231246.483,0.048,0
38,ISTK_medSBP,7,65-74y M NHB,3844811.66,0.182,0
39,ISTK_medSBP,6,65-74y M HIS,2949898.601,0.203,0
40,ISTK_medSBP,21,65-74y M OTH,2220710.183,0.946,0
41,ISTK_medSBP,32,75y+ F NHW,7291884.182,0.439,0
42,ISTK_medSBP,176,75y+ F NHB,2419579.751,7.274,0
43,ISTK_medSBP,0,75y+ F HIS,1292652.196,0,0
44,ISTK_medSBP,6,75y+ F OTH,1392086.98,0.431,0
45,ISTK_medSBP,16,75y+ M NHW,7689623.319,0.208,0
46,ISTK_medSBP,24,75y+ M NHB,2054985.542,1.168,0
47,ISTK_medSBP,30,75y+ M HIS,1060637.699,2.828,0
48,ISTK_medSBP,95,75y+ M OTH,1160072.484,8.189,0
1,KC,50,25-34 years Female Non-Hispanic White,4772869.646,1.048,0
2,KC,12,25-34 years Female Non-Hispanic Black,4109971.084,0.292,0
3,KC,32,25-34 years Female Hispanic (All Races),3281347.882,0.975,0
4,KC,9,25-34 years Female OTHER,3944246.444,0.228,0
5,KC,84,25-34 years Male Non-Hispanic White,4739724.718,1.772,0
6,KC,12,25-34 years Male Non-Hispanic Black,3082478.313,0.389,0
7,KC,36,25-34 years Male Hispanic (All Races),3314492.81,1.086,0
8,KC,17,25-34 years Male OTHER,3712231.947,0.458,0
9,KC,173,35-44 years Female Non-Hispanic White,4806014.575,3.6,0
10,KC,43,35-44 years Female Non-Hispanic Black,3679087.019,1.169,0
11,KC,134,35-44 years Female Hispanic (All Races),4574000.078,2.93,0
12,KC,30,35-44 years Female OTHER,3281347.882,0.914,0
13,KC,285,35-44 years Male Non-Hispanic White,3877956.588,7.349,0
14,KC,69,35-44 years Male Non-Hispanic Black,2949898.601,2.339,0
15,KC,158,35-44 years Male Hispanic (All Races),3314492.81,4.767,0
16,KC,71,35-44 years Male OTHER,3049333.385,2.328,0
17,KC,445,45-54 years Female Non-Hispanic White,4375130.509,10.171,0
18,KC,88,45-54 years Female Non-Hispanic Black,3579652.235,2.458,0
19,KC,212,45-54 years Female Hispanic (All Races),3712231.947,5.711,0
20,KC,65,45-54 years Female OTHER,3645942.091,1.783,0
21,KC,847,45-54 years Male Non-Hispanic White,4143116.013,20.444,0
22,KC,191,45-54 years Male Non-Hispanic Black,3447072.522,5.541,0
23,KC,312,45-54 years Male Hispanic (All Races),3181913.098,9.805,0
24,KC,130,45-54 years Male OTHER,3811666.732,3.411,0
25,KC,849,55-64 years Female Non-Hispanic White,5634637.777,15.068,0
26,KC,204,55-64 years Female Non-Hispanic Black,5767217.489,3.537,0
27,KC,320,55-64 years Female Hispanic (All Races),5303188.496,6.034,0
28,KC,124,55-64 years Female OTHER,4375130.509,2.834,0
29,KC,1873,55-64 years Male Non-Hispanic White,6164956.627,30.381,0
30,KC,345,55-64 years Male Non-Hispanic Black,5071173.999,6.803,0
31,KC,485,55-64 years Male Hispanic (All Races),4905449.359,9.887,0
32,KC,241,55-64 years Male OTHER,3579652.235,6.732,0
33,KC,1116,65-74 years Female Non-Hispanic White,5303188.496,21.044,0
34,KC,208,65-74 years Female Non-Hispanic Black,3314492.81,6.275,0
35,KC,228,65-74 years Female Hispanic (All Races),3281347.882,6.948,0
36,KC,121,65-74 years Female OTHER,2187565.255,5.531,0
37,KC,2235,65-74 years Male Non-Hispanic White,6231246.483,35.868,0
38,KC,285,65-74 years Male Non-Hispanic Black,3844811.66,7.413,0
39,KC,397,65-74 years Male Hispanic (All Races),2949898.601,13.458,0
40,KC,182,65-74 years Male OTHER,2220710.183,8.196,0
41,KC,3672,75+ years Female Non-Hispanic White,7291884.182,50.357,0
42,KC,715,75+ years Female Non-Hispanic Black,2419579.751,29.551,0
43,KC,1139,75+ years Female Hispanic (All Races),1292652.196,88.113,0
44,KC,450,75+ years Female OTHER,1392086.98,32.326,0
45,KC,6975,75+ years Male Non-Hispanic White,7689623.319,90.707,0
46,KC,1052,75+ years Male Non-Hispanic Black,2054985.542,51.193,0
47,KC,1644,75+ years Male Hispanic (All Races),1060637.699,155.001,0
48,KC,772,75+ years Male OTHER,1160072.484,66.548,0
1,LC,18,25-34 years Female Non-Hispanic White,4772869.646,0.377,0
2,LC,7,25-34 years Female Non-Hispanic Black,4109971.084,0.17,0
3,LC,13,25-34 years Female Hispanic (All Races),3281347.882,0.396,0
4,LC,9,25-34 years Female OTHER,3944246.444,0.228,0
5,LC,22,25-34 years Male Non-Hispanic White,4739724.718,0.464,0
6,LC,3,25-34 years Male Non-Hispanic Black,3082478.313,0.097,0
7,LC,15,25-34 years Male Hispanic (All Races),3314492.81,0.453,0
8,LC,5,25-34 years Male OTHER,3712231.947,0.135,0
9,LC,98,35-44 years Female Non-Hispanic White,4806014.575,2.039,0
10,LC,41,35-44 years Female Non-Hispanic Black,3679087.019,1.114,0
11,LC,48,35-44 years Female Hispanic (All Races),4574000.078,1.049,0
12,LC,60,35-44 years Female OTHER,3281347.882,1.829,0
13,LC,126,35-44 years Male Non-Hispanic White,3877956.588,3.249,0
14,LC,41,35-44 years Male Non-Hispanic Black,2949898.601,1.39,0
15,LC,36,35-44 years Male Hispanic (All Races),3314492.81,1.086,0
16,LC,26,35-44 years Male OTHER,3049333.385,0.853,0
17,LC,918,45-54 years Female Non-Hispanic White,4375130.509,20.982,0
18,LC,136,45-54 years Female Non-Hispanic Black,3579652.235,3.799,0
19,LC,129,45-54 years Female Hispanic (All Races),3712231.947,3.475,0
20,LC,163,45-54 years Female OTHER,3645942.091,4.471,0
21,LC,761,45-54 years Male Non-Hispanic White,4143116.013,18.368,0
22,LC,168,45-54 years Male Non-Hispanic Black,3447072.522,4.874,0
23,LC,107,45-54 years Male Hispanic (All Races),3181913.098,3.363,0
24,LC,129,45-54 years Male OTHER,3811666.732,3.384,0
25,LC,3692,55-64 years Female Non-Hispanic White,5634637.777,65.523,0
26,LC,694,55-64 years Female Non-Hispanic Black,5767217.489,12.034,0
27,LC,346,55-64 years Female Hispanic (All Races),5303188.496,6.524,0
28,LC,370,55-64 years Female OTHER,4375130.509,8.457,0
29,LC,3959,55-64 years Male Non-Hispanic White,6164956.627,64.218,0
30,LC,823,55-64 years Male Non-Hispanic Black,5071173.999,16.229,0
31,LC,375,55-64 years Male Hispanic (All Races),4905449.359,7.645,0
32,LC,451,55-64 years Male OTHER,3579652.235,12.599,0
33,LC,6317,65-74 years Female Non-Hispanic White,5303188.496,119.117,0
34,LC,843,65-74 years Female Non-Hispanic Black,3314492.81,25.434,0
35,LC,514,65-74 years Female Hispanic (All Races),3281347.882,15.664,0
36,LC,604,65-74 years Female OTHER,2187565.255,27.611,0
37,LC,6469,65-74 years Male Non-Hispanic White,6231246.483,103.816,0
38,LC,1009,65-74 years Male Non-Hispanic Black,3844811.66,26.243,0
39,LC,586,65-74 years Male Hispanic (All Races),2949898.601,19.865,0
40,LC,755,65-74 years Male OTHER,2220710.183,33.998,0
41,LC,18142,75+ years Female Non-Hispanic White,7291884.182,248.797,0
42,LC,2398,75+ years Female Non-Hispanic Black,2419579.751,99.108,0
43,LC,1638,75+ years Female Hispanic (All Races),1292652.196,126.716,0
44,LC,1951,75+ years Female OTHER,1392086.98,140.149,0
45,LC,18082,75+ years Male Non-Hispanic White,7689623.319,235.148,0
46,LC,2756,75+ years Male Non-Hispanic Black,2054985.542,134.113,0
47,LC,1779,75+ years Male Hispanic (All Races),1060637.699,167.729,0
48,LC,2170,75+ years Male OTHER,1160072.484,187.057,0
