subgroup,Grp,Age,Age_label,Sex,Sex_label,Race,Race_label,CancerSites,count,population,crude_rate,crude_SE
18,45-54y F NHB,3,45-54,1,Female,2,NHB,meningiomas: meningiomas,0,3600738,0,0
19,45-54y F HIS,3,45-54,1,Female,3,HIS,meningiomas: meningiomas,0,4045659,0,0
20,45-54y F OTH,3,45-54,1,Female,4,OTH,meningiomas: meningiomas,0,2055706,0,0
21,45-54y M NHW,3,45-54,2,Male,1,NHW,meningiomas: meningiomas,0,17472903,0,0
22,45-54y M NHB,3,45-54,2,Male,2,NHB,meningiomas: meningiomas,0,3184952,0,0
23,45-54y M HIS,3,45-54,2,Male,3,HIS,meningiomas: meningiomas,0,4115864,0,0
24,45-54y M OTH,3,45-54,2,Male,4,OTH,meningiomas: meningiomas,0,1818452,0,0
25,55-64y F NHW,4,55-64,1,Female,1,NHW,meningiomas: meningiomas,18,17548091,0.1027144,0.0370585
26,55-64y F NHB,4,55-64,1,Female,2,NHB,meningiomas: meningiomas,0,2982009,0,0
27,55-64y F HIS,4,55-64,1,Female,3,HIS,meningiomas: meningiomas,0,2647517,0,0
28,55-64y F OTH,4,55-64,1,Female,4,OTH,meningiomas: meningiomas,0,1699593,0,0
29,55-64y M NHW,4,55-64,2,Male,1,NHW,meningiomas: meningiomas,0,16759644,0,0
30,55-64y M NHB,4,55-64,2,Male,2,NHB,meningiomas: meningiomas,0,2493419,0,0
31,55-64y M HIS,4,55-64,2,Male,3,HIS,meningiomas: meningiomas,0,2453141,0,0
32,55-64y M OTH,4,55-64,2,Male,4,OTH,meningiomas: meningiomas,0,1421186,0,0
33,65-74y F NHW,5,65-74,1,Female,1,NHW,meningiomas: meningiomas,53,23310298,0.2274549,0.0752692
34,65-74y F NHB,5,65-74,1,Female,2,NHB,meningiomas: meningiomas,0,2891576,0,0
35,65-74y F HIS,5,65-74,1,Female,3,HIS,meningiomas: meningiomas,0,2510902,0,0
36,65-74y F OTH,5,65-74,1,Female,4,OTH,meningiomas: meningiomas,0,1690385,0,0
37,65-74y M NHW,5,65-74,2,Male,1,NHW,meningiomas: meningiomas,0,18558474,0,0
38,65-74y M NHB,5,65-74,2,Male,2,NHB,meningiomas: meningiomas,0,1919228,0,0
39,65-74y M HIS,5,65-74,2,Male,3,HIS,meningiomas: meningiomas,0,1887534,0,0
40,65-74y M OTH,5,65-74,2,Male,4,OTH,meningiomas: meningiomas,0,1298968,0,0
41,75y+ F NHW,6,75+,1,Female,1,NHW,meningiomas: meningiomas,53,23310298,0.2274549,0.0752692
42,75y+ F NHB,6,75+,1,Female,2,NHB,meningiomas: meningiomas,0,2891576,0,0
43,75y+ F HIS,6,75+,1,Female,3,HIS,meningiomas: meningiomas,0,2510902,0,0
44,75y+ F OTH,6,75+,1,Female,4,OTH,meningiomas: meningiomas,0,1690385,0,0
45,75y+ M NHW,6,75+,2,Male,1,NHW,meningiomas: meningiomas,0,18558474,0,0
46,75y+ M NHB,6,75+,2,Male,2,NHB,meningiomas: meningiomas,0,1919228,0,0
47,75y+ M HIS,6,75+,2,Male,3,HIS,meningiomas: meningiomas,0,1887534,0,0
48,75y+ M OTH,6,75+,2,Male,4,OTH,meningiomas: meningiomas,0,1298968,0,0
1,25-34y F NHW,1,25-34,1,Female,1,NHW,Oral Cavity and Pharynx,567,30550277,1.855942,0.174563
2,25-34y F NHB,1,25-34,1,Female,2,NHB,Oral Cavity and Pharynx,92,7484062,1.229288,0.2971802
3,25-34y F HIS,1,25-34,1,Female,3,HIS,Oral Cavity and Pharynx,84,10080086,0.8333183,0.2188365
4,25-34y F OTH,1,25-34,1,Female,4,OTH,Oral Cavity and Pharynx,66,4197423,1.572407,0.4524619
5,25-34y M NHW,1,25-34,2,Male,1,NHW,Oral Cavity and Pharynx,1052,31183864,3.373556,0.2328299
6,25-34y M NHB,1,25-34,2,Male,2,NHB,Oral Cavity and Pharynx,138,7008437,1.969057,0.3977933
7,25-34y M HIS,1,25-34,2,Male,3,HIS,Oral Cavity and Pharynx,133,10901784,1.219979,0.2608427
8,25-34y M OTH,1,25-34,2,Male,4,OTH,Oral Cavity and Pharynx,108,3915593,2.758203,0.6413034
9,35-44y F NHW,2,35-44,1,Female,1,NHW,Oral Cavity and Pharynx,567,30550277,1.855942,0.174563
10,35-44y F NHB,2,35-44,1,Female,2,NHB,Oral Cavity and Pharynx,92,7484062,1.229288,0.2971802
11,35-44y F HIS,2,35-44,1,Female,3,HIS,Oral Cavity and Pharynx,84,10080086,0.8333183,0.2188365
12,35-44y F OTH,2,35-44,1,Female,4,OTH,Oral Cavity and Pharynx,66,4197423,1.572407,0.4524619
13,35-44y M NHW,2,35-44,2,Male,1,NHW,Oral Cavity and Pharynx,1052,31183864,3.373556,0.2328299
14,35-44y M NHB,2,35-44,2,Male,2,NHB,Oral Cavity and Pharynx,138,7008437,1.969057,0.3977933
15,35-44y M HIS,2,35-44,2,Male,3,HIS,Oral Cavity and Pharynx,133,10901784,1.219979,0.2608427
16,35-44y M OTH,2,35-44,2,Male,4,OTH,Oral Cavity and Pharynx,108,3915593,2.758203,0.6413034
17,45-54y F NHW,3,45-54,1,Female,1,NHW,Oral Cavity and Pharynx,1380,14730259,9.368498,0.3533949
18,45-54y F NHB,3,45-54,1,Female,2,NHB,Oral Cavity and Pharynx,232,2885488,8.040236,0.7450517
19,45-54y F HIS,3,45-54,1,Female,3,HIS,Oral Cavity and Pharynx,111,3000571,3.699302,0.526665
20,45-54y F OTH,3,45-54,1,Female,4,OTH,Oral Cavity and Pharynx,93,1439250,6.461724,1.011646
21,45-54y M NHW,3,45-54,2,Male,1,NHW,Oral Cavity and Pharynx,4218,14537841,29.01391,0.6268194
22,45-54y M NHB,3,45-54,2,Male,2,NHB,Oral Cavity and Pharynx,531,2549908,20.82425,1.276794
23,45-54y M HIS,3,45-54,2,Male,3,HIS,Oral Cavity and Pharynx,300,3044817,9.852812,0.853371
24,45-54y M OTH,3,45-54,2,Male,4,OTH,Oral Cavity and Pharynx,216,1277639,16.90615,2.215253
25,55-64y F NHW,4,55-64,1,Female,1,NHW,Oral Cavity and Pharynx,2328,14661527,15.8783,0.466646
26,55-64y F NHB,4,55-64,1,Female,2,NHB,Oral Cavity and Pharynx,321,2394848,13.40379,1.063552
27,55-64y F HIS,4,55-64,1,Female,3,HIS,Oral Cavity and Pharynx,157,1971488,7.963547,0.9570101
28,55-64y F OTH,4,55-64,1,Female,4,OTH,Oral Cavity and Pharynx,111,1178370,9.419766,1.363553
29,55-64y M NHW,4,55-64,2,Male,1,NHW,Oral Cavity and Pharynx,7978,13984098,57.0505,0.9051237
30,55-64y M NHB,4,55-64,2,Male,2,NHB,Oral Cavity and Pharynx,894,2000803,44.6821,2.129421
31,55-64y M HIS,4,55-64,2,Male,3,HIS,Oral Cavity and Pharynx,463,1826230,25.35277,1.754317
32,55-64y M OTH,4,55-64,2,Male,4,OTH,Oral Cavity and Pharynx,307,987955,31.07427,3.877597
33,65-74y F NHW,5,65-74,1,Female,1,NHW,Oral Cavity and Pharynx,4962,19540158,25.39386,0.8203679
34,65-74y F NHB,5,65-74,1,Female,2,NHB,Oral Cavity and Pharynx,365,2329909,15.66584,1.861387
35,65-74y F HIS,5,65-74,1,Female,3,HIS,Oral Cavity and Pharynx,293,1892809,15.47961,2.123385
36,65-74y F OTH,5,65-74,1,Female,4,OTH,Oral Cavity and Pharynx,171,1154945,14.80591,2.784052
37,65-74y M NHW,5,65-74,2,Male,1,NHW,Oral Cavity and Pharynx,10425,15565987,66.97296,1.455084
38,65-74y M NHB,5,65-74,2,Male,2,NHB,Oral Cavity and Pharynx,750,1542829,48.61198,3.781147
39,65-74y M HIS,5,65-74,2,Male,3,HIS,Oral Cavity and Pharynx,553,1423816,38.83928,3.934606
40,65-74y M OTH,5,65-74,2,Male,4,OTH,Oral Cavity and Pharynx,313,891473,35.11041,5.312473
41,75y+ F NHW,6,75+,1,Female,1,NHW,Oral Cavity and Pharynx,4962,19540158,25.39386,0.8203679
42,75y+ F NHB,6,75+,1,Female,2,NHB,Oral Cavity and Pharynx,365,2329909,15.66584,1.861387
43,75y+ F HIS,6,75+,1,Female,3,HIS,Oral Cavity and Pharynx,293,1892809,15.47961,2.123385
44,75y+ F OTH,6,75+,1,Female,4,OTH,Oral Cavity and Pharynx,171,1154945,14.80591,2.784052
45,75y+ M NHW,6,75+,2,Male,1,NHW,Oral Cavity and Pharynx,10425,15565987,66.97296,1.455084
46,75y+ M NHB,6,75+,2,Male,2,NHB,Oral Cavity and Pharynx,750,1542829,48.61198,3.781147
47,75y+ M HIS,6,75+,2,Male,3,HIS,Oral Cavity and Pharynx,553,1423816,38.83928,3.934606
48,75y+ M OTH,6,75+,2,Male,4,OTH,Oral Cavity and Pharynx,313,891473,35.11041,5.312473
1,25-34y F NHW,1,25-34,1,Female,1,NHW,Larynx,31,30550277,0.1014807,0.0399723
2,25-34y F NHB,1,25-34,1,Female,2,NHB,Larynx,0,7484062,0,0
3,25-34y F HIS,1,25-34,1,Female,3,HIS,Larynx,0,10080086,0,0
4,25-34y F OTH,1,25-34,1,Female,4,OTH,Larynx,0,4197423,0,0
5,25-34y M NHW,1,25-34,2,Male,1,NHW,Larynx,114,31183864,0.3655813,0.07667
6,25-34y M NHB,1,25-34,2,Male,2,NHB,Larynx,21,7008437,0.2996473,0.1548403
7,25-34y M HIS,1,25-34,2,Male,3,HIS,Larynx,0,10901784,0,0
8,25-34y M OTH,1,25-34,2,Male,4,OTH,Larynx,0,3915593,0,0
9,35-44y F NHW,2,35-44,1,Female,1,NHW,Larynx,31,30550277,0.1014807,0.0399723
10,35-44y F NHB,2,35-44,1,Female,2,NHB,Larynx,0,7484062,0,0
11,35-44y F HIS,2,35-44,1,Female,3,HIS,Larynx,0,10080086,0,0
12,35-44y F OTH,2,35-44,1,Female,4,OTH,Larynx,0,4197423,0,0
13,35-44y M NHW,2,35-44,2,Male,1,NHW,Larynx,114,31183864,0.3655813,0.07667
14,35-44y M NHB,2,35-44,2,Male,2,NHB,Larynx,21,7008437,0.2996473,0.1548403
15,35-44y M HIS,2,35-44,2,Male,3,HIS,Larynx,0,10901784,0,0
16,35-44y M OTH,2,35-44,2,Male,4,OTH,Larynx,0,3915593,0,0
17,45-54y F NHW,3,45-54,1,Female,1,NHW,Larynx,352,14730259,2.389659,0.1781007
18,45-54y F NHB,3,45-54,1,Female,2,NHB,Larynx,59,2885488,2.044726,0.3757848
19,45-54y F HIS,3,45-54,1,Female,3,HIS,Larynx,16,3000571,0.5332209,0.2055833
20,45-54y F OTH,3,45-54,1,Female,4,OTH,Larynx,0,1439250,0,0
21,45-54y M NHW,3,45-54,2,Male,1,NHW,Larynx,1056,14537841,7.263831,0.3129053
22,45-54y M NHB,3,45-54,2,Male,2,NHB,Larynx,190,2549908,7.451284,0.76302
23,45-54y M HIS,3,45-54,2,Male,3,HIS,Larynx,101,3044817,3.317124,0.5022628
24,45-54y M OTH,3,45-54,2,Male,4,OTH,Larynx,18,1277639,1.408857,0.5145607
25,55-64y F NHW,4,55-64,1,Female,1,NHW,Larynx,573,14661527,3.908194,0.2307788
26,55-64y F NHB,4,55-64,1,Female,2,NHB,Larynx,132,2394848,5.511842,0.6807149
27,55-64y F HIS,4,55-64,1,Female,3,HIS,Larynx,16,1971488,0.8115762,0.2821269
28,55-64y F OTH,4,55-64,1,Female,4,OTH,Larynx,0,1178370,0,0
29,55-64y M NHW,4,55-64,2,Male,1,NHW,Larynx,2320,13984098,16.59027,0.4894837
30,55-64y M NHB,4,55-64,2,Male,2,NHB,Larynx,492,2000803,24.59015,1.589952
31,55-64y M HIS,4,55-64,2,Male,3,HIS,Larynx,168,1826230,9.199302,1.083833
32,55-64y M OTH,4,55-64,2,Male,4,OTH,Larynx,25,987955,2.530488,0.734459
33,65-74y F NHW,5,65-74,1,Female,1,NHW,Larynx,977,19540158,4.999934,0.3503821
34,65-74y F NHB,5,65-74,1,Female,2,NHB,Larynx,110,2329909,4.721219,0.9014441
35,65-74y F HIS,5,65-74,1,Female,3,HIS,Larynx,17,1892809,0.8981478,0.3922204
36,65-74y F OTH,5,65-74,1,Female,4,OTH,Larynx,0,1154945,0,0
37,65-74y M NHW,5,65-74,2,Male,1,NHW,Larynx,3975,15565987,25.53646,0.906991
38,65-74y M NHB,5,65-74,2,Male,2,NHB,Larynx,547,1542829,35.45434,3.374537
39,65-74y M HIS,5,65-74,2,Male,3,HIS,Larynx,343,1423816,24.0902,3.087893
40,65-74y M OTH,5,65-74,2,Male,4,OTH,Larynx,58,891473,6.506106,1.80955
41,75y+ F NHW,6,75+,1,Female,1,NHW,Larynx,977,19540158,4.999934,0.3503821
42,75y+ F NHB,6,75+,1,Female,2,NHB,Larynx,110,2329909,4.721219,0.9014441
43,75y+ F HIS,6,75+,1,Female,3,HIS,Larynx,17,1892809,0.8981478,0.3922204
44,75y+ F OTH,6,75+,1,Female,4,OTH,Larynx,0,1154945,0,0
45,75y+ M NHW,6,75+,2,Male,1,NHW,Larynx,3975,15565987,25.53646,0.906991
46,75y+ M NHB,6,75+,2,Male,2,NHB,Larynx,547,1542829,35.45434,3.374537
47,75y+ M HIS,6,75+,2,Male,3,HIS,Larynx,343,1423816,24.0902,3.087893
48,75y+ M OTH,6,75+,2,Male,4,OTH,Larynx,58,891473,6.506106,1.80955
1,25-34y F NHW,1,25-34,1,Female,1,NHW,Prostate,0,0,0,0
2,25-34y F NHB,1,25-34,1,Female,2,NHB,Prostate,0,0,0,0
3,25-34y F HIS,1,25-34,1,Female,3,HIS,Prostate,0,0,0,0
4,25-34y F OTH,1,25-34,1,Female,4,OTH,Prostate,0,0,0,0
5,25-34y M NHW,1,25-34,2,Male,1,NHW,Prostate,83,24590616,0.335737828,0.181976616
6,25-34y M NHB,1,25-34,2,Male,2,NHB,Prostate,43,5220310,0.818342206,0.641165137
7,25-34y M HIS,1,25-34,2,Male,3,HIS,Prostate,13,8486895,0.150820765,0.234399423
8,25-34y M OTH,1,25-34,2,Male,4,OTH,Prostate,0,3112684,0,0
9,35-44y F NHW,2,35-44,1,Female,1,NHW,Prostate,0,0,0,0
10,35-44y F NHB,2,35-44,1,Female,2,NHB,Prostate,0,0,0,0
11,35-44y F HIS,2,35-44,1,Female,3,HIS,Prostate,0,0,0,0
12,35-44y F OTH,2,35-44,1,Female,4,OTH,Prostate,0,0,0,0
13,35-44y M NHW,2,35-44,2,Male,1,NHW,Prostate,83,24590616,0.335737828,0.181976616
14,35-44y M NHB,2,35-44,2,Male,2,NHB,Prostate,43,5220310,0.818342206,0.641165137
15,35-44y M HIS,2,35-44,2,Male,3,HIS,Prostate,13,8486895,0.150820765,0.234399423
16,35-44y M OTH,2,35-44,2,Male,4,OTH,Prostate,0,3112684,0,0
17,45-54y F NHW,3,45-54,1,Female,1,NHW,Prostate,0,0,0,0
18,45-54y F NHB,3,45-54,1,Female,2,NHB,Prostate,0,0,0,0
19,45-54y F HIS,3,45-54,1,Female,3,HIS,Prostate,0,0,0,0
20,45-54y F OTH,3,45-54,1,Female,4,OTH,Prostate,0,0,0,0
21,45-54y M NHW,3,45-54,2,Male,1,NHW,Prostate,1562,14537841,10.7416225,0.945290446
22,45-54y M NHB,3,45-54,2,Male,2,NHB,Prostate,579,2549908,22.714545,3.330152512
23,45-54y M HIS,3,45-54,2,Male,3,HIS,Prostate,212,3044817,6.973161277,2.606676579
24,45-54y M OTH,3,45-54,2,Male,4,OTH,Prostate,51,1277639,3.982345561,3.370711327
25,55-64y F NHW,4,55-64,1,Female,1,NHW,Prostate,0,0,0,0
26,55-64y F NHB,4,55-64,1,Female,2,NHB,Prostate,0,0,0,0
27,55-64y F HIS,4,55-64,1,Female,3,HIS,Prostate,0,0,0,0
28,55-64y F OTH,4,55-64,1,Female,4,OTH,Prostate,0,0,0,0
29,55-64y M NHW,4,55-64,2,Male,1,NHW,Prostate,6256,13984098,44.73652859,2.016696215
30,55-64y M NHB,4,55-64,2,Male,2,NHB,Prostate,1670,2000803,83.44649623,7.331933975
31,55-64y M HIS,4,55-64,2,Male,3,HIS,Prostate,620,1826230,33.94972156,7.176245689
32,55-64y M OTH,4,55-64,2,Male,4,OTH,Prostate,211,987955,21.36129682,7.966174126
33,65-74y F NHW,5,65-74,1,Female,1,NHW,Prostate,0,0,0,0
34,65-74y F NHB,5,65-74,1,Female,2,NHB,Prostate,0,0,0,0
35,65-74y F HIS,5,65-74,1,Female,3,HIS,Prostate,0,0,0,0
36,65-74y F OTH,5,65-74,1,Female,4,OTH,Prostate,0,0,0,0
37,65-74y M NHW,5,65-74,2,Male,1,NHW,Prostate,11812,15565987,75.88545461,3.747937679
38,65-74y M NHB,5,65-74,2,Male,2,NHB,Prostate,1931,1542829,125.1622831,15.0124073
39,65-74y M HIS,5,65-74,2,Male,3,HIS,Prostate,1120,1423816,78.66184956,16.20096207
40,65-74y M OTH,5,65-74,2,Male,4,OTH,Prostate,449,891473,50.41543603,19.17938614
41,75y+ F NHW,6,75+,1,Female,1,NHW,Prostate,0,0,0,0
42,75y+ F NHB,6,75+,1,Female,2,NHB,Prostate,0,0,0,0
43,75y+ F HIS,6,75+,1,Female,3,HIS,Prostate,0,0,0,0
44,75y+ F OTH,6,75+,1,Female,4,OTH,Prostate,0,0,0,0
45,75y+ M NHW,6,75+,2,Male,1,NHW,Prostate,11812,15565987,75.88545461,3.747937679
46,75y+ M NHB,6,75+,2,Male,2,NHB,Prostate,1931,1542829,125.1622831,15.0124073
47,75y+ M HIS,6,75+,2,Male,3,HIS,Prostate,1120,1423816,78.66184956,16.20096207
48,75y+ M OTH,6,75+,2,Male,4,OTH,Prostate,449,891473,50.41543603,19.17938614
1,25-34y F NHW,1,25-34,1,Female,1,NHW,All Invasive Cancer Sites Combined,45934,30550277,150.3554,1.570703
2,25-34y F NHB,1,25-34,1,Female,2,NHB,All Invasive Cancer Sites Combined,8461,7484062,113.0536,2.820399
3,25-34y F HIS,1,25-34,1,Female,3,HIS,All Invasive Cancer Sites Combined,10129,10080086,100.4853,3.223777
4,25-34y F OTH,1,25-34,1,Female,4,OTH,All Invasive Cancer Sites Combined,4592,4197423,109.4005,5.322167
5,25-34y M NHW,1,25-34,2,Male,1,NHW,All Invasive Cancer Sites Combined,26136,31183864,83.81258,1.16307
6,25-34y M NHB,1,25-34,2,Male,2,NHB,All Invasive Cancer Sites Combined,4335,7008437,61.85403,2.179037
7,25-34y M HIS,1,25-34,2,Male,3,HIS,All Invasive Cancer Sites Combined,5516,10901784,50.59723,1.926054
8,25-34y M OTH,1,25-34,2,Male,4,OTH,All Invasive Cancer Sites Combined,2029,3915593,51.81846,3.981421
9,35-44y F NHW,2,35-44,1,Female,1,NHW,All Invasive Cancer Sites Combined,45934,30550277,150.3554,1.570703
10,35-44y F NHB,2,35-44,1,Female,2,NHB,All Invasive Cancer Sites Combined,8461,7484062,113.0536,2.820399
11,35-44y F HIS,2,35-44,1,Female,3,HIS,All Invasive Cancer Sites Combined,10129,10080086,100.4853,3.223777
12,35-44y F OTH,2,35-44,1,Female,4,OTH,All Invasive Cancer Sites Combined,4592,4197423,109.4005,5.322167
13,35-44y M NHW,2,35-44,2,Male,1,NHW,All Invasive Cancer Sites Combined,26136,31183864,83.81258,1.16307
14,35-44y M NHB,2,35-44,2,Male,2,NHB,All Invasive Cancer Sites Combined,4335,7008437,61.85403,2.179037
15,35-44y M HIS,2,35-44,2,Male,3,HIS,All Invasive Cancer Sites Combined,5516,10901784,50.59723,1.926054
16,35-44y M OTH,2,35-44,2,Male,4,OTH,All Invasive Cancer Sites Combined,2029,3915593,51.81846,3.981421
17,45-54y F NHW,3,45-54,1,Female,1,NHW,All Invasive Cancer Sites Combined,79051,14730259,536.6572,2.68568
18,45-54y F NHB,3,45-54,1,Female,2,NHB,All Invasive Cancer Sites Combined,14212,2885488,492.5337,5.834854
19,45-54y F HIS,3,45-54,1,Female,3,HIS,All Invasive Cancer Sites Combined,11368,3000571,378.8613,7.991186
20,45-54y F OTH,3,45-54,1,Female,4,OTH,All Invasive Cancer Sites Combined,5739,1439250,398.7494,10.72018
21,45-54y M NHW,3,45-54,2,Male,1,NHW,All Invasive Cancer Sites Combined,59479,14537841,409.1323,2.351029
22,45-54y M NHB,3,45-54,2,Male,2,NHB,All Invasive Cancer Sites Combined,11897,2549908,466.5659,6.039968
23,45-54y M HIS,3,45-54,2,Male,3,HIS,All Invasive Cancer Sites Combined,7323,3044817,240.5071,6.093561
24,45-54y M OTH,3,45-54,2,Male,4,OTH,All Invasive Cancer Sites Combined,3005,1277639,235.1994,9.323429
25,55-64y F NHW,4,55-64,1,Female,1,NHW,All Invasive Cancer Sites Combined,130496,14661527,890.0574,3.496775
26,55-64y F NHB,4,55-64,1,Female,2,NHB,All Invasive Cancer Sites Combined,21322,2394848,890.3279,8.685925
27,55-64y F HIS,4,55-64,1,Female,3,HIS,All Invasive Cancer Sites Combined,12988,1971488,658.7917,13.3133
28,55-64y F OTH,4,55-64,1,Female,4,OTH,All Invasive Cancer Sites Combined,7099,1178370,602.4423,15.0544
29,55-64y M NHW,4,55-64,2,Male,1,NHW,All Invasive Cancer Sites Combined,145383,13984098,1039.631,3.881191
30,55-64y M NHB,4,55-64,2,Male,2,NHB,All Invasive Cancer Sites Combined,26934,2000803,1346.16,11.75503
31,55-64y M HIS,4,55-64,2,Male,3,HIS,All Invasive Cancer Sites Combined,12931,1826230,708.0707,14.37417
32,55-64y M OTH,4,55-64,2,Male,4,OTH,All Invasive Cancer Sites Combined,5994,987955,606.7078,16.95202
33,65-74y F NHW,5,65-74,1,Female,1,NHW,All Invasive Cancer Sites Combined,321201,19540158,1643.799,6.587643
34,65-74y F NHB,5,65-74,1,Female,2,NHB,All Invasive Cancer Sites Combined,35223,2329909,1511.776,18.29511
35,65-74y F HIS,5,65-74,1,Female,3,HIS,All Invasive Cancer Sites Combined,23335,1892809,1232.824,29.56068
36,65-74y F OTH,5,65-74,1,Female,4,OTH,All Invasive Cancer Sites Combined,12229,1154945,1058.838,33.25156
37,65-74y M NHW,5,65-74,2,Male,1,NHW,All Invasive Cancer Sites Combined,356437,15565987,2289.845,8.86622
38,65-74y M NHB,5,65-74,2,Male,2,NHB,All Invasive Cancer Sites Combined,36295,1542829,2352.497,27.81429
39,65-74y M HIS,5,65-74,2,Male,3,HIS,All Invasive Cancer Sites Combined,24740,1423816,1737.584,38.21698
40,65-74y M OTH,5,65-74,2,Male,4,OTH,All Invasive Cancer Sites Combined,12755,891473,1430.778,44.10983
41,75y+ F NHW,6,75+,1,Female,1,NHW,All Invasive Cancer Sites Combined,321201,19540158,1643.799,6.587643
42,75y+ F NHB,6,75+,1,Female,2,NHB,All Invasive Cancer Sites Combined,35223,2329909,1511.776,18.29511
43,75y+ F HIS,6,75+,1,Female,3,HIS,All Invasive Cancer Sites Combined,23335,1892809,1232.824,29.56068
44,75y+ F OTH,6,75+,1,Female,4,OTH,All Invasive Cancer Sites Combined,12229,1154945,1058.838,33.25156
45,75y+ M NHW,6,75+,2,Male,1,NHW,All Invasive Cancer Sites Combined,356437,15565987,2289.845,8.86622
46,75y+ M NHB,6,75+,2,Male,2,NHB,All Invasive Cancer Sites Combined,36295,1542829,2352.497,27.81429
47,75y+ M HIS,6,75+,2,Male,3,HIS,All Invasive Cancer Sites Combined,24740,1423816,1737.584,38.21698
48,75y+ M OTH,6,75+,2,Male,4,OTH,All Invasive Cancer Sites Combined,12755,891473,1430.778,44.10983
