foodcode,description,fcidcode,fcid_desc,Foodgroup_FCID
27642130,"Turkey, rice, and vegetables, baby food, toddler",301238001,"Onion, bulb, dried-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",103082001,Cassava-babyfood,babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",5000386001,"Turkey, skin-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",1500324001,"Rice, brown-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",1500123001,"Corn, field, starch-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",101078001,Carrot-babyfood,babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",602255001,"Pea, succulent-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",2202085001,Celery-babyfood,babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",5000385001,"Turkey, fat-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",1901184001,"Herbs, other-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",5000382001,"Turkey, meat-babyfood",babyfood
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",1500124001,"Corn, field, syrup-babyfood",babyfood
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",101052001,"Beet, sugar-babyfood",babyfood
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",1400114001,"Coconut, oil-babyfood",babyfood
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",9500362001,"Sugarcane, sugar-babyfood",babyfood
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",600350001,"Soybean, oil-babyfood",babyfood
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",600348001,"Soybean, flour-babyfood",babyfood
11710914,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",9500335001,Seaweed-babyfood,babyfood
11710914,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",1400114001,"Coconut, oil-babyfood",babyfood
11710914,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",600350001,"Soybean, oil-babyfood",babyfood
11710914,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710914,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
67203200,"Apple-banana juice, baby food",2402023001,Banana-babyfood,babyfood
67203200,"Apple-banana juice, baby food",1100010001,"Apple, juice-babyfood",babyfood
76209020,"Sweet potatoes, baby food, junior",103366001,Sweet potato-babyfood,babyfood
11710053,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",2002330001,"Safflower, oil-babyfood",babyfood
11710053,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",600350001,"Soybean, oil-babyfood",babyfood
11710053,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710053,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
67114010,"Pears and pineapple, baby food, strained",1100266001,Pear-babyfood,babyfood
67114010,"Pears and pineapple, baby food, strained",2403279001,Pineapple-babyfood,babyfood
67114010,"Pears and pineapple, baby food, strained",2403281001,"Pineapple, juice-babyfood",babyfood
11710000,"Infant formula, NFS",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710000,"Infant formula, NFS",1400114001,"Coconut, oil-babyfood",babyfood
11710000,"Infant formula, NFS",600348001,"Soybean, flour-babyfood",babyfood
11710000,"Infant formula, NFS",9500244001,"Palm, oil-babyfood",babyfood
11710000,"Infant formula, NFS",1500124001,"Corn, field, syrup-babyfood",babyfood
11710000,"Infant formula, NFS",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710000,"Infant formula, NFS",101052001,"Beet, sugar-babyfood",babyfood
11710000,"Infant formula, NFS",2002330001,"Safflower, oil-babyfood",babyfood
11710000,"Infant formula, NFS",2002365001,"Sunflower, oil-babyfood",babyfood
11710000,"Infant formula, NFS",9500335001,Seaweed-babyfood,babyfood
11710000,"Infant formula, NFS",600350001,"Soybean, oil-babyfood",babyfood
11710000,"Infant formula, NFS",9500362001,"Sugarcane, sugar-babyfood",babyfood
67408500,"Banana yogurt dessert, baby food, strained",3100046001,"Beef, meat byproducts-babyfood",babyfood
67408500,"Banana yogurt dessert, baby food, strained",3600222001,"Milk, fat-baby food/infant formula",babyfood
67408500,"Banana yogurt dessert, baby food, strained",2402023001,Banana-babyfood,babyfood
67408500,"Banana yogurt dessert, baby food, strained",3400292001,"Pork, meat byproducts-babyfood",babyfood
67408500,"Banana yogurt dessert, baby food, strained",3600224001,"Milk, water-babyfood/infant formula",babyfood
67408500,"Banana yogurt dessert, baby food, strained",101052001,"Beet, sugar-babyfood",babyfood
67408500,"Banana yogurt dessert, baby food, strained",9500362001,"Sugarcane, sugar-babyfood",babyfood
67408500,"Banana yogurt dessert, baby food, strained",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
67408500,"Banana yogurt dessert, baby food, strained",103082001,Cassava-babyfood,babyfood
67104020,"Applesauce and apricots, baby food, junior",1100011001,"Apple, sauce-babyfood",babyfood
67104020,"Applesauce and apricots, baby food, junior",1202014001,"Apricot, juice-babyfood",babyfood
67307010,"Apricots, baby food, strained",1202012001,Apricot-babyfood,babyfood
67307010,"Apricots, baby food, strained",103082001,Cassava-babyfood,babyfood
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",9500244001,"Palm, oil-babyfood",babyfood
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",1500124001,"Corn, field, syrup-babyfood",babyfood
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",600350001,"Soybean, oil-babyfood",babyfood
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",1400114001,"Coconut, oil-babyfood",babyfood
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",2002365001,"Sunflower, oil-babyfood",babyfood
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",9500244001,"Palm, oil-babyfood",babyfood
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",1400114001,"Coconut, oil-babyfood",babyfood
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",600350001,"Soybean, oil-babyfood",babyfood
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",2002365001,"Sunflower, oil-babyfood",babyfood
67203700,"Apple-prune juice, baby food",1203288001,"Plum, prune, juice-babyfood",babyfood
67203700,"Apple-prune juice, baby food",1100010001,"Apple, juice-babyfood",babyfood
11710351,"Infant formula, ready-to-feed (Similac Advance)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710351,"Infant formula, ready-to-feed (Similac Advance)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710351,"Infant formula, ready-to-feed (Similac Advance)",1400114001,"Coconut, oil-babyfood",babyfood
11710351,"Infant formula, ready-to-feed (Similac Advance)",600350001,"Soybean, oil-babyfood",babyfood
11710351,"Infant formula, ready-to-feed (Similac Advance)",2002330001,"Safflower, oil-babyfood",babyfood
11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",600350001,"Soybean, oil-babyfood",babyfood
11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",2002365001,"Sunflower, oil-babyfood",babyfood
11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",9500244001,"Palm, oil-babyfood",babyfood
11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",1400114001,"Coconut, oil-babyfood",babyfood
11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
76209000,"Sweet potatoes, baby food, NS as to strained or junior",103366001,Sweet potato-babyfood,babyfood
63109700,"Starfruit, raw",2302358000,Starfruit,fruit_exc_juice
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",600350001,"Soybean, oil-babyfood",babyfood
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",1400114001,"Coconut, oil-babyfood",babyfood
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",9500244001,"Palm, oil-babyfood",babyfood
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",2002365001,"Sunflower, oil-babyfood",babyfood
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",9500335001,Seaweed-babyfood,babyfood
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
76402000,"Green beans and potatoes, baby food, strained",601043001,"Bean, snap, succulent-babyfood",babyfood
76402000,"Green beans and potatoes, baby food, strained",3600224001,"Milk, water-babyfood/infant formula",babyfood
76402000,"Green beans and potatoes, baby food, strained",301237001,"Onion, bulb-babyfood",babyfood
76402000,"Green beans and potatoes, baby food, strained",103300001,"Potato, tuber, w/o peel-babyfood",babyfood
76402000,"Green beans and potatoes, baby food, strained",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
76402000,"Green beans and potatoes, baby food, strained",3600222001,"Milk, fat-baby food/infant formula",babyfood
76402000,"Green beans and potatoes, baby food, strained",1500324001,"Rice, brown-babyfood",babyfood
67114000,"Pears and pineapple, baby food, NS as to strained or junior",2403279001,Pineapple-babyfood,babyfood
67114000,"Pears and pineapple, baby food, NS as to strained or junior",2403281001,"Pineapple, juice-babyfood",babyfood
67114000,"Pears and pineapple, baby food, NS as to strained or junior",1100266001,Pear-babyfood,babyfood
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",9500335001,Seaweed-babyfood,babyfood
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",2002365001,"Sunflower, oil-babyfood",babyfood
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",9500244001,"Palm, oil-babyfood",babyfood
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",600350001,"Soybean, oil-babyfood",babyfood
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",600348001,"Soybean, flour-babyfood",babyfood
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",1400114001,"Coconut, oil-babyfood",babyfood
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",1500124001,"Corn, field, syrup-babyfood",babyfood
11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",600350001,"Soybean, oil-babyfood",babyfood
11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",1400114001,"Coconut, oil-babyfood",babyfood
11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",2002330001,"Safflower, oil-babyfood",babyfood
11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
67404000,"Fruit dessert, baby food, NS as to strained or junior",1500123001,"Corn, field, starch-babyfood",babyfood
67404000,"Fruit dessert, baby food, NS as to strained or junior",101052001,"Beet, sugar-babyfood",babyfood
67404000,"Fruit dessert, baby food, NS as to strained or junior",9500362001,"Sugarcane, sugar-babyfood",babyfood
67404000,"Fruit dessert, baby food, NS as to strained or junior",2402023001,Banana-babyfood,babyfood
67404000,"Fruit dessert, baby food, NS as to strained or junior",1202260001,Peach-babyfood,babyfood
67404000,"Fruit dessert, baby food, NS as to strained or junior",2403281001,"Pineapple, juice-babyfood",babyfood
67404000,"Fruit dessert, baby food, NS as to strained or junior",1001241001,"Orange, juice-babyfood",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",1100010001,"Apple, juice-babyfood",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",3400292001,"Pork, meat byproducts-babyfood",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",3600222001,"Milk, fat-baby food/infant formula",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",3600224001,"Milk, water-babyfood/infant formula",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",1001241001,"Orange, juice-babyfood",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",2402023001,Banana-babyfood,babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",1304176001,"Grape, juice-babyfood",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",3100046001,"Beef, meat byproducts-babyfood",babyfood
67250150,"Mixed fruit juice with lowfat yogurt, baby food",2403281001,"Pineapple, juice-babyfood",babyfood
67104000,"Applesauce and apricots, baby food, NS as to strained or junior",1202014001,"Apricot, juice-babyfood",babyfood
67104000,"Applesauce and apricots, baby food, NS as to strained or junior",1100011001,"Apple, sauce-babyfood",babyfood
67404300,"Blueberry yogurt dessert, baby food, strained",3600224001,"Milk, water-babyfood/infant formula",babyfood
67404300,"Blueberry yogurt dessert, baby food, strained",1302057001,Blueberry-babyfood,babyfood
67404300,"Blueberry yogurt dessert, baby food, strained",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
67404300,"Blueberry yogurt dessert, baby food, strained",101052001,"Beet, sugar-babyfood",babyfood
67404300,"Blueberry yogurt dessert, baby food, strained",1500123001,"Corn, field, starch-babyfood",babyfood
67404300,"Blueberry yogurt dessert, baby food, strained",3600222001,"Milk, fat-baby food/infant formula",babyfood
67404300,"Blueberry yogurt dessert, baby food, strained",9500362001,"Sugarcane, sugar-babyfood",babyfood
27640110,"Chicken noodle dinner, baby food, strained",1500402001,"Wheat, flour-babyfood",babyfood
27640110,"Chicken noodle dinner, baby food, strained",1500325001,"Rice, flour-babyfood",babyfood
27640110,"Chicken noodle dinner, baby food, strained",4000093001,"Chicken, meat-babyfood",babyfood
27640110,"Chicken noodle dinner, baby food, strained",101078001,Carrot-babyfood,babyfood
27640110,"Chicken noodle dinner, baby food, strained",603256001,"Pea, dry-babyfood",babyfood
27640110,"Chicken noodle dinner, baby food, strained",7000147001,"Egg, yolk-babyfood",babyfood
27640110,"Chicken noodle dinner, baby food, strained",4000096001,"Chicken, fat-babyfood",babyfood
27640110,"Chicken noodle dinner, baby food, strained",2202085001,Celery-babyfood,babyfood
27640110,"Chicken noodle dinner, baby food, strained",600350001,"Soybean, oil-babyfood",babyfood
27640110,"Chicken noodle dinner, baby food, strained",301238001,"Onion, bulb, dried-babyfood",babyfood
67414010,"Pineapple dessert, baby food, strained",2403281001,"Pineapple, juice-babyfood",babyfood
67414010,"Pineapple dessert, baby food, strained",1500123001,"Corn, field, starch-babyfood",babyfood
67414010,"Pineapple dessert, baby food, strained",101052001,"Beet, sugar-babyfood",babyfood
67414010,"Pineapple dessert, baby food, strained",3600222001,"Milk, fat-baby food/infant formula",babyfood
67414010,"Pineapple dessert, baby food, strained",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
67414010,"Pineapple dessert, baby food, strained",1002200001,"Lemon, juice-babyfood",babyfood
67414010,"Pineapple dessert, baby food, strained",9500362001,"Sugarcane, sugar-babyfood",babyfood
67414010,"Pineapple dessert, baby food, strained",3600224001,"Milk, water-babyfood/infant formula",babyfood
67414010,"Pineapple dessert, baby food, strained",1500325001,"Rice, flour-babyfood",babyfood
11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",600350001,"Soybean, oil-babyfood",babyfood
11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",9500335001,Seaweed-babyfood,babyfood
11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",1400114001,"Coconut, oil-babyfood",babyfood
11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",9500244001,"Palm, oil-babyfood",babyfood
11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",2002365001,"Sunflower, oil-babyfood",babyfood
67108000,"Peaches, baby food, NS as to strained or junior",1202260001,Peach-babyfood,babyfood
67108000,"Peaches, baby food, NS as to strained or junior",1304176001,"Grape, juice-babyfood",babyfood
58509020,"Spaghetti, tomato sauce, and beef, baby food, junior",3100047001,"Beef, fat-babyfood",babyfood
58509020,"Spaghetti, tomato sauce, and beef, baby food, junior",1500402001,"Wheat, flour-babyfood",babyfood
58509020,"Spaghetti, tomato sauce, and beef, baby food, junior",801376001,"Tomato, paste-babyfood",babyfood
58509020,"Spaghetti, tomato sauce, and beef, baby food, junior",3100044001,"Beef, meat-babyfood",babyfood
58509020,"Spaghetti, tomato sauce, and beef, baby food, junior",101078001,Carrot-babyfood,babyfood
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",1400114001,"Coconut, oil-babyfood",babyfood
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",600350001,"Soybean, oil-babyfood",babyfood
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",2002365001,"Sunflower, oil-babyfood",babyfood
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",9500244001,"Palm, oil-babyfood",babyfood
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",2002365001,"Sunflower, oil-babyfood",babyfood
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",9500244001,"Palm, oil-babyfood",babyfood
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",600350001,"Soybean, oil-babyfood",babyfood
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",1500123001,"Corn, field, starch-babyfood",babyfood
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",1500124001,"Corn, field, syrup-babyfood",babyfood
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",1400114001,"Coconut, oil-babyfood",babyfood
11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",600350001,"Soybean, oil-babyfood",babyfood
11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",1400114001,"Coconut, oil-babyfood",babyfood
11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",1500124001,"Corn, field, syrup-babyfood",babyfood
11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",2002365001,"Sunflower, oil-babyfood",babyfood
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",600350001,"Soybean, oil-babyfood",babyfood
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",9500244001,"Palm, oil-babyfood",babyfood
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",1400114001,"Coconut, oil-babyfood",babyfood
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",2002365001,"Sunflower, oil-babyfood",babyfood
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee)",9500244001,"Palm, oil-babyfood",babyfood
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee)",2002365001,"Sunflower, oil-babyfood",babyfood
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee)",1400114001,"Coconut, oil-babyfood",babyfood
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee)",600350001,"Soybean, oil-babyfood",babyfood
11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",1500124001,"Corn, field, syrup-babyfood",babyfood
11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",600350001,"Soybean, oil-babyfood",babyfood
11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",9500244001,"Palm, oil-babyfood",babyfood
11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",2002365001,"Sunflower, oil-babyfood",babyfood
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",600350001,"Soybean, oil-babyfood",babyfood
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",9500244001,"Palm, oil-babyfood",babyfood
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",1400114001,"Coconut, oil-babyfood",babyfood
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",9500335001,Seaweed-babyfood,babyfood
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",2002365001,"Sunflower, oil-babyfood",babyfood
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
76202000,"Carrots and peas, baby food, strained",101078001,Carrot-babyfood,babyfood
76202000,"Carrots and peas, baby food, strained",602255001,"Pea, succulent-babyfood",babyfood
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",2002365001,"Sunflower, oil-babyfood",babyfood
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",600350001,"Soybean, oil-babyfood",babyfood
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",9500244001,"Palm, oil-babyfood",babyfood
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",1400114001,"Coconut, oil-babyfood",babyfood
76409030,"Peas, baby food, toddler",602255001,"Pea, succulent-babyfood",babyfood
67104060,"Applesauce with bananas, baby food, junior",2402023001,Banana-babyfood,babyfood
67104060,"Applesauce with bananas, baby food, junior",1100011001,"Apple, sauce-babyfood",babyfood
76401000,"Beans, green string, baby food, NS as to strained or junior",601043001,"Bean, snap, succulent-babyfood",babyfood
11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",2002365001,"Sunflower, oil-babyfood",babyfood
11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",9500244001,"Palm, oil-babyfood",babyfood
11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",1400114001,"Coconut, oil-babyfood",babyfood
11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",9500335001,Seaweed-babyfood,babyfood
11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",600350001,"Soybean, oil-babyfood",babyfood
67108020,"Peaches, baby food, junior",1202260001,Peach-babyfood,babyfood
67108020,"Peaches, baby food, junior",1304176001,"Grape, juice-babyfood",babyfood
57807010,"Whole wheat cereal with apples, baby food, dry, instant",1100010001,"Apple, juice-babyfood",babyfood
57807010,"Whole wheat cereal with apples, baby food, dry, instant",2001319001,"Rapeseed, oil-babyfood",babyfood
57807010,"Whole wheat cereal with apples, baby food, dry, instant",1500401001,"Wheat, grain-babyfood",babyfood
57807010,"Whole wheat cereal with apples, baby food, dry, instant",600350001,"Soybean, oil-babyfood",babyfood
57807010,"Whole wheat cereal with apples, baby food, dry, instant",1100009001,"Apple, dried-babyfood",babyfood
67113010,"Apples and pears, baby food, strained",1100011001,"Apple, sauce-babyfood",babyfood
67113010,"Apples and pears, baby food, strained",1100266001,Pear-babyfood,babyfood
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)",9500244001,"Palm, oil-babyfood",babyfood
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)",2002365001,"Sunflower, oil-babyfood",babyfood
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)",1400114001,"Coconut, oil-babyfood",babyfood
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)",600350001,"Soybean, oil-babyfood",babyfood
67404020,"Fruit dessert, baby food, junior",1202260001,Peach-babyfood,babyfood
67404020,"Fruit dessert, baby food, junior",101052001,"Beet, sugar-babyfood",babyfood
67404020,"Fruit dessert, baby food, junior",1001241001,"Orange, juice-babyfood",babyfood
67404020,"Fruit dessert, baby food, junior",2403281001,"Pineapple, juice-babyfood",babyfood
67404020,"Fruit dessert, baby food, junior",1500123001,"Corn, field, starch-babyfood",babyfood
67404020,"Fruit dessert, baby food, junior",9500362001,"Sugarcane, sugar-babyfood",babyfood
67404020,"Fruit dessert, baby food, junior",2402023001,Banana-babyfood,babyfood
76603010,"Vegetable and beef, baby food, strained",301238001,"Onion, bulb, dried-babyfood",babyfood
76603010,"Vegetable and beef, baby food, strained",801376001,"Tomato, paste-babyfood",babyfood
76603010,"Vegetable and beef, baby food, strained",3100044001,"Beef, meat-babyfood",babyfood
76603010,"Vegetable and beef, baby food, strained",603256001,"Pea, dry-babyfood",babyfood
76603010,"Vegetable and beef, baby food, strained",3100047001,"Beef, fat-babyfood",babyfood
76603010,"Vegetable and beef, baby food, strained",101078001,Carrot-babyfood,babyfood
76603010,"Vegetable and beef, baby food, strained",1500325001,"Rice, flour-babyfood",babyfood
76604000,"Broccoli and chicken, baby food, strained",4000093001,"Chicken, meat-babyfood",babyfood
76604000,"Broccoli and chicken, baby food, strained",4000096001,"Chicken, fat-babyfood",babyfood
76604000,"Broccoli and chicken, baby food, strained",4000095001,"Chicken, meat byproducts-babyfood",babyfood
