subgroup,food,N,mean,SE,StdDev,food_label,food_desc,pro_gro
42,fruit_exc_juice,95,0.83,0.08,0.64,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8151292584097979
42,fruit_juice,95,0.42,0.08,0.56,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.975791618697642
42,fruit_tot,95,1.18,0.09,0.82,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.863266595818134
42,gr_refined,95,4.83,0.22,1.53,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7591451751779468
42,gr_whole,95,0.94,0.09,0.62,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9778310772273308
42,leg_tot,95,0.69,0.16,0.59,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.760714767371114
42,oil,95,30.57,2.04,7.89,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.7468205834626722
42,pf_egg,95,0.68,0.09,0.62,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.9261098241137392
42,pf_ns,95,0.72,0.14,0.77,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.9282114974998888
42,pf_pm,95,0.85,0.08,0.5,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.8374490017457417
42,pf_poultry,95,1.57,0.14,0.77,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.652968121575607
42,pf_redm,95,1.24,0.13,0.57,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7236815174060447
42,pf_redm_tot,95,1.88,0.16,0.82,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.7604576477442263
42,pf_seafood,95,0.5,0.08,0.51,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.8047380373248924
42,sat_fat,95,24.21,1.01,4.31,Saturated fats,Total saturated fatty acids (gm),0.7432303050509658
42,sodium,95,3310.4,103.87,579.38,Sodium,Sodium (mg),0.7368473256918808
42,ssb,95,241.73,22.1,214.58,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.712845473243845
42,veg_dg,95,0.19,0.02,0.21,Dark-green vegetables,Dark green vegetables (cup eq.),0.8751814882673193
42,veg_exc_sta,95,1.37,0.12,0.62,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7170995705660326
42,veg_oth,95,0.6,0.09,0.27,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.671966832075316
42,veg_ro,95,0.43,0.05,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6633836000508572
42,veg_sta,95,0.46,0.06,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6343786051410447
43,added_sugar,85,14.71,0.9,7.74,Added sugars,Foods defined as added sugars (tsp. eq.),0.7336648803533874
43,dairy_cow,85,1.43,0.07,0.58,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8345086135696729
43,dairy_soy,85,0.03,0.02,0.16,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
43,dairy_tot,85,1.43,0.07,0.58,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8349911511387558
43,fruit_exc_juice,85,0.78,0.1,0.62,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8562162689308452
43,fruit_juice,85,0.26,0.06,0.38,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.9559734910371313
43,fruit_tot,85,0.95,0.13,0.7,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.879701190980093
43,gr_refined,85,7.13,0.61,1.82,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7430021751206347
43,gr_whole,85,0.76,0.09,0.53,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9585225995067908
43,leg_tot,85,0.63,0.09,0.56,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8144153829383292
43,oil,85,28.92,1.7,7.68,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.7221902549751933
43,pf_egg,85,1.01,0.13,0.89,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8994429245923153
43,pf_ns,85,0.49,0.06,0.56,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.7670365545781798
43,pf_pm,85,0.71,0.11,0.44,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6759581055053028
43,pf_poultry,85,1.21,0.12,0.63,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6921201527189129
43,pf_redm,85,1.26,0.11,0.59,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7236554307087465
43,pf_redm_tot,85,1.79,0.16,0.8,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.7230750638470792
43,pf_seafood,85,0.44,0.08,0.47,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7827071902209661
43,sat_fat,85,25.26,1.12,4.38,Saturated fats,Total saturated fatty acids (gm),0.7532076927500678
43,sodium,85,3401.65,81.09,596.01,Sodium,Sodium (mg),0.7581050316792846
43,ssb,85,228.96,49.89,208.93,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6559000726742062
43,veg_dg,85,0.09,0.02,0.11,Dark-green vegetables,Dark green vegetables (cup eq.),0.7624017657248242
43,veg_exc_sta,85,1.01,0.06,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7511001311888872
43,veg_oth,85,0.45,0.03,0.21,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.739466026011449
43,veg_ro,85,0.43,0.03,0.18,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7642324818487493
43,veg_sta,85,0.42,0.05,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.8103758127999926
44,added_sugar,44,14.53,2.03,7.82,Added sugars,Foods defined as added sugars (tsp. eq.),0.8211093823519241
44,dairy_cow,44,1.34,0.14,0.57,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.844047159959852
44,dairy_soy,44,0.04,0.02,0.19,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
44,dairy_tot,44,1.38,0.13,0.58,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8476088163766075
44,fruit_exc_juice,44,0.78,0.1,0.64,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8520275194818577
44,fruit_juice,44,0.24,0.07,0.37,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7960257631687294
44,fruit_tot,44,1.03,0.11,0.77,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8452527112295894
44,gr_refined,44,5.35,0.36,1.63,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7718118512892735
44,gr_whole,44,1.07,0.16,0.72,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9819137911404422
44,leg_tot,44,0.52,0.16,0.49,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8146819278270154
44,oil,44,25.28,2.98,7.24,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6778509236528014
44,pf_egg,44,1.09,0.25,1,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8532763439995762
44,pf_ns,44,0.54,0.13,0.63,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8862825047394671
44,pf_pm,44,0.92,0.23,0.56,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.8734520363675284
44,pf_poultry,44,1.15,0.1,0.61,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7312151227446073
44,pf_redm,44,1.32,0.19,0.63,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.9076816355256964
44,pf_redm_tot,44,2.12,0.31,0.94,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.8973031115677943
44,pf_seafood,44,0.65,0.19,0.71,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.411967960842889
44,sat_fat,44,22.38,1.49,4.24,Saturated fats,Total saturated fatty acids (gm),0.7847229358508967
44,sodium,44,3794.74,259.66,670.76,Sodium,Sodium (mg),0.717625327728717
44,ssb,44,253.12,76.44,232.6,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.8733702009058043
44,veg_dg,44,0.14,0.02,0.17,Dark-green vegetables,Dark green vegetables (cup eq.),0.8878541915025896
44,veg_exc_sta,44,1.33,0.14,0.63,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.8406289973467843
44,veg_oth,44,0.56,0.04,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.8279259624868626
44,veg_ro,44,0.42,0.06,0.18,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.8389445170007557
44,veg_sta,44,0.41,0.08,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6566205445659874
45,added_sugar,334,15.93,0.67,8.13,Added sugars,Foods defined as added sugars (tsp. eq.),0.7580142944476133
45,dairy_cow,334,1.46,0.08,0.59,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8103857102221871
45,dairy_soy,334,0.05,0.03,0.22,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
45,dairy_tot,334,1.46,0.08,0.58,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8104568297779432
45,fruit_exc_juice,334,0.72,0.05,0.58,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.862431824355802
45,fruit_juice,334,0.28,0.03,0.4,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8998065141470041
45,fruit_tot,334,1.01,0.06,0.72,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8711364903925658
45,gr_refined,334,4.71,0.17,1.53,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7148789290917557
45,gr_whole,334,0.94,0.05,0.63,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9039249640738276
45,leg_tot,334,0.42,0.05,0.39,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.5961525992370942
45,oil,334,25.29,0.72,7.17,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.7053372774729949
45,pf_egg,334,0.78,0.06,0.7,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6719138896584141
45,pf_ns,334,0.65,0.08,0.71,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.9094480869867624
45,pf_pm,334,1.09,0.06,0.64,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7844186782484073
45,pf_poultry,334,1.17,0.1,0.6,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6646917692666525
45,pf_redm,334,1.39,0.07,0.65,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6283772177812871
45,pf_redm_tot,334,2.27,0.11,0.97,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6892662578319332
45,pf_seafood,334,0.47,0.04,0.5,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.6563861402806622
45,sat_fat,334,28.86,0.56,4.63,Saturated fats,Total saturated fatty acids (gm),0.7406746527150114
45,sodium,334,3280.9,43.27,577.79,Sodium,Sodium (mg),0.7079475231816181
45,ssb,334,253.64,19.68,226.43,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.7545902411964674
45,veg_dg,334,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.7950863319681355
45,veg_exc_sta,334,0.95,0.05,0.47,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6777383407497837
45,veg_oth,334,0.46,0.03,0.21,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6561272778469044
45,veg_ro,334,0.37,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6750912240336217
45,veg_sta,334,0.51,0.04,0.24,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6535468659391326
46,added_sugar,82,15.61,1.63,7.99,Added sugars,Foods defined as added sugars (tsp. eq.),0.7754541343876297
46,dairy_cow,82,1.02,0.09,0.46,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8783461203898626
46,dairy_soy,82,0.01,0,0.03,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
46,dairy_tot,82,1.02,0.09,0.46,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8783976390289298
46,fruit_exc_juice,82,0.68,0.08,0.55,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.9257317742419556
46,fruit_juice,82,0.26,0.04,0.37,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8786554780589857
46,fruit_tot,82,0.93,0.1,0.69,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.9127908068460556
46,gr_refined,82,4.83,0.44,1.53,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6758780182108498
46,gr_whole,82,0.91,0.08,0.61,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.98433142901083
46,leg_tot,82,0.63,0.09,0.54,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7266309172955612
46,oil,82,25.35,1.78,7.11,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6573632395062942
46,pf_egg,82,0.93,0.15,0.82,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8267690313905809
46,pf_ns,82,0.87,0.22,0.91,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.9861697576605416
46,pf_pm,82,0.96,0.12,0.57,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.8490620180791251
46,pf_poultry,82,1.87,0.23,0.91,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6070787305617853
46,pf_redm,82,1.51,0.15,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7159231572928467
46,pf_redm_tot,82,2.08,0.19,0.9,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.7863509192794492
46,pf_seafood,82,0.53,0.06,0.54,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5807581414803834
46,sat_fat,82,25.48,1.14,4.37,Saturated fats,Total saturated fatty acids (gm),0.7426558744732245
46,sodium,82,3449.7,80.47,600.11,Sodium,Sodium (mg),0.7233949096655028
46,ssb,82,262.79,22.32,232.18,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.7961570612903551
46,veg_dg,82,0.18,0.03,0.2,Dark-green vegetables,Dark green vegetables (cup eq.),0.9294510242305964
46,veg_exc_sta,82,0.93,0.08,0.46,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6919788609903867
46,veg_oth,82,0.48,0.04,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6314494891341709
46,veg_ro,82,0.33,0.04,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6705709831929328
46,veg_sta,82,0.46,0.04,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6604555829338341
47,added_sugar,58,14.65,1.79,7.73,Added sugars,Foods defined as added sugars (tsp. eq.),0.7433091582352773
47,dairy_cow,58,1.36,0.15,0.56,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8248758860212133
47,dairy_soy,58,0.02,0.01,0.1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),NA
47,dairy_tot,58,1.36,0.15,0.56,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8248758860212133
47,fruit_exc_juice,58,0.61,0.1,0.5,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.960712738002738
47,fruit_juice,58,0.29,0.08,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.976515029536248
47,fruit_tot,58,0.83,0.09,0.63,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.9655373395515368
47,gr_refined,58,6.35,0.45,1.75,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7068032560693038
47,gr_whole,58,0.93,0.13,0.62,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9187200200396132
47,leg_tot,58,0.91,0.12,0.77,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8887595790173556
47,oil,58,27.45,1.84,7.54,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.7216693726264715
47,pf_egg,58,0.98,0.35,0.85,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8703316620481576
47,pf_ns,58,0.57,0.15,0.63,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.90965064036262
47,pf_pm,58,1.07,0.16,0.63,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.781561443555312
47,pf_poultry,58,1.46,0.33,0.74,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.8249713523567817
47,pf_redm,58,1.59,0.21,0.73,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5605487132936363
47,pf_redm_tot,58,2.61,0.26,1.11,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.625167974536112
47,pf_seafood,58,0.64,0.17,0.66,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.4642484233735151
47,sat_fat,58,23.53,1.16,4.32,Saturated fats,Total saturated fatty acids (gm),0.7191050947758818
47,sodium,58,3349.56,117.41,592.77,Sodium,Sodium (mg),0.7241479724663673
47,ssb,58,319.48,29.77,281.85,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6473576532216548
47,veg_dg,58,0.09,0.03,0.11,Dark-green vegetables,Dark green vegetables (cup eq.),0.8311124239066564
47,veg_exc_sta,58,0.76,0.08,0.4,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6496181425365524
47,veg_oth,58,0.37,0.05,0.18,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6090934978948224
47,veg_ro,58,0.29,0.03,0.12,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6491732162538887
47,veg_sta,58,0.52,0.09,0.24,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.8731548960670754
48,added_sugar,36,12.25,1.64,6.82,Added sugars,Foods defined as added sugars (tsp. eq.),0.8489824443080584
48,dairy_cow,36,0.9,0.15,0.43,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8010730202115025
48,dairy_soy,36,0.02,0.01,0.11,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),NA
48,dairy_tot,36,0.91,0.15,0.43,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8010730202115025
48,fruit_exc_juice,36,0.71,0.11,0.56,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8443097191316313
48,fruit_juice,36,0.17,0.07,0.26,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.907688756958177
48,fruit_tot,36,0.83,0.16,0.62,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8542994955567097
48,gr_refined,36,6.04,0.48,1.69,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.8236469874512876
48,gr_whole,36,1.03,0.14,0.68,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9221271597578802
48,leg_tot,36,0.56,0.14,0.5,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.9451265779731928
48,oil,36,25.34,1.65,7.14,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.8082794756002797
48,pf_egg,36,0.96,0.24,0.85,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6995222613632002
48,pf_ns,36,0.97,0.22,1.02,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.9702459230708552
48,pf_pm,36,1.1,0.19,0.64,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.972255906386219
48,pf_poultry,36,1.18,0.19,0.61,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.599636723098715
48,pf_redm,36,1.2,0.17,0.56,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.747005946256783
48,pf_redm_tot,36,2.38,0.22,1.01,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.8486909578143866
48,pf_seafood,36,0.34,0.1,0.38,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7957928460105012
48,sat_fat,36,23.88,0.84,4.29,Saturated fats,Total saturated fatty acids (gm),0.7965193021043973
48,sodium,36,4013.7,255.68,695.85,Sodium,Sodium (mg),0.8534968801395427
48,ssb,36,239.36,35.2,212.78,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.8671765952550156
48,veg_dg,36,0.1,0.03,0.12,Dark-green vegetables,Dark green vegetables (cup eq.),0.8994265981457575
48,veg_exc_sta,36,1.17,0.17,0.56,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.8406460214608779
48,veg_oth,36,0.58,0.1,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.8134737048212212
48,veg_ro,36,0.39,0.07,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.8632206836995573
48,veg_sta,36,0.47,0.1,0.22,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.8986310772498562
5,added_sugar,354,13.05,0.67,7.17,Added sugars,Foods defined as added sugars (tsp. eq.),0.4743893538902738
