subgroup,Age,Sex,Race,diseases,count,crude_se,population,Age_label,Sex_label,Race_label
4,1,1,4,HSTK_medSBP,9,1,3878604,20-34,Female,OTH
5,1,2,1,HSTK_medSBP,75,10,19295314,20-34,Male,NHW
6,1,2,2,HSTK_medSBP,35,6,4186659,20-34,Male,NHB
7,1,2,3,HSTK_medSBP,47,7,6886181,20-34,Male,HIS
8,1,2,4,HSTK_medSBP,9,2,3785306,20-34,Male,OTH
9,2,1,1,HSTK_medSBP,229,16,10789518,35-44,Female,NHW
10,2,1,2,HSTK_medSBP,125,12,2841551,35-44,Female,NHB
11,2,1,3,HSTK_medSBP,76,9,4706043,35-44,Female,HIS
12,2,1,4,HSTK_medSBP,38,7,2705155,35-44,Female,OTH
13,2,2,1,HSTK_medSBP,241,16,10698668,35-44,Male,NHW
14,2,2,2,HSTK_medSBP,150,13,2373836,35-44,Male,NHB
15,2,2,3,HSTK_medSBP,144,12,4477083,35-44,Male,HIS
16,2,2,4,HSTK_medSBP,56,8,2268050,35-44,Male,OTH
17,3,1,1,HSTK_medSBP,645,25,12961330,45-54,Female,NHW
18,3,1,2,HSTK_medSBP,312,18,2294986,45-54,Female,NHB
19,3,1,3,HSTK_medSBP,176,14,2981376,45-54,Female,HIS
20,3,1,4,HSTK_medSBP,90,10,1908325,45-54,Female,OTH
21,3,2,1,HSTK_medSBP,714,27,10622756,45-54,Male,NHW
22,3,2,2,HSTK_medSBP,377,20,2323392,45-54,Male,NHB
23,3,2,3,HSTK_medSBP,329,19,3207152,45-54,Male,HIS
24,3,2,4,HSTK_medSBP,130,12,2807268,45-54,Male,OTH
25,4,1,1,HSTK_medSBP,1402,39,16626401,55-64,Female,NHW
26,4,1,2,HSTK_medSBP,498,23,3005374,55-64,Female,NHB
27,4,1,3,HSTK_medSBP,216,15,2911586,55-64,Female,HIS
28,4,1,4,HSTK_medSBP,150,13,2629488,55-64,Female,OTH
29,4,2,1,HSTK_medSBP,1550,40,15564860,55-64,Male,NHW
30,4,2,2,HSTK_medSBP,585,25,2050599,55-64,Male,NHB
31,4,2,3,HSTK_medSBP,367,20,2832735,55-64,Male,HIS
32,4,2,4,HSTK_medSBP,175,14,2195076,55-64,Male,OTH
33,5,1,1,HSTK_medSBP,2276,48,11513863,65-74,Female,NHW
34,5,1,2,HSTK_medSBP,507,23,1390166,65-74,Female,NHB
35,5,1,3,HSTK_medSBP,278,17,1616432,65-74,Female,HIS
36,5,1,4,HSTK_medSBP,245,16,1089947,65-74,Female,OTH
37,5,2,1,HSTK_medSBP,2533,51,10345066,65-74,Male,NHW
38,5,2,2,HSTK_medSBP,510,23,1099252,65-74,Male,NHB
39,5,2,3,HSTK_medSBP,266,17,1168063,65-74,Male,HIS
40,5,2,4,HSTK_medSBP,193,14,989548,65-74,Male,OTH
41,6,1,1,HSTK_medSBP,8575,131,9145660,75+,Female,NHW
42,6,1,2,HSTK_medSBP,998,45,1249362,75+,Female,NHB
43,6,1,3,HSTK_medSBP,708,38,737080,75+,Female,HIS
44,6,1,4,HSTK_medSBP,579,35,689818,75+,Female,OTH
45,6,2,1,HSTK_medSBP,6117,111,6831819,75+,Male,NHW
46,6,2,2,HSTK_medSBP,556,33,670963,75+,Male,NHB
47,6,2,3,HSTK_medSBP,463,31,548525,75+,Male,HIS
48,6,2,4,HSTK_medSBP,399,29,638884,75+,Male,OTH
1,1,1,1,IHD,142,12,18192633,20-34,Female,NHW
2,1,1,2,IHD,79,10,4596338,20-34,Female,NHB
3,1,1,3,IHD,23,5,6549965,20-34,Female,HIS
4,1,1,4,IHD,9,2,3878604,20-34,Female,OTH
5,1,2,1,IHD,391,20,19295314,20-34,Male,NHW
6,1,2,2,IHD,190,14,4186659,20-34,Male,NHB
7,1,2,3,IHD,124,12,6886181,20-34,Male,HIS
8,1,2,4,IHD,51,8,3785306,20-34,Male,OTH
9,2,1,1,IHD,697,26,10789518,35-44,Female,NHW
10,2,1,2,IHD,303,18,2841551,35-44,Female,NHB
11,2,1,3,IHD,96,10,4706043,35-44,Female,HIS
12,2,1,4,IHD,38,7,2705155,35-44,Female,OTH
13,2,2,1,IHD,2018,46,10698668,35-44,Male,NHW
14,2,2,2,IHD,731,27,2373836,35-44,Male,NHB
15,2,2,3,IHD,399,20,4477083,35-44,Male,HIS
16,2,2,4,IHD,192,14,2268050,35-44,Male,OTH
17,3,1,1,IHD,3079,56,12961330,45-54,Female,NHW
18,3,1,2,IHD,1129,34,2294986,45-54,Female,NHB
19,3,1,3,IHD,374,20,2981376,45-54,Female,HIS
20,3,1,4,IHD,125,12,1908325,45-54,Female,OTH
21,3,2,1,IHD,9113,96,10622756,45-54,Male,NHW
22,3,2,2,IHD,2316,49,2323392,45-54,Male,NHB
23,3,2,3,IHD,1387,38,3207152,45-54,Male,HIS
24,3,2,4,IHD,623,26,2807268,45-54,Male,OTH
25,4,1,1,IHD,9192,97,16626401,55-64,Female,NHW
26,4,1,2,IHD,2883,54,3005374,55-64,Female,NHB
27,4,1,3,IHD,983,32,2911586,55-64,Female,HIS
28,4,1,4,IHD,371,20,2629488,55-64,Female,OTH
29,4,2,1,IHD,26532,164,15564860,55-64,Male,NHW
30,4,2,2,IHD,5668,76,2050599,55-64,Male,NHB
31,4,2,3,IHD,2853,54,2832735,55-64,Male,HIS
32,4,2,4,IHD,1280,36,2195076,55-64,Male,OTH
33,5,1,1,IHD,17419,133,11513863,65-74,Female,NHW
34,5,1,2,IHD,3879,63,1390166,65-74,Female,NHB
35,5,1,3,IHD,1702,42,1616432,65-74,Female,HIS
36,5,1,4,IHD,766,28,1089947,65-74,Female,OTH
37,5,2,1,IHD,38858,198,10345066,65-74,Male,NHW
38,5,2,2,IHD,6250,79,1099252,65-74,Male,NHB
39,5,2,3,IHD,3344,58,1168063,65-74,Male,HIS
40,5,2,4,IHD,1694,42,989548,65-74,Male,OTH
41,6,1,1,IHD,86650,410,9145660,75+,Female,NHW
42,6,1,2,IHD,9842,141,1249362,75+,Female,NHB
43,6,1,3,IHD,6920,117,737080,75+,Female,HIS
44,6,1,4,IHD,3495,83,689818,75+,Female,OTH
45,6,2,1,IHD,92274,430,6831819,75+,Male,NHW
46,6,2,2,IHD,7532,122,670963,75+,Male,NHB
47,6,2,3,IHD,6643,116,548525,75+,Male,HIS
48,6,2,4,IHD,3551,85,638884,75+,Male,OTH
1,1,1,1,IHD_medBMI,142,12,18192633,20-34,Female,NHW
2,1,1,2,IHD_medBMI,79,10,4596338,20-34,Female,NHB
3,1,1,3,IHD_medBMI,23,5,6549965,20-34,Female,HIS
4,1,1,4,IHD_medBMI,9,2,3878604,20-34,Female,OTH
5,1,2,1,IHD_medBMI,391,20,19295314,20-34,Male,NHW
6,1,2,2,IHD_medBMI,190,14,4186659,20-34,Male,NHB
7,1,2,3,IHD_medBMI,124,12,6886181,20-34,Male,HIS
8,1,2,4,IHD_medBMI,51,8,3785306,20-34,Male,OTH
9,2,1,1,IHD_medBMI,697,26,10789518,35-44,Female,NHW
10,2,1,2,IHD_medBMI,303,18,2841551,35-44,Female,NHB
11,2,1,3,IHD_medBMI,96,10,4706043,35-44,Female,HIS
12,2,1,4,IHD_medBMI,38,7,2705155,35-44,Female,OTH
13,2,2,1,IHD_medBMI,2018,46,10698668,35-44,Male,NHW
14,2,2,2,IHD_medBMI,731,27,2373836,35-44,Male,NHB
15,2,2,3,IHD_medBMI,399,20,4477083,35-44,Male,HIS
16,2,2,4,IHD_medBMI,192,14,2268050,35-44,Male,OTH
17,3,1,1,IHD_medBMI,3079,56,12961330,45-54,Female,NHW
18,3,1,2,IHD_medBMI,1129,34,2294986,45-54,Female,NHB
19,3,1,3,IHD_medBMI,374,20,2981376,45-54,Female,HIS
20,3,1,4,IHD_medBMI,125,12,1908325,45-54,Female,OTH
21,3,2,1,IHD_medBMI,9113,96,10622756,45-54,Male,NHW
22,3,2,2,IHD_medBMI,2316,49,2323392,45-54,Male,NHB
23,3,2,3,IHD_medBMI,1387,38,3207152,45-54,Male,HIS
24,3,2,4,IHD_medBMI,623,26,2807268,45-54,Male,OTH
25,4,1,1,IHD_medBMI,9192,97,16626401,55-64,Female,NHW
26,4,1,2,IHD_medBMI,2883,54,3005374,55-64,Female,NHB
27,4,1,3,IHD_medBMI,983,32,2911586,55-64,Female,HIS
28,4,1,4,IHD_medBMI,371,20,2629488,55-64,Female,OTH
29,4,2,1,IHD_medBMI,26532,164,15564860,55-64,Male,NHW
30,4,2,2,IHD_medBMI,5668,76,2050599,55-64,Male,NHB
31,4,2,3,IHD_medBMI,2853,54,2832735,55-64,Male,HIS
32,4,2,4,IHD_medBMI,1280,36,2195076,55-64,Male,OTH
33,5,1,1,IHD_medBMI,17419,133,11513863,65-74,Female,NHW
34,5,1,2,IHD_medBMI,3879,63,1390166,65-74,Female,NHB
35,5,1,3,IHD_medBMI,1702,42,1616432,65-74,Female,HIS
36,5,1,4,IHD_medBMI,766,28,1089947,65-74,Female,OTH
37,5,2,1,IHD_medBMI,38858,198,10345066,65-74,Male,NHW
38,5,2,2,IHD_medBMI,6250,79,1099252,65-74,Male,NHB
39,5,2,3,IHD_medBMI,3344,58,1168063,65-74,Male,HIS
40,5,2,4,IHD_medBMI,1694,42,989548,65-74,Male,OTH
41,6,1,1,IHD_medBMI,86650,410,9145660,75+,Female,NHW
42,6,1,2,IHD_medBMI,9842,141,1249362,75+,Female,NHB
43,6,1,3,IHD_medBMI,6920,117,737080,75+,Female,HIS
44,6,1,4,IHD_medBMI,3495,83,689818,75+,Female,OTH
45,6,2,1,IHD_medBMI,92274,430,6831819,75+,Male,NHW
46,6,2,2,IHD_medBMI,7532,122,670963,75+,Male,NHB
47,6,2,3,IHD_medBMI,6643,116,548525,75+,Male,HIS
48,6,2,4,IHD_medBMI,3551,85,638884,75+,Male,OTH
1,1,1,1,IHD_medSBP,142,12,18192633,20-34,Female,NHW
2,1,1,2,IHD_medSBP,79,10,4596338,20-34,Female,NHB
3,1,1,3,IHD_medSBP,23,5,6549965,20-34,Female,HIS
4,1,1,4,IHD_medSBP,9,2,3878604,20-34,Female,OTH
5,1,2,1,IHD_medSBP,391,20,19295314,20-34,Male,NHW
6,1,2,2,IHD_medSBP,190,14,4186659,20-34,Male,NHB
7,1,2,3,IHD_medSBP,124,12,6886181,20-34,Male,HIS
8,1,2,4,IHD_medSBP,51,8,3785306,20-34,Male,OTH
9,2,1,1,IHD_medSBP,697,26,10789518,35-44,Female,NHW
10,2,1,2,IHD_medSBP,303,18,2841551,35-44,Female,NHB
11,2,1,3,IHD_medSBP,96,10,4706043,35-44,Female,HIS
12,2,1,4,IHD_medSBP,38,7,2705155,35-44,Female,OTH
13,2,2,1,IHD_medSBP,2018,46,10698668,35-44,Male,NHW
14,2,2,2,IHD_medSBP,731,27,2373836,35-44,Male,NHB
15,2,2,3,IHD_medSBP,399,20,4477083,35-44,Male,HIS
16,2,2,4,IHD_medSBP,192,14,2268050,35-44,Male,OTH
17,3,1,1,IHD_medSBP,3079,56,12961330,45-54,Female,NHW
18,3,1,2,IHD_medSBP,1129,34,2294986,45-54,Female,NHB
19,3,1,3,IHD_medSBP,374,20,2981376,45-54,Female,HIS
20,3,1,4,IHD_medSBP,125,12,1908325,45-54,Female,OTH
21,3,2,1,IHD_medSBP,9113,96,10622756,45-54,Male,NHW
22,3,2,2,IHD_medSBP,2316,49,2323392,45-54,Male,NHB
23,3,2,3,IHD_medSBP,1387,38,3207152,45-54,Male,HIS
24,3,2,4,IHD_medSBP,623,26,2807268,45-54,Male,OTH
25,4,1,1,IHD_medSBP,9192,97,16626401,55-64,Female,NHW
26,4,1,2,IHD_medSBP,2883,54,3005374,55-64,Female,NHB
27,4,1,3,IHD_medSBP,983,32,2911586,55-64,Female,HIS
28,4,1,4,IHD_medSBP,371,20,2629488,55-64,Female,OTH
29,4,2,1,IHD_medSBP,26532,164,15564860,55-64,Male,NHW
30,4,2,2,IHD_medSBP,5668,76,2050599,55-64,Male,NHB
31,4,2,3,IHD_medSBP,2853,54,2832735,55-64,Male,HIS
32,4,2,4,IHD_medSBP,1280,36,2195076,55-64,Male,OTH
33,5,1,1,IHD_medSBP,17419,133,11513863,65-74,Female,NHW
34,5,1,2,IHD_medSBP,3879,63,1390166,65-74,Female,NHB
35,5,1,3,IHD_medSBP,1702,42,1616432,65-74,Female,HIS
36,5,1,4,IHD_medSBP,766,28,1089947,65-74,Female,OTH
37,5,2,1,IHD_medSBP,38858,198,10345066,65-74,Male,NHW
38,5,2,2,IHD_medSBP,6250,79,1099252,65-74,Male,NHB
39,5,2,3,IHD_medSBP,3344,58,1168063,65-74,Male,HIS
40,5,2,4,IHD_medSBP,1694,42,989548,65-74,Male,OTH
41,6,1,1,IHD_medSBP,86650,410,9145660,75+,Female,NHW
42,6,1,2,IHD_medSBP,9842,141,1249362,75+,Female,NHB
43,6,1,3,IHD_medSBP,6920,117,737080,75+,Female,HIS
44,6,1,4,IHD_medSBP,3495,83,689818,75+,Female,OTH
45,6,2,1,IHD_medSBP,92274,430,6831819,75+,Male,NHW
46,6,2,2,IHD_medSBP,7532,122,670963,75+,Male,NHB
47,6,2,3,IHD_medSBP,6643,116,548525,75+,Male,HIS
48,6,2,4,IHD_medSBP,3551,85,638884,75+,Male,OTH
1,1,1,1,ISTK,38,6,18192633,20-34,Female,NHW
2,1,1,2,ISTK,14,4,4596338,20-34,Female,NHB
3,1,1,3,ISTK,9,2,6549965,20-34,Female,HIS
4,1,1,4,ISTK,6,1,3878604,20-34,Female,OTH
5,1,2,1,ISTK,34,6,19295314,20-34,Male,NHW
6,1,2,2,ISTK,22,5,4186659,20-34,Male,NHB
7,1,2,3,ISTK,11,3,6886181,20-34,Male,HIS
8,1,2,4,ISTK,6,1,3785306,20-34,Male,OTH
9,2,1,1,ISTK,59,9,10789518,35-44,Female,NHW
10,2,1,2,ISTK,33,6,2841551,35-44,Female,NHB
11,2,1,3,ISTK,16,5,4706043,35-44,Female,HIS
12,2,1,4,ISTK,9,1,2705155,35-44,Female,OTH
13,2,2,1,ISTK,85,10,10698668,35-44,Male,NHW
14,2,2,2,ISTK,60,8,2373836,35-44,Male,NHB
15,2,2,3,ISTK,35,6,4477083,35-44,Male,HIS
16,2,2,4,ISTK,9,2,2268050,35-44,Male,OTH
17,3,1,1,ISTK,218,15,12961330,45-54,Female,NHW
18,3,1,2,ISTK,100,11,2294986,45-54,Female,NHB
19,3,1,3,ISTK,38,7,2981376,45-54,Female,HIS
20,3,1,4,ISTK,20,5,1908325,45-54,Female,OTH
21,3,2,1,ISTK,292,18,10622756,45-54,Male,NHW
22,3,2,2,ISTK,130,12,2323392,45-54,Male,NHB
23,3,2,3,ISTK,77,9,3207152,45-54,Male,HIS
24,3,2,4,ISTK,25,6,2807268,45-54,Male,OTH
25,4,1,1,ISTK,678,26,16626401,55-64,Female,NHW
26,4,1,2,ISTK,290,18,3005374,55-64,Female,NHB
27,4,1,3,ISTK,108,11,2911586,55-64,Female,HIS
28,4,1,4,ISTK,49,7,2629488,55-64,Female,OTH
29,4,2,1,ISTK,1028,33,15564860,55-64,Male,NHW
30,4,2,2,ISTK,416,21,2050599,55-64,Male,NHB
31,4,2,3,ISTK,177,14,2832735,55-64,Male,HIS
32,4,2,4,ISTK,63,8,2195076,55-64,Male,OTH
33,5,1,1,ISTK,1856,44,11513863,65-74,Female,NHW
34,5,1,2,ISTK,494,23,1390166,65-74,Female,NHB
35,5,1,3,ISTK,220,15,1616432,65-74,Female,HIS
36,5,1,4,ISTK,90,10,1089947,65-74,Female,OTH
37,5,2,1,ISTK,2170,47,10345066,65-74,Male,NHW
38,5,2,2,ISTK,567,24,1099252,65-74,Male,NHB
39,5,2,3,ISTK,278,17,1168063,65-74,Male,HIS
40,5,2,4,ISTK,113,11,989548,65-74,Male,OTH
41,6,1,1,ISTK,16566,177,9145660,75+,Female,NHW
42,6,1,2,ISTK,2180,66,1249362,75+,Female,NHB
43,6,1,3,ISTK,1777,59,737080,75+,Female,HIS
44,6,1,4,ISTK,669,36,689818,75+,Female,OTH
45,6,2,1,ISTK,9058,135,6831819,75+,Male,NHW
46,6,2,2,ISTK,1127,48,670963,75+,Male,NHB
47,6,2,3,ISTK,986,45,548525,75+,Male,HIS
48,6,2,4,ISTK,425,30,638884,75+,Male,OTH
1,1,1,1,ISTK_medBMI,38,6,18192633,20-34,Female,NHW
2,1,1,2,ISTK_medBMI,14,4,4596338,20-34,Female,NHB
3,1,1,3,ISTK_medBMI,9,2,6549965,20-34,Female,HIS
4,1,1,4,ISTK_medBMI,6,1,3878604,20-34,Female,OTH
5,1,2,1,ISTK_medBMI,34,6,19295314,20-34,Male,NHW
6,1,2,2,ISTK_medBMI,22,5,4186659,20-34,Male,NHB
7,1,2,3,ISTK_medBMI,11,3,6886181,20-34,Male,HIS
8,1,2,4,ISTK_medBMI,6,1,3785306,20-34,Male,OTH
9,2,1,1,ISTK_medBMI,59,9,10789518,35-44,Female,NHW
10,2,1,2,ISTK_medBMI,33,6,2841551,35-44,Female,NHB
11,2,1,3,ISTK_medBMI,16,5,4706043,35-44,Female,HIS
12,2,1,4,ISTK_medBMI,9,1,2705155,35-44,Female,OTH
13,2,2,1,ISTK_medBMI,85,10,10698668,35-44,Male,NHW
14,2,2,2,ISTK_medBMI,60,8,2373836,35-44,Male,NHB
15,2,2,3,ISTK_medBMI,35,6,4477083,35-44,Male,HIS
16,2,2,4,ISTK_medBMI,9,2,2268050,35-44,Male,OTH
17,3,1,1,ISTK_medBMI,218,15,12961330,45-54,Female,NHW
18,3,1,2,ISTK_medBMI,100,11,2294986,45-54,Female,NHB
19,3,1,3,ISTK_medBMI,38,7,2981376,45-54,Female,HIS
20,3,1,4,ISTK_medBMI,20,5,1908325,45-54,Female,OTH
21,3,2,1,ISTK_medBMI,292,18,10622756,45-54,Male,NHW
22,3,2,2,ISTK_medBMI,130,12,2323392,45-54,Male,NHB
23,3,2,3,ISTK_medBMI,77,9,3207152,45-54,Male,HIS
24,3,2,4,ISTK_medBMI,25,6,2807268,45-54,Male,OTH
25,4,1,1,ISTK_medBMI,678,26,16626401,55-64,Female,NHW
26,4,1,2,ISTK_medBMI,290,18,3005374,55-64,Female,NHB
27,4,1,3,ISTK_medBMI,108,11,2911586,55-64,Female,HIS
28,4,1,4,ISTK_medBMI,49,7,2629488,55-64,Female,OTH
29,4,2,1,ISTK_medBMI,1028,33,15564860,55-64,Male,NHW
30,4,2,2,ISTK_medBMI,416,21,2050599,55-64,Male,NHB
31,4,2,3,ISTK_medBMI,177,14,2832735,55-64,Male,HIS
32,4,2,4,ISTK_medBMI,63,8,2195076,55-64,Male,OTH
33,5,1,1,ISTK_medBMI,1856,44,11513863,65-74,Female,NHW
34,5,1,2,ISTK_medBMI,494,23,1390166,65-74,Female,NHB
35,5,1,3,ISTK_medBMI,220,15,1616432,65-74,Female,HIS
36,5,1,4,ISTK_medBMI,90,10,1089947,65-74,Female,OTH
37,5,2,1,ISTK_medBMI,2170,47,10345066,65-74,Male,NHW
38,5,2,2,ISTK_medBMI,567,24,1099252,65-74,Male,NHB
39,5,2,3,ISTK_medBMI,278,17,1168063,65-74,Male,HIS
40,5,2,4,ISTK_medBMI,113,11,989548,65-74,Male,OTH
41,6,1,1,ISTK_medBMI,16566,177,9145660,75+,Female,NHW
42,6,1,2,ISTK_medBMI,2180,66,1249362,75+,Female,NHB
43,6,1,3,ISTK_medBMI,1777,59,737080,75+,Female,HIS
44,6,1,4,ISTK_medBMI,669,36,689818,75+,Female,OTH
45,6,2,1,ISTK_medBMI,9058,135,6831819,75+,Male,NHW
46,6,2,2,ISTK_medBMI,1127,48,670963,75+,Male,NHB
47,6,2,3,ISTK_medBMI,986,45,548525,75+,Male,HIS
48,6,2,4,ISTK_medBMI,425,30,638884,75+,Male,OTH
1,1,1,1,ISTK_medSBP,38,6,18192633,20-34,Female,NHW
2,1,1,2,ISTK_medSBP,14,4,4596338,20-34,Female,NHB
3,1,1,3,ISTK_medSBP,9,2,6549965,20-34,Female,HIS
4,1,1,4,ISTK_medSBP,6,1,3878604,20-34,Female,OTH
5,1,2,1,ISTK_medSBP,34,6,19295314,20-34,Male,NHW
6,1,2,2,ISTK_medSBP,22,5,4186659,20-34,Male,NHB
7,1,2,3,ISTK_medSBP,11,3,6886181,20-34,Male,HIS
8,1,2,4,ISTK_medSBP,6,1,3785306,20-34,Male,OTH
9,2,1,1,ISTK_medSBP,59,9,10789518,35-44,Female,NHW
10,2,1,2,ISTK_medSBP,33,6,2841551,35-44,Female,NHB
11,2,1,3,ISTK_medSBP,16,5,4706043,35-44,Female,HIS
12,2,1,4,ISTK_medSBP,9,1,2705155,35-44,Female,OTH
13,2,2,1,ISTK_medSBP,85,10,10698668,35-44,Male,NHW
14,2,2,2,ISTK_medSBP,60,8,2373836,35-44,Male,NHB
15,2,2,3,ISTK_medSBP,35,6,4477083,35-44,Male,HIS
16,2,2,4,ISTK_medSBP,9,2,2268050,35-44,Male,OTH
17,3,1,1,ISTK_medSBP,218,15,12961330,45-54,Female,NHW
18,3,1,2,ISTK_medSBP,100,11,2294986,45-54,Female,NHB
19,3,1,3,ISTK_medSBP,38,7,2981376,45-54,Female,HIS
20,3,1,4,ISTK_medSBP,20,5,1908325,45-54,Female,OTH
21,3,2,1,ISTK_medSBP,292,18,10622756,45-54,Male,NHW
22,3,2,2,ISTK_medSBP,130,12,2323392,45-54,Male,NHB
23,3,2,3,ISTK_medSBP,77,9,3207152,45-54,Male,HIS
24,3,2,4,ISTK_medSBP,25,6,2807268,45-54,Male,OTH
25,4,1,1,ISTK_medSBP,678,26,16626401,55-64,Female,NHW
26,4,1,2,ISTK_medSBP,290,18,3005374,55-64,Female,NHB
27,4,1,3,ISTK_medSBP,108,11,2911586,55-64,Female,HIS
28,4,1,4,ISTK_medSBP,49,7,2629488,55-64,Female,OTH
29,4,2,1,ISTK_medSBP,1028,33,15564860,55-64,Male,NHW
30,4,2,2,ISTK_medSBP,416,21,2050599,55-64,Male,NHB
31,4,2,3,ISTK_medSBP,177,14,2832735,55-64,Male,HIS
32,4,2,4,ISTK_medSBP,63,8,2195076,55-64,Male,OTH
33,5,1,1,ISTK_medSBP,1856,44,11513863,65-74,Female,NHW
34,5,1,2,ISTK_medSBP,494,23,1390166,65-74,Female,NHB
35,5,1,3,ISTK_medSBP,220,15,1616432,65-74,Female,HIS
36,5,1,4,ISTK_medSBP,90,10,1089947,65-74,Female,OTH
37,5,2,1,ISTK_medSBP,2170,47,10345066,65-74,Male,NHW
38,5,2,2,ISTK_medSBP,567,24,1099252,65-74,Male,NHB
39,5,2,3,ISTK_medSBP,278,17,1168063,65-74,Male,HIS
40,5,2,4,ISTK_medSBP,113,11,989548,65-74,Male,OTH
41,6,1,1,ISTK_medSBP,16566,177,9145660,75+,Female,NHW
42,6,1,2,ISTK_medSBP,2180,66,1249362,75+,Female,NHB
43,6,1,3,ISTK_medSBP,1777,59,737080,75+,Female,HIS
44,6,1,4,ISTK_medSBP,669,36,689818,75+,Female,OTH
45,6,2,1,ISTK_medSBP,9058,135,6831819,75+,Male,NHW
46,6,2,2,ISTK_medSBP,1127,48,670963,75+,Male,NHB
47,6,2,3,ISTK_medSBP,986,45,548525,75+,Male,HIS
48,6,2,4,ISTK_medSBP,425,30,638884,75+,Male,OTH
1,1,1,1,KC,244,33,18192633,20-34,Female,NHW
2,1,1,2,KC,60,16,4596338,20-34,Female,NHB
3,1,1,3,KC,94,16,6549965,20-34,Female,HIS
4,1,1,4,KC,33,11,3878604,20-34,Female,OTH
5,1,2,1,KC,392,43,19295314,20-34,Male,NHW
6,1,2,2,KC,58,15,4186659,20-34,Male,NHB
7,1,2,3,KC,101,16,6886181,20-34,Male,HIS
8,1,2,4,KC,60,14,3785306,20-34,Male,OTH
9,2,1,1,KC,709,54,10789518,35-44,Female,NHW
10,2,1,2,KC,183,28,2841551,35-44,Female,NHB
11,2,1,3,KC,423,37,4706043,35-44,Female,HIS
12,2,1,4,KC,97,18,2705155,35-44,Female,OTH
13,2,2,1,KC,1125,67,10698668,35-44,Male,NHW
14,2,2,2,KC,269,33,2373836,35-44,Male,NHB
15,2,2,3,KC,451,36,4477083,35-44,Male,HIS
16,2,2,4,KC,214,26,2268050,35-44,Male,OTH
17,3,1,1,KC,1974,94,12961330,45-54,Female,NHW
18,3,1,2,KC,306,33,2294986,45-54,Female,NHB
19,3,1,3,KC,499,35,2981376,45-54,Female,HIS
20,3,1,4,KC,164,21,1908325,45-54,Female,OTH
21,3,2,1,KC,3064,106,10622756,45-54,Male,NHW
22,3,2,2,KC,750,55,2323392,45-54,Male,NHB
23,3,2,3,KC,773,44,3207152,45-54,Male,HIS
24,3,2,4,KC,548,49,2807268,45-54,Male,OTH
25,4,1,1,KC,4187,143,16626401,55-64,Female,NHW
26,4,1,2,KC,986,70,3005374,55-64,Female,NHB
27,4,1,3,KC,1009,57,2911586,55-64,Female,HIS
28,4,1,4,KC,488,44,2629488,55-64,Female,OTH
29,4,2,1,KC,8936,208,15564860,55-64,Male,NHW
30,4,2,2,KC,1319,71,2050599,55-64,Male,NHB
31,4,2,3,KC,1561,71,2832735,55-64,Male,HIS
32,4,2,4,KC,940,61,2195076,55-64,Male,OTH
33,5,1,1,KC,4849,146,11513863,65-74,Female,NHW
34,5,1,2,KC,743,52,1390166,65-74,Female,NHB
35,5,1,3,KC,713,48,1616432,65-74,Female,HIS
36,5,1,4,KC,278,26,1089947,65-74,Female,OTH
37,5,2,1,KC,9640,204,10345066,65-74,Male,NHW
38,5,2,2,KC,1064,63,1099252,65-74,Male,NHB
39,5,2,3,KC,1057,54,1168063,65-74,Male,HIS
40,5,2,4,KC,476,36,989548,65-74,Male,OTH
41,6,1,1,KC,4173,133,9145660,75+,Female,NHW
42,6,1,2,KC,688,58,1249362,75+,Female,NHB
43,6,1,3,KC,375,28,737080,75+,Female,HIS
44,6,1,4,KC,185,19,689818,75+,Female,OTH
45,6,2,1,KC,7001,175,6831819,75+,Male,NHW
46,6,2,2,KC,632,53,670963,75+,Male,NHB
47,6,2,3,KC,520,35,548525,75+,Male,HIS
48,6,2,4,KC,319,29,638884,75+,Male,OTH
1,1,1,1,LC,89,21,18192633,20-34,Female,NHW
2,1,1,2,LC,36,12,4596338,20-34,Female,NHB
3,1,1,3,LC,42,11,6549965,20-34,Female,HIS
4,1,1,4,LC,33,11,3878604,20-34,Female,OTH
5,1,2,1,LC,107,22,19295314,20-34,Male,NHW
6,1,2,2,LC,15,8,4186659,20-34,Male,NHB
7,1,2,3,LC,46,12,6886181,20-34,Male,HIS
8,1,2,4,LC,23,9,3785306,20-34,Male,OTH
9,2,1,1,LC,402,42,10789518,35-44,Female,NHW
10,2,1,2,LC,175,28,2841551,35-44,Female,NHB
11,2,1,3,LC,152,22,4706043,35-44,Female,HIS
12,2,1,4,LC,193,25,2705155,35-44,Female,OTH
13,2,2,1,LC,498,44,10698668,35-44,Male,NHW
14,2,2,2,LC,160,25,2373836,35-44,Male,NHB
15,2,2,3,LC,103,18,4477083,35-44,Male,HIS
16,2,2,4,LC,79,16,2268050,35-44,Male,OTH
17,3,1,1,LC,4072,135,12961330,45-54,Female,NHW
18,3,1,2,LC,473,41,2294986,45-54,Female,NHB
19,3,1,3,LC,304,27,2981376,45-54,Female,HIS
20,3,1,4,LC,410,33,1908325,45-54,Female,OTH
21,3,2,1,LC,2753,100,10622756,45-54,Male,NHW
22,3,2,2,LC,660,51,2323392,45-54,Male,NHB
23,3,2,3,LC,265,26,3207152,45-54,Male,HIS
24,3,2,4,LC,543,48,2807268,45-54,Male,OTH
25,4,1,1,LC,18207,300,16626401,55-64,Female,NHW
26,4,1,2,LC,3353,128,3005374,55-64,Female,NHB
