foodcode,description
71962040,"Taro, baked"
75340020,"Vegetable combinations, Asian style, broccoli, green pepper, water chestnut, etc., cooked, fat added in cooking, NS as to type of fat"
41301010,"Cowpeas, dry, cooked, fat added in cooking"
27418110,Seasoned shredded soup meat
75220049,"Lettuce, cooked, NS as to fat added in cooking"
22101000,"Pork chop, NS as to cooking method, NS as to fat eaten"
67404020,"Fruit dessert, baby food, junior"
57344007,Cereal (Kellogg's Special K Low Fat Granola)
53305720,"Pie, lemon, not cream or meringue, individual size or tart"
26133160,"Porgy, steamed or poached"
27320120,"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27510205,"Cheeseburger, 1 small patty, with condiments, on white bun"
75209002,"Brussels sprouts, cooked, from frozen, NS as to fat added in cooking"
76603010,"Vegetable and beef, baby food, strained"
42301115,"Peanut butter sandwich, with reduced fat peanut butter, on white bread"
76604000,"Broccoli and chicken, baby food, strained"
73303000,"Squash, winter type, baked, NS as to fat or sugar added in cooking"
58160560,"Rice, white, with dark green vegetables, fat not added in cooking"
32202110,Egg and ham on biscuit
72128212,"Turnip greens, cooked, from frozen, fat not added in cooking"
26155190,"Tuna, canned, water pack"
13120310,"Ice cream bar, stick or nugget, with crunch coating"
27564220,"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole grain white bread"
41812500,"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce"
24162150,"Chicken wing, baked or broiled, from fast food / restaurant"
53233060,"Cookie, oatmeal, with chocolate chips"
58126170,"Turnover filled with meat and vegetable, no potatoes, no gravy"
67600100,"Apples and sweet potatoes, baby food, strained"
53204860,"Cookie, brownie, fat free, NS as to icing"
91731150,"Peanuts, yogurt covered"
72132201,"Bitter melon, horseradish, jute, or radish leaves, cooked"
58136160,"Lo mein, with chicken"
42401010,"Coconut milk, used in cooking"
25210310,"Frankfurter or hot dog, chicken"
71501071,"Potato, mashed, ready-to-heat, with cheese"
75201021,"Artichoke, fresh, cooked, fat added"
27510649,"Double hamburger, on white bun, 2 small patties"
58160410,"Rice, white, with corn, no added fat"
31108110,"Egg, white, cooked, no added fat"
27540160,"Chicken fillet sandwich, NS as to fried or grilled, from fast food"
24142311,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked"
27550420,"Fish sandwich, grilled"
72125227,"Spinach, canned, cooked with oil"
27540206,"Chicken fillet sandwich, grilled, on wheat bun, with cheese"
53101200,"Cake, angel food, with icing or filling"
27120090,Ham or pork with mushroom sauce
71505050,"Potato tots, frozen, fried"
91703060,"Caramel with nuts, chocolate covered"
54403092,"Popcorn, ready-to-eat packaged, other flavored"
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing"
93301218,Vodka and tonic
41101120,"White beans, from dried, no added fat"
53714230,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating"
71905100,"Plantain, cooked with butter or margarine"
22300160,"Ham, breaded or floured, fried, lean and fat eaten"
58146331,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant"
55200080,"Waffle, whole grain, fruit, from frozen"
75204012,"Lima beans, from frozen, no added fat"
21301000,"Beef, oxtails, cooked"
24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw"
24152241,"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked"
26315121,"Oysters, baked or broiled, no added fat"
41106150,"Kidney beans, from fast food / restaurant"
58105075,Fajita with vegetables
55301048,"French toast sticks, from school, NFS"
91734450,Reese's Crispy Crunchy Bar
24132230,"Chicken leg, drumstick and thigh, baked or broiled, skin eaten"
91108010,"Sugar substitute, stevia, liquid"
24123300,"Chicken breast, grilled without sauce, skin eaten"
93405000,Wine spritzer
75202022,"Asparagus, frozen, cooked, fat added, NS as to fat type"
74402010,Tomato chili sauce
64132500,"Strawberry juice, 100%"
11710630,"Infant formula, NS as to form (Enfamil Infant)"
53223000,"Cookie, gingersnaps"
92552000,"Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet"
26153160,"Tuna, fresh, steamed or poached"
32130190,"Egg omelet or scrambled egg, with meat, NS as to fat"
63135110,"Peach, canned, NFS"
27540360,"Turkey and bacon submarine sandwich, with lettuce, tomato and spread"
58100500,"Enchilada, no sauce"
24134151,"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten"
75147000,"Spinach salad, no dressing"
75218501,"Lotus root, cooked"
58400200,"Rice soup, NFS"
71501000,"Potato, mashed, NFS"
58105100,"Pupusa, cheese-filled"
24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten"
26131131,"Pompano, coated, baked or broiled, no added fat"
24153210,"Chicken thigh, stewed, skin eaten"
32131070,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat"
54403058,"Popcorn, microwave, cheese flavored"
26109122,"Cod, baked or broiled, made with margarine"
26319122,"Shrimp, baked or broiled, made with margarine"
56205016,"Rice, brown, cooked, made with margarine"
92101630,"Coffee, espresso, decaffeinated"
75205200,Fried green beans
28350210,"Clam chowder, NS as to Manhattan or New England style"
32131200,"Egg omelet or scrambled egg, with potatoes and/or onions, fat added"
53104550,Cheesecake with fruit
28350120,"Crab soup, tomato-base"
41602050,Split pea soup
71801000,"Potato soup, NS as to made with milk or water"
57344015,Cereal (Kellogg's Special K Fruit & Yogurt)
95312400,"Energy drink, low calorie (Monster)"
75232000,"Seaweed, dried"
81103035,"Margarine-oil blend, NFS"
71905410,Plantain chips
92102401,"Iced Coffee, brewed, decaffeinated"
75510050,Olive tapenade
83204000,"Mayonnaise, light"
54408430,"Pretzels, soft, ready-to-eat, topped with meat"
73105000,Beet juice
75132100,Celery juice
75600150,"Soup, cream of, NFS"
27520140,Bacon and egg sandwich
27510655,"Double hamburger, on white bun, 2 medium patties"
27540120,Chicken salad or chicken spread sandwich
53521140,"Doughnut, jelly"
28310110,"Beef, broth, bouillon, or consomme"
91304020,"Topping, chocolate"
58161439,"Rice, brown, with carrots, fat added"
32400070,"Egg white omelet, scrambled, or fried, made with butter"
58160490,"Rice, white, with peas and carrots, NS as to fat"
58164520,"Rice, white, with cheese and/or cream based sauce, fat added"
57240100,Cereal (General Mills Chex Honey Nut)
24132231,"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten"
73111213,"Peas and carrots, canned, cooked, no added fat"
75143100,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing"
41221000,"Baked beans, reduced sodium"
27540111,"Sliced chicken sandwich, with cheese and spread"
11710664,"Infant formula, powder, made with tap water (Enfamil A.R.)"
75202035,"Asparagus, canned, cooked with butter or margarine"
57301510,Cereal (Kashi GOLEAN)
73102213,"Carrots, canned, cooked, no added fat"
75656040,"Vegetable soup, with pasta, chunky style"
54408411,"Pretzels, soft, ready-to-eat, unsalted, buttered"
63129050,"Mango, frozen"
75511300,"Pickles, fried"
71404050,"Potato, hash brown, from school lunch"
24102070,"Chicken, NS as to part, rotisserie, skin not eaten"
91733000,Peanut brittle
73102212,"Carrots, frozen, cooked, no added fat"
83300700,"Mayonnaise, fat free"
27540186,"Chicken fillet sandwich, fried, on wheat bun, with cheese"
58116130,"Empanada, Mexican turnover, filled with chicken and vegetables"
54404000,"Popcorn chips, plain"
41205055,Layer dip
58161321,Kidney beans and brown rice
56203550,"Oatmeal, reduced sugar, flavored, NS as to fat"
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat"
22300150,"Ham, breaded or floured, fried, NS as to fat eaten"
54403053,"Popcorn, microwave, plain, light"
51620000,"Roll, multigrain"
14103020,"Cheese, Brie"
92400000,"Soft drink, NFS"
91610900,"Popsicle, NFS"
52208020,"Corn pone, fried"
22201120,"Pork steak or cutlet, broiled or baked, lean only eaten"
57344020,Cereal (Kellogg's Special K Vanilla Almond)
74303100,"Tomato and vegetable juice, 100%, low sodium"
92305920,"Tea, iced, instant, green, pre-sweetened with low calorie sweetener"
67102000,"Applesauce, baby food, NS as to strained or junior"
24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten"
58160102,"Kidney beans and rice, from fast food / restaurant"
75233022,"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type"
51161020,"Roll, sweet, with fruit, frosted"
91770010,Dietetic or low calorie gumdrops
41106170,Kidney beans with meat
32131050,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat"
27510191,Cheeseburger slider
58124220,"Pastry, egg and cheese filled"
57224000,Cereal (General Mills Golden Grahams)
58134120,"Stuffed shells, cheese-filled, with tomato sauce, meatless"
58160400,"Rice, white, with corn, NS as to fat"
53305700,"Pie, lemon, not cream or meringue"
57124300,Cereal (General Mills Lucky Charms Chocolate)
27243600,Chicken or turkey and rice with soy-based sauce
75647000,Seaweed soup
58106660,"Pizza with extra meat, thick crust"
58161323,Pinto beans and brown rice
27311110,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
28143040,"Chicken chow mein with rice, diet frozen meal"
75100250,"Raw vegetable, NFS"
41305020,"Lentils, from canned"
24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked"
22000320,"Pork, NS as to cut, breaded or floured, fried, lean only eaten"
24142310,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked"
27510000,"Beef sandwich, NFS"
57124100,Cereal (General Mills Cheerios Chocolate)
27420510,"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce"
53415200,"Fritter, banana"
58160550,"Rice, white, with dark green vegetables, NS as to fat"
41101080,"Beans, from fast food / restaurant, NS as to type"
21417120,"Beef brisket, cooked, lean only eaten"
22201220,"Pork steak or cutlet, fried, lean only eaten"
11720618,"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)"
25210620,"Frankfurter or hot dog, beef, reduced fat or light"
71701000,Potato pancake
76401060,"Beans, green string, baby food, toddler"
75607060,"Mushroom soup, cream of, NS as to made with milk or water"
75205131,"Green beans, canned, reduced sodium, cooked with oil"
58130140,Lasagna with chicken or turkey
41311020,"Sambar, vegetable stew"
92510730,"Fruit punch, made with soda, fruit juice, and sherbet or ice cream"
27150160,Shrimp with lobster sauce
67203000,"Apple-fruit juice blend, baby food"
58160520,"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat"
54305010,"Crackers, crispbread"
67202010,"Apple juice, with added calcium, baby food"
58421060,"Sopa seca de arroz, home recipe, Mexican style"
75235000,Water Chesnut
26127143,"Perch, coated, fried, no added fat"
93202000,"Cordial or liqueur, coffee flavored"
27510262,"Double cheeseburger, on white bun, 2 large patties"
83207000,"Thousand Island dressing, light"
27416300,"Beef taco filling: beef, cheese, tomato, taco sauce"
57230000,Cereal (Post Grape-Nuts)
58160690,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added"
11830165,"Chocolate beverage powder, light, dry mix, not reconstituted"
76205020,"Squash, baby food, junior"
57132000,Cereal (General Mills Chex Corn)
14105200,"Cheese, Gruyere"
27510246,"Cheeseburger, on wheat bun, 1 large patty"
54408480,"Pretzels, soft, multigrain"
63100110,"Fruit, pickled"
91760100,"Toffee, chocolate covered"
92510650,Tamarind drink
61204200,"Lemon juice, 100%, canned or bottled"
83201000,"Blue or roquefort cheese dressing, light"
22000210,"Pork, NS as to cut, fried, lean and fat eaten"
92433000,"Fruit juice drink, noncitrus, carbonated"
58151440,"Sushi, topped with tuna"
53303570,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart"
58146722,"Pasta, whole grain, with cream sauce and poultry, home recipe"
27510371,"Double cheeseburger, from fast food, 2 small patties"
27550400,"Fish sandwich, fried, on white bun"
25221260,"Pepperoni, reduced sodium"
26305121,"Crab, baked or broiled, no added fat"
57321900,Cereal (Nature's Path Organic Flax Plus)
63143110,"Plum, canned"
14640020,"Cheese sandwich, reduced fat Cheddar cheese, on white bread, no spread"
74404090,Vodka sauce with tomatoes and cream
32131210,"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat"
75213110,"Cactus, cooked, no added fat"
58131535,"Ravioli, cheese-filled, with cream sauce"
75311013,"Classic mixed vegetables, canned, cooked, no added fat"
58130013,"Lasagna with meat, canned"
26137141,"Salmon, coated, fried, made with butter"
61101200,"Grapefruit, canned"
22201110,"Pork steak or cutlet, broiled or baked, lean and fat eaten"
42301120,"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread"
21105120,"Beef steak, braised, lean and fat eaten"
24127211,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked"
26151121,"Trout, baked or broiled, made with butter"
75214022,"Cauliflower, frozen, cooked, fat added, NS as to fat type"
71305015,"Potato, scalloped, NFS"
33401600,"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables"
91511020,"Gelatin dessert, sugar free, with fruit"
52206060,"Cornbread muffin, stick, round, made from home recipe"
27130010,Lamb or mutton with gravy
92306100,Corn beverage
53720210,Nutrition bar (Clif Kids Organic Zbar)
23200100,"Veal, NS as to cut, cooked, NS as to fat eaten"
75141040,"Cabbage salad or coleslaw, made with any type of fat free dressing"
26107121,"Catfish, baked or broiled, made with butter"
28355350,"Salmon soup, cream style"
52104040,"Biscuit, wheat"
26107131,"Catfish, coated, baked or broiled, made with butter"
75224031,"Green peas, fresh, cooked, fat added, NS as to fat type"
58100260,"Burrito with chicken, beans, rice, and sour cream"
58160805,"Rice, white, with lentils, fat added"
58104290,"Gordita, sope, or chalupa with meat"
56201340,"Grits, instant, made with milk, fat added"
54339000,"Crackers, corn"
27564100,"Frankfurter or hot dog sandwich, beef, plain, on whole grain white bread"
92309030,"Tea, iced, bottled, black, decaffeinated, diet"
67100200,"Tropical fruit medley, baby food, strained"
27311605,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
93403000,"Wine, light"
58111200,"Puffs, fried, crab meat and cream cheese filled"
28340510,"Chicken or turkey noodle soup, chunky style, canned or ready-to-serve"
53202000,"Cookie, almond"
25220445,"Bologna, made from any kind of meat, reduced fat and reduced sodium"
57344001,Cereal (Kellogg's Special K Blueberry)
93404550,"Sangria, red"
75132000,Mixed vegetable juice
42104000,"Cashews, NFS"
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant"
53420200,"Cream puff, eclair, custard or cream filled, iced"
53101100,"Cake, angel food, without icing or filling"
22201410,"Pork steak or cutlet, breaded or floured, fried, lean and fat eaten"
25240000,"Meat spread or potted meat, NFS"
28101000,"Frozen dinner, NFS"
63111010,"Cherries, maraschino"
53208200,"Cookie, marshmallow pie, chocolate covered"
63126510,Lychee
42106000,"Coconut, fresh"
57320500,"Cereal (Quaker Granola with Oats, Honey, and Raisins)"
95312900,Energy drink (XS)
92101851,"Coffee, cafe con leche, decaffeinated"
32130410,"Egg omelet or scrambled egg, with tomatoes, no added fat"
31106010,"Egg, whole, baked, no added fat"
72107227,"Collards, fresh, cooked with oil"
53119000,"Cake, pineapple, upside down"
91705410,"Chocolate, white, with almonds"
11720319,"Infant formula, powder, made with baby water (Enfamil ProSobee)"
53236100,"Cookie, pumpkin"
58101720,Taco or tostada with beans
72128222,"Turnip greens, frozen, cooked, fat added"
51630200,"Muffin, English, multigrain"
26118050,"Halibut, steamed or poached"
58123110,"Sweet bread dough, filled with meat, steamed"
53246000,"Cookie, tea, Japanese"
91705310,"Chocolate, sweet or dark, with almonds"
31111020,"Egg, yolk only, cooked, fat added"
51807000,"Injera, Ethiopian bread"
74404020,Spaghetti sauce with added vegetables
41202505,"Beans and tomatoes, no added fat"
27564270,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole wheat bread"
58136140,"Lo mein, with pork"
58106705,"Pizza with meat and vegetables, from frozen, thick crust"
58130310,"Lasagna, meatless"
41601090,"Bean soup, with macaroni, home recipe, canned, or ready-to-serve"
51306000,"Breadsticks, hard, whole wheat"
58161437,"Rice, brown, with carrots, no added fat"
24132241,"Chicken leg, drumstick and thigh, rotisserie, skin not eaten"
25230110,"Luncheon meat, NFS"
78101115,"Fruit and vegetable smoothie, non-dairy"
71930190,Yuca fries
57806200,"Oatmeal cereal with fruit, baby food, dry, instant, toddler"
74606010,"Tomato vegetable soup, prepared with water"
52208760,"Gordita/sope shell, plain, no filling"
72308500,"Dark-green leafy vegetable soup, meatless, Asian style"
32130640,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat"
62114110,"Papaya, dried"
21500000,"Ground beef, raw"
11720323,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)"
73420020,"Sweet potato tots, from frozen, baked"
13311000,"Custard pudding, baby food, flavor other than chocolate, strained"
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream"
56201516,"Cornmeal mush, no added fat"
83112950,Poppy seed dressing
58503010,"Macaroni, tomatoes, and beef, baby food, strained"
22421020,"Pork roast, smoked or cured, cooked, lean only eaten"
64120010,"Papaya juice, 100%"
75217301,"Flowers or blossoms of sesbania, squash, or lily, cooked"
75652050,"Vegetable beef soup with rice, home recipe"
53220000,"Cookie, fruit-filled bar"
58161530,"Rice, brown, with other vegetables, NS as to fat"
58128220,Dressing with chicken or turkey and vegetables
71203010,"Potato chips, popped, plain"
56207370,"Wheat cereal, chocolate flavored, cooked"
14640052,"Cheese sandwich, American cheese, on wheat bread, with butter"
28310320,"Beef noodle soup, Puerto Rican style"
32202060,Egg and sausage on biscuit
71905008,"Plantain, cooked, fat added, NS as to fat type"
41106040,"Kidney beans, from canned, fat added"
27550200,"Fish sandwich, from school cafeteria"
26157160,"Whiting, steamed or poached"
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe"
72101100,"Beet greens, raw"
63137050,"Pear, Asian, raw"
91733200,"Peanut Bar, chocolate covered candy"
41310900,Bean chips
58160450,"Rice, white, with peas, fat added"
27320150,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
13210370,Creme brulee
57151000,"Cereal, crispy rice"
22621000,"Salt pork, cooked"
72125222,"Spinach, frozen, cooked, fat added, NS as to fat type"
89901030,"Gravy, for use with vegetables"
92610030,"Horchata beverage, made with milk"
53237000,"Cookie, raisin"
27510229,Quarter Pounder (McDonalds)
58103210,"Tamale, meatless, with sauce, Puerto Rican or Caribbean style"
28310230,"Meatball soup, home recipe, Mexican style"
14640058,"Cheese sandwich, Cheddar cheese, on wheat bread, with butter"
75120000,"Green peas, raw"
58146150,Pasta with tomato-based sauce and cheese
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal"
14670000,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing"
21304000,"Beef, shortribs, cooked, NS as to fat eaten"
58106606,"Pizza with meat other than pepperoni, from frozen, thick crust"
67114020,"Pears and pineapple, baby food, junior"
31203000,"Quail egg, canned"
72130201,"Watercress, cooked"
56205017,"Rice, brown, cooked, fat added, NS as to fat type"
75215120,"Fennel bulb, cooked"
14640160,"Grilled cheese sandwich, reduced fat American cheese, on wheat bread"
91403000,"Fruit butter, all flavors"
27120080,Ham stroganoff
58402100,"Beef noodle soup, home recipe"
75208023,"Beets, canned, cooked, fat added"
95342000,"Fruit juice, acai blend"
58100220,Burrito with chicken and beans
63403020,"Fruit salad, including citrus fruit, with whipped cream"
63403040,"Fruit salad, including citrus fruits, with marshmallows"
93404560,"Sangria, white"
14610520,Cheese ball
56201057,"Grits, regular or quick, made with milk, fat added"
11710969,"Infant formula, powder, made with baby water (Store Brand)"
71402510,"Potato, french fries, with chili and cheese"
72125212,"Spinach, frozen, cooked, no added fat"
75502010,"Cauliflower, pickled"
58101820,"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips"
58164580,"Rice, white, with soy-based sauce, fat added"
56202960,"Oatmeal, NS as to regular, quick, or instant, NS as to fat"
64133100,"Watermelon juice, 100%"
24198720,"Chicken, ground"
91405000,"Jelly, sugar free, all flavors"
54408416,"Pretzels, soft, ready-to-eat, unsalted, no butter"
53104400,"Cake or cupcake, coconut, with icing or filling"
58101800,Ground beef with tomato sauce and taco seasonings on a cornbread crust
14640068,"Cheese sandwich, reduced fat Cheddar cheese, on white bread, with butter"
53440800,"Strudel, cheese and fruit"
32130710,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat"
75209012,"Brussels sprouts, frozen, cooked, no added fat"
82108500,Sunflower oil
31201000,"Duck egg, cooked"
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake"
11830400,"Strawberry beverage powder, dry mix, not reconstituted"
27218310,"Stewed corned beef, Puerto Rican style"
95310500,Energy drink (Mountain Dew AMP)
55204000,"Waffle, cornmeal"
26307140,"Crab, soft shell, coated, fried"
58106830,"Pizza with beans and vegetables, thick crust"
58163360,"Flavored rice, brown and wild"
27550110,Crab cake sandwich
75317020,"Vegetables, stew type, cooked, no added fat"
75604010,"Corn soup, cream of, prepared with milk"
56203065,"Oatmeal, regular or quick, made with milk, NS as to fat"
64104610,Blueberry juice
27550425,Fish wrap sandwich
57241200,Cereal (Post Shredded Wheat Honey Nut)
92801000,"Wine, nonalcoholic"
95321000,"Sports drink, NFS"
63141200,"Pineapple, frozen"
28355140,"Clam chowder, New England, reduced sodium, canned or ready-to-serve"
75311110,"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat"
58131320,"Ravioli, meat-filled, with tomato sauce or meat sauce"
58127150,Vegetables and cheese in pastry
12220270,"Whipped topping, fat free"
71601015,"Potato salad with egg, made with light mayonnaise"
92900200,"Fruit flavored drink, powdered, not reconstituted, diet"
64105400,"Cranberry juice, 100%, not a blend"
26213100,"Squid, raw"
63420205,"Frozen fruit juice bar, no sugar added"
57206710,Cereal (General Mills Fiber One Honey Clusters)
27345310,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
27510254,"Double cheeseburger, on white bun, 2 small patties"
26121160,"Mackerel, pickled"
75650990,"Minestrone soup, reduced sodium, canned or ready-to-serve"
24162140,"Chicken wing, baked or broiled, from pre-cooked"
75301110,"Lima beans and corn, cooked, no added fat"
27150140,Seafood sauce
28140100,"Chicken dinner, NFS, frozen meal"
75651040,"Vegetable noodle soup, canned, prepared with water, or ready-to-serve"
11116000,"Goat's milk, whole"
27550150,Fried seafood sandwich
22708010,"Pork, pig's hocks, cooked"
93301045,"Gelatin shot, alcoholic"
13252590,Trifle
56201360,"Grits, instant, made with non-dairy milk, fat added"
51404010,"Bread, pumpernickel"
58121610,"Dumpling, potato- or cheese-filled"
57106060,Cereal (General Mills Cheerios Banana Nut)
56207102,"Cream of wheat, instant, made with non-dairy milk, no added fat"
32130310,"Egg omelet or scrambled egg, with cheese and meat, made with oil"
22300140,"Ham, fried, lean only eaten"
24167210,"Chicken wing, fried, coated, from pre-cooked"
71980200,Taro chips
58161440,"Rice, brown, with peas and carrots, NS as to fat"
58127210,"Croissant sandwich, filled with ham and cheese"
26153131,"Tuna, fresh, coated, baked or broiled, no added fat"
14640012,"Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread"
27510258,"Double cheeseburger, on wheat bun, 2 medium patties"
11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)"
61213220,"Tangerine juice, 100%"
62116100,"Peach, dried"
62119100,"Pear, dried"
56202920,"Oatmeal, from fast food, other flavors"
91306020,"Caramel dip, regular"
32130365,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type"
58146733,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat"
28320160,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style"
27213200,Beef and rice with gravy
58421080,"Sopa de tortilla, Mexican style tortilla soup, home recipe"
72107230,"Collards, frozen, cooked with oil"
75601010,"Asparagus soup, cream of, prepared with milk"
75201023,"Artichoke, canned, cooked, fat added"
81100000,"Table fat, NFS"
41101140,"White beans, from canned, fat added"
78101118,"Fruit and vegetable smoothie, non-dairy, added protein"
32130480,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat"
41101020,"Beans, from dried, NS as to type, no added fat"
27347220,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
22709110,"Pork skin, boiled"
27550755,Tuna salad wrap sandwich
91716010,"Halvah, plain"
58164800,"Rice, brown, with cheese and/or cream based sauce, NS as to fat"
53341500,"Pie, buttermilk"
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)"
77121010,"Fried stuffed potatoes, Puerto Rican style"
42203100,Peanut butter and chocolate spread
58160106,"Pinto beans and rice, from fast food / restaurant"
52105200,"Scone, with fruit"
91560100,Haupia
58146653,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat"
55301050,"French toast sticks, plain"
27120100,Ham or pork with tomato-based sauce
53381070,"Pie, lemon meringue, individual size or tart"
63148750,Tamarind
75651080,"Vegetable beef soup with rice, canned, prepared with water or ready-to-serve"
92102505,"Coffee, Iced Latte, with non-dairy milk, flavored"
11710353,"Infant formula, powder, made with water, NFS (Similac Advance)"
56202100,"Millet, fat added"
11710929,"Infant formula, powder, made with baby water (Gerber Good Start Protect)"
72116220,"Escarole, cooked"
41101180,"White beans, from canned, no added fat"
58145300,"Macaroni or noodles with cheese, whole grain"
27510661,"Double hamburger, from fast food, 2 small patties"
93301050,Gimlet
71930200,"Casabe, cassava bread"
27510675,"Double hamburger, from fast food, 2 large patties"
93301150,Tom Collins
55103100,"Pancakes, with chocolate"
27315520,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
53415100,"Crisp, apple, apple dessert"
27510636,"Hamburger, on wheat bun, 1 large patty"
61201225,"Grapefruit juice, 100%, with calcium added"
91745040,Butterscotch hard candy
22411000,"Pork roast, shoulder, cooked, NS as to fat eaten"
67204000,"Mixed fruit juice, not citrus, baby food"
33401100,"Egg substitute, omelet, scrambled, or fried, with meat"
56205014,"Rice, brown, cooked, made with butter"
75218400,"Leek, cooked"
11114320,"Milk, lactose free, fat free (skim)"
57830100,"Gerber Graduates Finger Snacks Cereal, baby food"
21701010,"Beef, baby food, strained"
73402000,"Sweet potato, baked, peel eaten, NS as to fat"
92513010,"Slush frozen drink, no sugar added"
61201010,"Grapefruit juice, 100%, freshly squeezed"
27510657,"Double hamburger, on wheat bun, 2 medium patties"
53450500,"Turnover or dumpling, cherry"
92104000,"Coffee, instant, 50% less caffeine, reconstituted"
51105010,"Bread, Cuban"
92900300,"Sports drink, dry concentrate, not reconstituted"
22810010,"Ham, baby food, strained"
27550800,Seafood salad sandwich
41601040,"Lima bean soup, home recipe, canned or ready-to-serve"
27564290,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on multigrain bread"
27564418,"Frankfurter or hot dog sandwich, reduced sodium"
75202013,"Asparagus, canned, cooked, no added fat"
71103310,"Potato, canned, fat added, NS as to fat type"
56205050,"Rice, cream of, cooked, no added fat"
26315120,"Oysters, baked or broiled, fat added"
41421020,"Soybean curd, breaded, fried"
53720700,Nutrition bar (Tiger's Milk)
55105205,"Pancakes, whole grain, reduced fat"
27540132,"Chicken fillet sandwich, NFS"
11710380,"Infant formula, NS as to form (Similac for Spit-Up)"
11710381,"Infant formula, ready-to-feed (Similac for Spit-Up)"
26117130,"Haddock, coated, baked or broiled, fat added"
24201320,"Turkey, light and dark meat, roasted, skin not eaten"
27345220,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
74602300,"Tomato soup, canned, reduced sodium, prepared with milk"
51300150,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted"
54328000,"Crackers, sandwich"
52303500,"Muffin, wheat"
58123120,"Sweet bread dough, filled with bean paste, meatless, steamed"
58100005,"Burrito, taco, or quesadilla with egg and potato"
58107224,"White pizza, cheese, with meat, thick crust"
53713010,"Cereal or granola bar, fruit and nut"
